=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.10 11:34:04 =~=~=~=~=~=~=~=~=~=~=~=
DP1;echo: DP1, 4
echo: DP1, 0
Print int 4 to 1
v4;echo: v4, 4
echo: v4, 0
sp.debug 0 to 4
unit_sel, 84139012.021, 0, 1,   0.2590405,  -0.17892,0.04871,-0.17892,-0.17892,-0.17892,  -0.22762,-0.02636,   13.27267,-0.06535,-0.08276,  1, -0.17892,-0.17892, 0, -0.17892,  1, 13.35813,13.26706, 0, 13.35813,  24.06,24.06, 0, 24.06, 1024, 16,  -0.046,   0.003, 1,   0.200,  0.394, -0.492, 10.000,  0.005,0,
unit_sim,  84139012.021, 0,  390240, 0, 24.06250,24.06250, 13.79625,13.27267,-0.00479,13.26706,  -0.423, -0.179, -0.179, -0.161,  0,  -117408.2,   0.69629, 0, 
unit_ekf, 84139012.021,  2.000, 0.9999999,   5.6e-06,  2.25e-06,      0.25,5.399679e-05, 0.2500017,3.825075e-05,-0.5212931, 0.9553317,-0.009002686,  13.36486, 0.9553321,5.399715e-05, 0.9553317,5.399679e-05,  13.37386, 0.1770973,
unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, ioc, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,soc_min, Tbl,
unit_m,  c_time,       chm_s, qcrs_s, bmso_s, Tb_s,Tbl_s,  vsat_s, voc_stat_s, dv_dyn_s, vb_s, ib_s, ib_in_s, ib_charge_s, ioc_s, sat_s, dq_s, soc_s, reset_s,
unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel_stat,ib_h,ib_s,mib,ib, vb_sel,vb_h,vb_s,mvb,vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr, preserving,
unit_e,c_time,dt,Fx_, Bu_, Q_, R_, P_, S_, K_, u_, x_, y_, z_, x_prior_, P_prior_, x_post_, P_post_, hx_, H_,
g20230530_soc1a_bb, 2023-07-10T13:45:31,  84139012.021, 0.100,   0,  390240, 0,  1,  0,  0, 24.062,13.358,    -0.179,    -0.179,    -0.161,13.27267,    13.79625,-0.00203,13.36098,13.37386,  -0.009003, 0.69629,0.95533,0.69629,0.02969,24.062,
unit_sel, 84139012.121, 0, 1,   0.2590405,  0.11455,0.09762,0.11455,0.11455,0.11455,  0.01693,-0.02550,   13.27267,-0.08831,-0.08290,  1, 0.11455,0.11455, 0, 0.11455,  1, 13.37099,13.26983, 0, 13.37099,  24.06,24.06, 0, 24.06, 1024, 16,   0.797,   0.002, 1,   0.200,  0.394, -0.492, 10.000,  0.005,0,
unit_sim,  84139012.121, 0,  390240, 0, 24.06250,24.06250, 13.79625,13.27267,-0.00203,13.26983,  -0.179,  0.115,  0.115, -0.161,  0,  -117408.2,   0.69629, 0, 
