unit_sim,  75574129.546, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574129.546,  1.700, 0.9999999,  4.76e-06,  2.25e-06,      0.25,4.499979e-06, 0.2500009,8.098946e-06,         0,  0.499998,9.536743e-07,     13.38,  0.499998,4.499996e-06,  0.499998,4.499979e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:26,  75574129.546, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,13.38000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
unit_sel, 75574129.946, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   13.38000,0.00000,-0.00206,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.200,  0.394, -0.492, 10.000,  0.005,1,
unit_sim,  75574129.946, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574129.946,  1.700, 0.9999999,  4.76e-06,  2.25e-06,      0.25,4.499979e-06, 0.2500009,8.098946e-06,         0,  0.499998,9.536743e-07,     13.38,  0.499998,4.499996e-06,  0.499998,4.499979e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:26,  75574129.946, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,13.38000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
Dunit_sel, 75574130.346, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   13.38000,0.00000,-0.00187,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.200,  0.394, -0.492, 10.000,  0.005,1,
unit_sim,  75574130.346, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574130.346,  1.700, 0.9999999,  4.76e-06,  2.25e-06,      0.25,4.499979e-06, 0.2500009,8.098946e-06,         0,  0.499998,9.536743e-07,     13.38,  0.499998,4.499996e-06,  0.499998,4.499979e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:27,  75574130.346, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,13.38000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
wunit_sel, 75574130.746, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   13.38000,0.00000,-0.00169,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.200,  0.394, -0.492, 10.000,  0.005,1,
unit_sim,  75574130.746, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574130.746,  1.700, 0.9999999,  4.76e-06,  2.25e-06,      0.25,4.499979e-06, 0.2500009,8.098946e-06,         0,  0.499998,9.536743e-07,     13.38,  0.499998,4.499996e-06,  0.499998,4.499979e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:27,  75574130.746, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,13.38000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
unit_sel, 75574131.146, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   13.38000,0.00000,-0.00153,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.200,  0.394, -0.492, 10.000,  0.005,1,
unit_sim,  75574131.146, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574131.146,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,6.749942e-06, 0.2500014,1.214837e-05,         0,  0.499998,9.536743e-07,     13.38,  0.499998,6.749979e-06,  0.499998,6.749942e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:27,  75574131.146, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,13.38000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
unit_sel, 75574131.546, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   13.38000,0.00000,-0.00138,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.200,  0.394, -0.492, 10.000,  0.005,1,
unit_sim,  75574131.546, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574131.546,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,6.749942e-06, 0.2500014,1.214837e-05,         0,  0.499998,9.536743e-07,     13.38,  0.499998,6.749979e-06,  0.499998,6.749942e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:28,  75574131.546, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,13.38000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
unit_sel, 75574131.946, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   13.38000,0.00000,-0.00125,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.200,  0.394, -0.492, 10.000,  0.005,1,
unit_sim,  75574131.946, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574131.946,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,6.749942e-06, 0.2500014,1.214837e-05,         0,  0.499998,9.536743e-07,     13.38,  0.499998,6.749979e-06,  0.499998,6.749942e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:28,  75574131.946, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,13.38000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
.unit_sel, 75574132.346, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   13.38000,0.00000,-0.00113,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.200,  0.394, -0.492, 10.000,  0.005,1,
unit_sim,  75574132.346, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574132.346,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,6.749942e-06, 0.2500014,1.214837e-05,         0,  0.499998,9.536743e-07,     13.38,  0.499998,6.749979e-06,  0.499998,6.749942e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:29,  75574132.346, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,13.38000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
8unit_sel, 75574132.746, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   13.38000,0.00000,-0.00102,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.200,  0.394, -0.492, 10.000,  0.005,1,
unit_sim,  75574132.746, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574132.746,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,6.749942e-06, 0.2500014,1.214837e-05,         0,  0.499998,9.536743e-07,     13.38,  0.499998,6.749979e-06,  0.499998,6.749942e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:29,  75574132.746, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,13.38000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
unit_sel, 75574133.146, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   13.38000,0.00000,-0.00093,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.200,  0.394, -0.492, 10.000,  0.005,1,
unit_sim,  75574133.146, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574133.146,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,8.999875e-06, 0.2500018,1.619774e-05,         0,  0.499998,9.536743e-07,     13.38,  0.499998,8.999941e-06,  0.499998,8.999875e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:29,  75574133.146, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,13.38000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
;echo: Dw.8, 4
echo: Dw.8, 0
Mon.Dv  0.000 to  0.800
unit_sel, 75574133.546, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.18000,0.80000,0.01891,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.400,  0.787, -0.984, 10.000,  0.005,1,
unit_sim,  75574133.546, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574133.546,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,8.999875e-06, 0.2500018,1.619774e-05,         0,  0.499998,9.536743e-07,     13.38,  0.499998,8.999941e-06,  0.499998,8.999875e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:30,  75574133.546, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,14.18000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
unit_sel, 75574133.946, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.18000,0.80000,0.09325,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.400,  0.787, -0.984, 10.000,  0.005,1,
unit_sim,  75574133.946, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574133.946,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,8.999875e-06, 0.2500018,1.619774e-05,         0,  0.499998,9.536743e-07,     13.38,  0.499998,8.999941e-06,  0.499998,8.999875e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:30,  75574133.946, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,14.18000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
unit_sel, 75574134.346, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.18000,0.80000,0.16051,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.400,  0.787, -0.984, 10.000,  0.005,1,
unit_sim,  75574134.346, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574134.346,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,8.999875e-06, 0.2500018,1.619774e-05,         0,  0.499998,9.536743e-07,     13.38,  0.499998,8.999941e-06,  0.499998,8.999875e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:31,  75574134.346, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,14.18000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
unit_sel, 75574134.746, 0, 0,  -0.0000020,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.18000,0.80000,0.22137,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.400,  0.787, -0.984, 10.000,  0.005,1,
unit_sim,  75574134.746, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574134.746,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,8.999875e-06, 0.2500018,1.619774e-05,         0,  0.499998,9.536743e-07,     13.38,  0.499998,8.999941e-06,  0.499998,8.999875e-06,     13.38, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:31,  75574134.746, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,14.18000,    13.80000,0.00000,13.38000,13.38000,   0.000001, 0.50000,0.50000,0.50000,0.02500,25.000,
unit_sel, 75574135.146, 0, 0,  -0.0000183,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.18000,0.80000,0.27643,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.400,  0.787, -0.984, 10.000,  0.005,1,
unit_sim,  75574135.146, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574135.146,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,1.124977e-05, 0.2500023,2.024705e-05,         0, 0.4999817,-0.7999992,     13.38, 0.4999979,1.124987e-05, 0.4999817,1.124977e-05,     14.18, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:31,  75574135.146, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,14.18000,    13.80000,0.00000,13.38000,14.18000,  -0.799999, 0.50000,0.49998,0.50000,0.02500,25.000,
unit_sel, 75574135.546, 0, 0,  -0.0000183,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.18000,0.80000,0.32626,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.400,  0.787, -0.984, 10.000,  0.005,1,
unit_sim,  75574135.546, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574135.546,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,1.124977e-05, 0.2500023,2.024705e-05,         0, 0.4999817,-0.7999992,     13.38, 0.4999979,1.124987e-05, 0.4999817,1.124977e-05,     14.18, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:31,  75574135.546, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,14.18000,    13.80000,0.00000,13.38000,14.18000,  -0.799999, 0.50000,0.49998,0.50000,0.02500,25.000,
unit_sel, 75574135.946, 0, 0,  -0.0000183,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.18000,0.80000,0.37134,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.400,  0.787, -0.984, 10.000,  0.005,1,
unit_sim,  75574135.946, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574135.946,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,1.124977e-05, 0.2500023,2.024705e-05,         0, 0.4999817,-0.7999992,     13.38, 0.4999979,1.124987e-05, 0.4999817,1.124977e-05,     14.18, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:32,  75574135.946, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,14.18000,    13.80000,0.00000,13.38000,14.18000,  -0.799999, 0.50000,0.49998,0.50000,0.02500,25.000,
unit_sel, 75574136.346, 0, 0,  -0.0000183,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.18000,0.80000,0.41214,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.400,  0.787, -0.984, 10.000,  0.005,1,
unit_sim,  75574136.346, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574136.346,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,1.124977e-05, 0.2500023,2.024705e-05,         0, 0.4999817,-0.7999992,     13.38, 0.4999979,1.124987e-05, 0.4999817,1.124977e-05,     14.18, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:32,  75574136.346, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,14.18000,    13.80000,0.00000,13.38000,14.18000,  -0.799999, 0.50000,0.49998,0.50000,0.02500,25.000,
unit_sel, 75574136.746, 0, 0,  -0.0000183,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.18000,0.80000,0.44905,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.400,  0.787, -0.984, 10.000,  0.005,1,
unit_sim,  75574136.746, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574136.746,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,1.124977e-05, 0.2500023,2.024705e-05,         0, 0.4999817,-0.7999992,     13.38, 0.4999979,1.124987e-05, 0.4999817,1.124977e-05,     14.18, 0.4499435,
g20230530_pro1a_bb, 2023-03-20T17:20:32,  75574136.746, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,14.18000,    13.80000,0.00000,13.38000,14.18000,  -0.799999, 0.50000,0.49998,0.50000,0.02500,25.000,
unit_sel, 75574137.146, 0, 0,  -0.0000377,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.18000,0.80000,0.48245,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.400,  0.787, -0.984, 10.000,  0.005,1,
unit_sim,  75574137.146, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574137.146,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,1.349962e-05, 0.2500027,2.428082e-05,         0, 0.4999623,-0.7999954,     13.38, 0.4999817,1.349977e-05, 0.4999623,1.349962e-05,     14.18, 0.4496574,
g20230530_pro1a_bb, 2023-03-20T17:20:33,  75574137.146, 0.111,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,14.18000,    13.80000,0.00000,13.38000,14.18000,  -0.799995, 0.50000,0.49996,0.50000,0.02500,25.000,
unit_sel, 75574137.546, 0, 0,  -0.0000377,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.18000,0.80000,0.51267,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,13.38000, 1, 13.38000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.000, 1,   0.400,  0.787, -0.984, 10.000,  0.005,1,
unit_sim,  75574137.546, 0,  360000, 0, 25.00000,25.00000, 13.80000,13.38000,0.00000,13.38000,   0.000,  0.000,  0.000,  0.000,  0,  -180000.0,   0.50000, 0, 
unit_ekf, 75574137.546,  1.900, 0.9999999,  5.32e-06,  2.25e-06,      0.25,1.349962e-05, 0.2500027,2.428082e-05,         0, 0.4999623,-0.7999954,     13.38, 0.4999817,1.349977e-05, 0.4999623,1.349962e-05,     14.18, 0.4496574,
g20230530_pro1a_bb, 2023-03-20T17:20:33,  75574137.546, 0.100,   0,  360000, 0,  0,  247,  0, 25.000,13.380,     0.000,     0.000,     0.000,14.18000,    13.80000,0.00000,13.38000,14.18000,  -0.799995, 0.50000,0.49996,0.50000,0.02500,25.000,
