19:01:38  29 13.14   -9.3   Tb,C  VOC,V  Ib,A 
19:01:38  78 -8.6  80   EKF,Ah  chg,hrs  CC, Ah
19:01:38 v-2;Pf; for fails.  prints=31
19:01:38 
19:01:40  29 13.14   -9.3   Tb,C  VOC,V  Ib,A 
19:01:40  78 -8.6  80   EKF,Ah  chg,hrs  CC, Ah
19:01:40 v-2;Pf; for fails.  prints=31
19:01:40 
19:01:41  29 13.16   -9.7   Tb,C  VOC,V  Ib,A 
19:01:41  78 -8.2  80   EKF,Ah  chg,hrs  CC, Ah
19:01:41 v-2;Pf; for fails.  prints=31
19:01:41 
19:01:42  29 13.14   -9.6   Tb,C  VOC,V  Ib,A 
19:01:42  78 -8.3  80   EKF,Ah  chg,hrs  CC, Ah
19:01:42 v-2;Pf; for fails.  prints=31
19:01:42 
19:01:43  29 13.14   -9.6   Tb,C  VOC,V  Ib,A 
19:01:43  78 -8.3  80   EKF,Ah  chg,hrs  CC, Ah
19:01:43 v-2;Pf; for fails.  prints=31
19:01:43 
19:01:43 echo:  Hd, 4
19:01:44 echo:  Hd, 0
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000063,   0.000063, 0,
19:01:44 unit_h, 2022-09-23T14:12:20, 1663956740,  23.500,  14.304,   3.008,  1.0000,  0.9984,  14.293,  14.293,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T14:12:36, 1663956756,  23.500,  14.239,  -3.950,  0.9999,  0.9986,  14.260,  14.260,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T14:41:22, 1663958482,  22.993,  14.205,   0.130,  1.0000,  0.9980,  14.203,  14.203,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T15:11:22, 1663960282,  22.307,  14.304,   0.197,  1.0000,  0.9988,  14.302,  14.302,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T15:41:23, 1663962083,  21.682,  13.154,  -5.490,  0.9921,  0.9868,  13.224,  13.227,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T16:11:23, 1663963883,  21.243,  13.168,  -5.290,  0.9702,  0.9473,  13.230,  13.240,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T16:41:23, 1663965683,  20.868,  13.142,  -6.025,  0.9479,  0.9046,  13.213,  13.227,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T17:11:23, 1663967483,  20.493,  13.146,  -5.758,  0.9237,  0.8716,  13.217,  13.236,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T17:41:23, 1663969283,  19.993,  13.154,  -5.825,  0.8999,  0.8598,  13.225,  13.248,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T18:11:23, 1663971083,  19.493,  13.128,  -5.758,  0.8761,  0.8560,  13.201,  13.227,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T18:41:23, 1663972883,  18.932,  13.142,  -6.360,  0.8515,  0.8543,  13.218,  13.246,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T19:11:23, 1663974683,  18.368,  13.133,  -6.360,  0.8247,  0.8496,  13.211,  13.242,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T19:41:23, 1663976483,  17.868,  13.107,  -5.892,  0.7985,  0.8442,  13.182,  13.215,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T20:11:23, 1663978283,  17.307,  13.112,  -6.160,  0.7720,  0.8324,  13.187,  13.222,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T20:41:24, 1663980084,  17.312,  13.029,  -8.903,  0.7358,  0.7866,  13.141,  13.179,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T21:11:24, 1663981884,  19.250,  13.043,  -6.227,  0.6824,  0.7214,  13.118,  13.161,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T21:41:24, 1663983684,  19.368,  13.003,  -6.160,  0.6514,  0.6945,  13.080,  13.123,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T22:11:24, 1663985484,  18.557,  12.999,  -6.360,  0.6261,  0.6661,  13.076,  13.119,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T22:41:24, 1663987284,  17.682,  12.991,  -6.025,  0.6006,  0.6394,  13.066,  13.110,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T23:11:24, 1663989084,  16.993,  12.918,  -9.103,  0.5730,  0.6156,  13.022,  13.066,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-23T23:41:24, 1663990884,  18.625,  12.922,  -9.103,  0.5196,  0.5630,  13.033,  13.083,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-24T00:11:24, 1663992684,  19.312,  12.973,  -6.427,  0.4851,  0.5698,  13.051,  13.100,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-24T00:41:24, 1663994484,  18.682,  12.961,  -6.025,  0.4575,  0.5757,  13.036,  13.085,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-24T01:11:24, 1663996284,  17.682,  12.952,  -6.227,  0.4310,  0.5700,  13.028,  13.078,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-24T01:41:25, 1663998085,  16.875,  12.870,  -9.305,  0.3996,  0.5436,  12.984,  13.034,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-24T02:11:25, 1663999885,  18.875,  12.905,  -6.227,  0.3492,  0.4732,  12.984,  13.038,   1.000000,   1.000000, 0,
19:01:44 unit_h, 2022-09-24T02:41:25, 1664001685,  19.250,  12.879,  -6.160,  0.3177,  0.4358,  12.955,  13.008,   1.000000,   1.000000, 0,
