DP1;echo: DP1, 4
echo: DP1, 0
Print int 4 to 1
v4;echo: v4, 4
echo: v4, 0
sp.debug 0 to 4
unit_sel, 83515324.546, 0, 1,  -0.2690600,  -0.42347,-0.09802,-0.42347,-0.42347,-0.42347,  -0.32545,-0.11504,   13.37838,0.08204,0.07619,  1, -0.42347,-0.42347, 0, -0.42347,  1, 13.29382,13.37581, 0, 13.29382,  21.87,21.87, 0, 21.87, 0, 0,  -0.408,  -0.019, 1, 200.000,393.600,-492.000, 10.000,  0.005,0,
unit_sim,  83515324.546, 0,  390240, 0, 21.87000,21.87000, 13.78748,13.37833,-0.00120,13.37581,  -0.081, -0.423, -0.423, -0.261,  0,    -6909.3,   0.98172, 0, 
unit_ekf, 83515324.546,  2.000, 0.9999999,   5.6e-06,  2.25e-06,      0.25,0.001474338, 0.2506128,0.003797429,-0.08109197,  0.712919,0.03120518,  13.30067, 0.7128005,0.001477952,  0.712919,0.001474338,  13.26946, 0.6439209,
unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, ioc, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,soc_min,
unit_m,  c_time,       chm_s, qcrs_s, bmso_s, Tb_s,Tbl_s,  vsat_s, voc_stat_s, dv_dyn_s, vb_s, ib_s, ib_in_s, ib_charge_s, ioc_s, sat_s, dq_s, soc_s, reset_s,
unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel_stat,ib_h,ib_s,mib,ib, vb_sel,vb_h,vb_s,mvb,vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr, preserving,
unit_e,c_time,dt,Fx_, Bu_, Q_, R_, P_, S_, K_, u_, x_, y_, z_, x_prior_, P_prior_, x_post_, P_post_, hx_, H_,
g20230530_soc1a_bb, 2023-07-10T10:12:32,  83515324.546, 0.100,   0,  390240, 0,  1,  0,  0, 21.9,13.294,    -0.423,    -0.423,    -0.261,13.37838,    13.78748,-0.00507,13.30021,13.26946,   0.031205, 0.98172,0.71292,0.98198,0.04065,
unit_sel, 83515324.646, 0, 1,  -0.2690599,  -0.42346,-0.14693,-0.42346,-0.42346,-0.42346,  -0.27654,-0.11824,   13.37838,0.07817,0.07624,  1, -0.42346,-0.42346, 0, -0.42346,  1, 13.30669,13.37194, 0, 13.30669,  21.87,21.87, 0, 21.87, 0, 0,  -0.594,  -0.026, 1, 200.000,393.600,-492.000, 10.000,  0.005,0,
unit_sim,  83515324.646, 0,  390240, 0, 21.87000,21.87000, 13.78748,13.37833,-0.00507,13.37194,  -0.423, -0.423, -0.423, -0.261,  0,    -6909.4,   0.98172, 0, 
unit_ekf, 83515324.646,  2.000, 0.9999999,   5.6e-06,  2.25e-06,      0.25,0.001474338, 0.2506128,0.003797429,-0.08109197,  0.712919,0.03120518,  13.30067, 0.7128005,0.001477952,  0.712919,0.001474338,  13.26946, 0.6439209,
g20230530_soc1a_bb, 2023-07-10T10:12:32,  83515324.646, 0.100,   0,  390240, 0,  1,  0,  0, 21.9,13.307,    -0.423,    -0.423,    -0.261,13.37838,    13.78748,-0.00507,13.31308,13.26946,   0.031205, 0.98172,0.71292,0.98198,0.04065,
unit_sel, 83515324.746, 0, 1,  -0.2690598,  -0.32565,-0.09802,-0.32565,-0.32565,-0.32565,  -0.22763,-0.12040,   13.37838,0.06530,0.07597,  1, -0.32565,-0.32565, 0, -0.32565,  1, 13.29382,13.37194, 0, 13.29382,  21.87,21.87, 0, 21.87, 0, 0,  -0.392,  -0.035, 1, 200.000,393.600,-492.000, 10.000,  0.005,0,
unit_sim,  83515324.746, 0,  390240, 0, 21.87000,21.87000, 13.78748,13.37833,-0.00507,13.37194,  -0.423, -0.326, -0.326, -0.262,  0,    -6909.4,   0.98172, 0, 
unit_ekf, 83515324.746,  2.000, 0.9999999,   5.6e-06,  2.25e-06,      0.25,0.001474338, 0.2506128,0.003797429,-0.08109197,  0.712919,0.03120518,  13.30067, 0.7128005,0.001477952,  0.712919,0.001474338,  13.26946, 0.6439209,
g20230530_soc1a_bb, 2023-07-10T10:12:32,  83515324.746, 0.100,   0,  390240, 0,  1,  0,  0, 21.9,13.294,    -0.326,    -0.326,    -0.262,13.37838,    13.78748,-0.00397,13.29912,13.26946,   0.031205, 0.98172,0.71292,0.98198,0.04065,
unit_sel, 83515324.846, 0, 1,  -0.2690597,  -0.13000,-0.29366,-0.13000,-0.13000,-0.13000,  0.16366,-0.11478,   13.37838,0.07927,0.07605,  1, -0.13000,-0.13000, 0, -0.13000,  1, 13.31526,13.37304, 0, 13.31526,  21.87,21.87, 0, 21.87, 0, 0,  -0.193,  -0.044, 1, 200.000,393.600,-492.000, 10.000,  0.005,0,
unit_sim,  83515324.846, 0,  390240, 0, 21.87000,21.87000, 13.78748,13.37833,-0.00397,13.37304,  -0.326, -0.130, -0.130, -0.263,  0,    -6909.4,   0.98172, 0, 
