fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-20T02:25:24, 1679279124,   0.000,  13.079,   0.000,   0.000,  25.000,  13.079,  50.000,  0.5005,  0.0250,  0.5008,  12.465,  12.412,   0.482, 288, 0,
unit_f, 2023-03-20T02:25:31, 1679279131,   0.000,  13.079,   0.000,   0.000,  25.000,  13.079,   0.000,  0.5016,  0.0250,  0.5019,  12.465,  12.331,   0.684, 416, 288,
unit_f, 2023-03-20T02:25:46, 1679279146,   0.000,  13.080,   0.000,   0.000,  25.000,  13.080,   0.000,  0.5016,  0.0250,  0.5016,  13.080,  13.080,   0.000, 0, 0,
unit_f, 2023-03-20T02:25:56, 1679279156,   0.000,  13.080,   0.000,   0.000,  25.000,  13.080,   0.000,  0.5016,  0.0250,  0.5016,  13.080,  13.080,   0.000, 0, 0,
unit_f, 2023-03-20T02:26:53, 1679279213,   0.000,  13.079,   0.000,   0.000,  25.000,  13.079,  50.000,  0.5008,  0.0250,  0.5008,  12.512,  12.440,   0.461, 288, 0,
unit_f, 2023-03-20T02:27:00, 1679279220,   0.000,  13.079,   0.000,   0.000,  25.000,  13.079,   0.000,  0.5018,  0.0250,  0.5019,  12.508,  12.355,   0.662, 416, 288,
