unit,               hm,                  cTime,        dt,       sat,sel,mod,      Tb,  vb,  ib,  ioc,  voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,ib_lag,voc_soc_new,
mon_rep231013,2023-10-13T11:22:28, -0.400,  0.300,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T11:22:28, -0.100,  0.300,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T11:22:28,  0.000,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T11:22:28,  0.105,  0.105,0,0,247, 25.000, 13.380,  6.000,  0.000, 13.380, 13.800,  0.068, 13.312, 13.380,  0.000,  0.500,  0.500,  0.500,0.00175,  0.000,
mon_rep231013,2023-10-13T11:22:29,  0.602,  0.497,0,0,247, 25.000, 13.380,  6.000,  0.022, 13.380, 13.800,  0.068, 13.311, 13.380,  0.000,  0.500,  0.500,  0.500,0.01829,  0.000,
mon_rep231013,2023-10-13T11:22:29,  0.701,  0.099,0,0,247, 25.000, 13.380,  6.000,  0.125, 13.380, 13.800,  0.068, 13.311, 13.380,  0.000,  0.500,  0.500,  0.500,0.02158,  0.000,
mon_rep231013,2023-10-13T11:22:29,  0.802,  0.101,0,0,247, 25.000, 13.380,  6.000,  0.145, 13.380, 13.800,  0.068, 13.311, 13.380,  0.000,  0.500,  0.500,  0.500,0.02493,  0.000,
mon_rep231013,2023-10-13T11:22:29,  0.902,  0.100,0,0,247, 25.000, 13.380,  6.000,  0.165, 13.380, 13.800,  0.068, 13.311, 13.380,  0.000,  0.500,  0.500,  0.500,0.02825,  0.000,
mon_rep231013,2023-10-13T11:22:29,  1.002,  0.100,0,0,247, 25.000, 13.380,  6.000,  0.186, 13.380, 13.800,  0.068, 13.310, 13.380,  0.000,  0.500,  0.500,  0.500,0.03157,  0.000,
mon_rep231013,2023-10-13T11:22:29,  1.102,  0.100,0,0,247, 25.000, 13.380,  6.000,  0.206, 13.380, 13.800,  0.068, 13.310, 13.380,  0.000,  0.500,  0.500,  0.500,0.03488,  0.000,
mon_rep231013,2023-10-13T11:22:30,  1.202,  0.100,0,0,247, 25.000, 13.380,  6.000,  0.226, 13.380, 13.800,  0.068, 13.310, 13.380,  0.000,  0.500,  0.500,  0.500,0.03819,  0.000,
mon_rep231013,2023-10-13T11:22:30,  1.302,  0.100,0,0,247, 25.000, 13.380,  6.000,  0.246, 13.380, 13.800,  0.068, 13.310, 13.380,  0.000,  0.500,  0.500,  0.500,0.04151,  0.000,
mon_rep231013,2023-10-13T11:22:30,  1.402,  0.100,0,0,247, 25.000, 13.380,  6.000,  0.265, 13.380, 13.800,  0.068, 13.310, 13.380,  0.000,  0.500,  0.500,  0.500,0.04482,  0.000,
