fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-06-17T09:10:30, 1686993030,   0.000,  13.792,   0.000,   0.000,  25.000,  13.792,  42.563,  0.0314,  0.0140,  0.0288,  11.034,  10.974,   0.194, 0, 0,
unit_f, 2023-06-17T09:10:40, 1686993040,   0.000,  13.775,   0.000,   0.000,  25.000,  13.775,  23.485,  0.0349,  0.0140,  0.0324,  11.282,  11.222,   0.193, 0, 0,
unit_f, 2023-06-17T09:10:50, 1686993050,   0.000,  13.598,   0.000,   0.000,  25.000,  13.598,  -4.097,  0.0379,  0.0140,  0.0353,  11.488,  11.428,   0.192, 0, 0,
unit_f, 2023-06-17T09:11:00, 1686993060,   0.000,  13.229,   0.000,   0.000,  25.000,  13.229, -38.418,  0.0401,  0.0140,  0.0374,  11.643,  11.582,   0.190, 0, 0,
unit_f, 2023-06-17T09:11:10, 1686993070,   0.000,  12.678,   0.000,   0.000,  25.000,  12.678,  31.948,  0.0414,  0.0140,  0.0387,  11.733,  11.673,   0.189, 0, 0,
unit_f, 2023-06-17T09:11:21, 1686993081,   0.000,  12.107,   0.000,   0.000,  25.000,  12.107,   0.000,  0.0418,  0.0140,  0.0390,  11.748,  11.690,   0.191, 0, 0,
unit_f, 2023-06-17T09:11:31, 1686993091,   0.000,  11.981,   0.000,   0.000,  25.000,  11.981,   0.000,  0.0418,  0.0140,  0.0389,  11.742,  11.689,   0.194, 0, 0,
unit_f, 2023-06-17T09:10:30, 1686993030,   0.000,  13.792,   0.000,   0.000,  25.000,  13.792,  42.563,  0.0314,  0.0140,  0.0288,  11.034,  10.974,   0.194, 0, 0,
unit_f, 2023-06-17T09:10:40, 1686993040,   0.000,  13.775,   0.000,   0.000,  25.000,  13.775,  23.485,  0.0349,  0.0140,  0.0324,  11.282,  11.222,   0.193, 0, 0,
unit_f, 2023-06-17T09:10:50, 1686993050,   0.000,  13.598,   0.000,   0.000,  25.000,  13.598,  -4.097,  0.0379,  0.0140,  0.0353,  11.488,  11.428,   0.192, 0, 0,
unit_f, 2023-06-17T09:11:00, 1686993060,   0.000,  13.229,   0.000,   0.000,  25.000,  13.229, -38.418,  0.0401,  0.0140,  0.0374,  11.643,  11.582,   0.190, 0, 0,
unit_f, 2023-06-17T09:11:10, 1686993070,   0.000,  12.678,   0.000,   0.000,  25.000,  12.678,  31.948,  0.0414,  0.0140,  0.0387,  11.733,  11.673,   0.189, 0, 0,
unit_f, 2023-06-17T09:11:21, 1686993081,   0.000,  12.107,   0.000,   0.000,  25.000,  12.107,   0.000,  0.0418,  0.0140,  0.0390,  11.748,  11.690,   0.191, 0, 0,
unit_f, 2023-06-17T09:11:31, 1686993091,   0.000,  11.981,   0.000,   0.000,  25.000,  11.981,   0.000,  0.0418,  0.0140,  0.0389,  11.742,  11.689,   0.194, 0, 0,
