fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-06-18T09:31:02, 1687080662,   0.000,   9.967,   0.000,   0.000,  25.000,   9.967,   0.000,  0.0140,  0.0140,  0.0139,   9.967,   9.967,   0.000, 0, 0,
unit_f, 2023-06-18T09:31:12, 1687080672,   0.000,   9.967,   0.000,   0.000,  25.000,   9.967,   0.000,  0.0140,  0.0140,  0.0139,   9.967,   9.967,   0.000, 0, 0,
unit_f, 2023-06-18T09:31:22, 1687080682,   0.000,   9.967,   0.000,   0.000,  25.000,   9.967,   0.000,  0.0140,  0.0140,  0.0139,   9.967,   9.967,   0.000, 0, 0,
unit_f, 2023-06-18T09:31:32, 1687080692,   0.000,   9.967,   0.000,   0.000,  25.000,   9.967,   0.000,  0.0140,  0.0140,  0.0139,   9.967,   9.967,   0.000, 0, 0,
unit_f, 2023-06-18T09:31:42, 1687080702,   0.000,   9.967,   0.000,   0.000,  25.000,   9.967,   0.000,  0.0140,  0.0140,  0.0139,   9.967,   9.967,   0.000, 0, 0,
unit_f, 2023-06-18T09:31:52, 1687080712,   0.000,   9.967,   0.000,   0.000,  25.000,   9.967,   0.000,  0.0140,  0.0140,  0.0139,   9.967,   9.967,   0.000, 0, 0,
unit_f, 2023-06-18T09:32:02, 1687080722,   0.000,   9.967,   0.000,   0.000,  25.000,   9.967,   0.000,  0.0140,  0.0140,  0.0139,   9.967,   9.967,   0.000, 0, 0,
unit_f, 2023-06-18T09:37:19, 1687081039,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   6.000,  0.5046,  0.0140,  0.4974,  13.033,  12.994,   0.159, 384, 256,
unit_f, 2023-06-18T09:37:29, 1687081049,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   6.000,  0.5047,  0.0140,  0.4971,  13.033,  12.992,   0.161, 384, 256,
unit_f, 2023-06-18T09:37:39, 1687081059,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   6.000,  0.5049,  0.0140,  0.4966,  13.033,  12.989,   0.163, 384, 256,
unit_f, 2023-06-18T09:37:49, 1687081069,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   6.000,  0.5050,  0.0140,  0.4962,  13.033,  12.984,   0.168, 384, 256,
unit_f, 2023-06-18T09:37:59, 1687081079,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   6.000,  0.5052,  0.0140,  0.4957,  13.033,  12.979,   0.172, 384, 256,
unit_f, 2023-06-18T09:38:07, 1687081087,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5053,  0.0140,  0.4953,  13.033,  12.975,   0.177, 384, 272,
unit_f, 2023-06-18T09:38:18, 1687081098,   0.000,  13.154,   0.000,   0.000,  25.000,  13.154,   0.000,  0.5053,  0.0140,  0.5053,  13.154,  13.154,   0.007, 384, 256,
unit_f, 2023-06-18T09:37:19, 1687081039,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   6.000,  0.5046,  0.0140,  0.4974,  13.033,  12.994,   0.159, 384, 256,
unit_f, 2023-06-18T09:37:29, 1687081049,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   6.000,  0.5047,  0.0140,  0.4971,  13.033,  12.992,   0.161, 384, 256,
unit_f, 2023-06-18T09:37:39, 1687081059,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   6.000,  0.5049,  0.0140,  0.4966,  13.033,  12.989,   0.163, 384, 256,
unit_f, 2023-06-18T09:37:49, 1687081069,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   6.000,  0.5050,  0.0140,  0.4962,  13.033,  12.984,   0.168, 384, 256,
unit_f, 2023-06-18T09:37:59, 1687081079,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   6.000,  0.5052,  0.0140,  0.4957,  13.033,  12.979,   0.172, 384, 256,
unit_f, 2023-06-18T09:38:07, 1687081087,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5053,  0.0140,  0.4953,  13.033,  12.975,   0.177, 384, 272,
unit_f, 2023-06-18T09:38:18, 1687081098,   0.000,  13.154,   0.000,   0.000,  25.000,  13.154,   0.000,  0.5053,  0.0140,  0.5053,  13.154,  13.154,   0.007, 384, 256,
