fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-06-19T10:08:15, 1687169295,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5000,  0.0140,  0.4999,  13.152,  13.152,   0.000, 1, 0,
unit_f, 2023-06-19T10:08:25, 1687169305,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5000,  0.0140,  0.4999,  13.152,  13.152,   0.000, 1, 0,
unit_f, 2023-06-19T10:08:35, 1687169315,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5000,  0.0140,  0.4999,  13.152,  13.152,   0.000, 0, 0,
unit_f, 2023-06-19T10:08:15, 1687169295,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5000,  0.0140,  0.4999,  13.152,  13.152,   0.000, 1, 0,
unit_f, 2023-06-19T10:08:25, 1687169305,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5000,  0.0140,  0.4999,  13.152,  13.152,   0.000, 1, 0,
unit_f, 2023-06-19T10:08:35, 1687169315,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5000,  0.0140,  0.4999,  13.152,  13.152,   0.000, 0, 0,
unit_f, 2023-06-19T10:08:45, 1687169325,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5000,  0.0140,  0.4999,  13.152,  13.152,   0.000, 0, 0,
unit_f, 2023-06-19T10:08:56, 1687169336,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5000,  0.0140,  0.4999,  13.152,  13.152,   0.000, 0, 0,
