unit,               hm,                  cTime,        dt,       sat,sel,mod,      Tb,  vb,  ib,  ioc,  voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,ib_lag,
mon230827,2023-08-27T14:35:24,  0.000,  0.101,0,1,0, 25.750, 13.353, -0.101,  0.012, 13.300, 13.803, -0.002, 13.350, 13.344,  0.002,  0.905,  0.982,  0.905,-0.10100,
mon230827,2023-08-27T14:35:29,  5.001,  0.100,0,1,0, 25.750, 13.344, -0.101,  0.012, 13.300, 13.803, -0.002, 13.342, 13.343, -0.001,  0.905,  0.982,  0.905,-0.10100,
mon230827,2023-08-27T14:35:34, 10.001,  0.100,0,1,0, 25.750, 13.336, -0.101,  0.012, 13.300, 13.803, -0.002, 13.333, 13.343, -0.001,  0.905,  0.982,  0.905,-0.10100,
mon230827,2023-08-27T14:35:39, 15.001,  0.099,0,1,0, 25.750, 13.348, -0.101,  0.012, 13.300, 13.803, -0.002, 13.346, 13.344, -0.006,  0.905,  0.982,  0.905,-0.10100,
mon230827,2023-08-27T14:35:44, 20.001,  0.100,0,1,0, 25.750, 13.348, -0.101,  0.012, 13.300, 13.803, -0.002, 13.346, 13.343, -0.001,  0.905,  0.982,  0.905,-0.10100,
mon230827,2023-08-27T14:35:49, 25.001,  0.100,0,1,0, 25.750, 13.344, -0.101,  0.012, 13.300, 13.803, -0.002, 13.342, 13.343, -0.001,  0.905,  0.982,  0.905,-0.10100,
mon230827,2023-08-27T14:35:54, 30.000,  0.100,0,1,0, 25.750, 13.344, -0.101,  0.012, 13.300, 13.803, -0.002, 13.342, 13.344,  0.007,  0.905,  0.982,  0.905,-0.10100,
mon230827,2023-08-27T14:35:59, 35.000,  0.100,0,1,0, 25.750, 13.336, -0.101,  0.012, 13.300, 13.803, -0.002, 13.333, 13.344,  0.007,  0.905,  0.982,  0.905,-0.10100,
mon230827,2023-08-27T14:36:04, 40.001,  0.100,0,1,0, 25.750, 13.340, -0.101,  0.012, 13.300, 13.803, -0.002, 13.338, 13.344,  0.006,  0.905,  0.982,  0.905,-0.10100,
mon230827,2023-08-27T14:36:09, 45.001,  0.099,0,1,0, 25.750, 13.353, -0.101,  0.012, 13.300, 13.803, -0.002, 13.351, 13.345,  0.006,  0.905,  0.982,  0.905,-0.10100,
