fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-19T21:24:01, 1679261041,   0.000,  13.066,   0.000,   0.000,  25.012,  13.066,  50.007,  0.5000,  0.0250,  0.4999,  12.521,  12.519,   0.016, 0, 0,
unit_f, 2023-03-19T21:24:10, 1679261050,   0.000,  13.092,   0.000,   0.000,  24.995,  13.092,  49.953,  0.5014,  0.0250,  0.5013,  12.503,  12.382,   0.607, 416, 256,
unit_f, 2023-03-19T21:24:13, 1679261053,   0.000,  13.088,   0.000,   0.000,  25.023,  13.088,   0.440,  0.5018,  0.0250,  0.5018,  12.525,  12.373,   0.662, 416, 288,
unit_f, 2023-03-19T21:24:23, 1679261063,   0.000,  13.063,   0.000,   0.000,  25.003,  13.063,  -0.503,  0.5018,  0.0250,  0.5018,  13.057,  13.057,   0.013, 384, 256,
unit_f, 2023-03-19T21:24:01, 1679261041,   0.000,  13.066,   0.000,   0.000,  25.012,  13.066,  50.007,  0.5000,  0.0250,  0.4999,  12.521,  12.519,   0.016, 0, 0,
unit_f, 2023-03-19T21:24:10, 1679261050,   0.000,  13.092,   0.000,   0.000,  24.995,  13.092,  49.953,  0.5014,  0.0250,  0.5013,  12.503,  12.382,   0.607, 416, 256,
unit_f, 2023-03-19T21:24:13, 1679261053,   0.000,  13.088,   0.000,   0.000,  25.023,  13.088,   0.440,  0.5018,  0.0250,  0.5018,  12.525,  12.373,   0.662, 416, 288,
unit_f, 2023-03-19T21:24:23, 1679261063,   0.000,  13.063,   0.000,   0.000,  25.003,  13.063,  -0.503,  0.5018,  0.0250,  0.5018,  13.057,  13.057,   0.013, 384, 256,
unit_f, 2023-03-19T21:25:24, 1679261124,   0.000,  13.080,   0.000,   0.000,  25.000,  13.080,   0.000,  0.5018,  0.0250,  0.5018,  13.080,  13.080,   0.000, 0, 0,
unit_f, 2023-03-19T21:25:34, 1679261134,   0.000,  13.080,   0.000,   0.000,  25.000,  13.080,   0.000,  0.5018,  0.0250,  0.5018,  13.080,  13.080,   0.000, 0, 0,
