unit,               hm,                  cTime,        dt,       sat,sel,mod,      Tb,  vb,  ib,  ioc,  voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,ib_lag,voc_soc_new,
mon_rep231013,2023-10-13T10:38:28,  0.000,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
mon_rep231013,2023-10-13T10:38:28,  0.400,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
mon_rep231013,2023-10-13T10:38:28,  0.800,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
mon_rep231013,2023-10-13T10:38:29,  1.200,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
mon_rep231013,2023-10-13T10:38:29,  1.600,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
mon_rep231013,2023-10-13T10:38:30,  2.000,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
mon_rep231013,2023-10-13T10:38:30,  2.400,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
mon_rep231013,2023-10-13T10:38:30,  2.800,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
mon_rep231013,2023-10-13T10:38:31,  3.200,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
mon_rep231013,2023-10-13T10:38:31,  3.600,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
mon_rep231013,2023-10-13T10:38:32,  4.000,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
mon_rep231013,2023-10-13T10:38:32,  4.400,  0.400,0,0,247, 25.000, 13.525,  0.000,  0.000, 13.525, 13.800,  0.000, 13.525, 13.525,  0.000,  0.800,  0.800,  0.800,0.00000,  0.000,
