fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-19T21:59:17, 1679263157,   0.000,  12.182,   0.000,   0.000,  24.987,  12.182,   0.018,  0.0798,  0.0250,  0.0749,  12.137,  11.844,   0.151, 0, 0,
unit_f, 2023-03-19T21:59:27, 1679263167,   0.000,  12.092,   0.000,   0.000,  24.980,  12.092,   0.072,  0.0798,  0.0250,  0.0749,  12.021,  11.777,   0.159, 0, 0,
unit_f, 2023-03-19T21:59:36, 1679263176,   0.000,  12.076,   0.000,   0.000,  25.023,  12.076,  -0.010,  0.0798,  0.0250,  0.0751,  12.045,  11.847,   0.158, 0, 0,
unit_f, 2023-03-19T21:59:46, 1679263186,   0.000,  11.978,   0.000,   0.000,  25.003,  11.978,  -0.028,  0.0798,  0.0250,  0.0747,  11.928,  11.771,   0.160, 0, 0,
unit_f, 2023-03-19T21:59:55, 1679263195,   0.000,  11.958,   0.000,   0.000,  24.985,  11.958,  -0.095,  0.0798,  0.0250,  0.0749,  11.952,  11.832,   0.152, 0, 0,
unit_f, 2023-03-19T22:00:05, 1679263205,   0.000,  11.908,   0.000,   0.000,  25.007,  11.908,  -0.060,  0.0798,  0.0250,  0.0748,  11.864,  11.773,   0.153, 0, 0,
unit_f, 2023-03-19T22:00:14, 1679263214,   0.000,  11.890,   0.000,   0.000,  25.007,  11.890,  -0.002,  0.0798,  0.0250,  0.0749,  11.846,  11.777,   0.158, 0, 0,
unit_f, 2023-03-19T21:59:17, 1679263157,   0.000,  12.182,   0.000,   0.000,  24.987,  12.182,   0.018,  0.0798,  0.0250,  0.0749,  12.137,  11.844,   0.151, 0, 0,
unit_f, 2023-03-19T21:59:27, 1679263167,   0.000,  12.092,   0.000,   0.000,  24.980,  12.092,   0.072,  0.0798,  0.0250,  0.0749,  12.021,  11.777,   0.159, 0, 0,
unit_f, 2023-03-19T21:59:36, 1679263176,   0.000,  12.076,   0.000,   0.000,  25.023,  12.076,  -0.010,  0.0798,  0.0250,  0.0751,  12.045,  11.847,   0.158, 0, 0,
unit_f, 2023-03-19T21:59:46, 1679263186,   0.000,  11.978,   0.000,   0.000,  25.003,  11.978,  -0.028,  0.0798,  0.0250,  0.0747,  11.928,  11.771,   0.160, 0, 0,
unit_f, 2023-03-19T21:59:55, 1679263195,   0.000,  11.958,   0.000,   0.000,  24.985,  11.958,  -0.095,  0.0798,  0.0250,  0.0749,  11.952,  11.832,   0.152, 0, 0,
unit_f, 2023-03-19T22:00:05, 1679263205,   0.000,  11.908,   0.000,   0.000,  25.007,  11.908,  -0.060,  0.0798,  0.0250,  0.0748,  11.864,  11.773,   0.153, 0, 0,
unit_f, 2023-03-19T22:00:14, 1679263214,   0.000,  11.890,   0.000,   0.000,  25.007,  11.890,  -0.002,  0.0798,  0.0250,  0.0749,  11.846,  11.777,   0.158, 0, 0,
