fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-06-17T09:29:34, 1686994174,   0.058,  13.152,   0.000,   0.000,  25.000,  13.152, -50.000,  0.4993,  0.0140,  0.4992,  13.904,  13.910,  -0.570, 512, 0,
unit_f, 2023-06-17T09:29:44, 1686994184,   0.058,  13.152,   0.000,   0.000,  25.000,  13.152, -50.000,  0.4980,  0.0140,  0.4978,  13.981,  14.041,  -0.835, 704, 512,
unit_f, 2023-06-17T09:29:50, 1686994190,   0.058,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.4973,  0.0140,  0.4971,  14.014,  14.074,  -0.896, 704, 576,
unit_f, 2023-06-17T09:29:34, 1686994174,   0.058,  13.152,   0.000,   0.000,  25.000,  13.152, -50.000,  0.4993,  0.0140,  0.4992,  13.904,  13.910,  -0.570, 512, 0,
unit_f, 2023-06-17T09:29:44, 1686994184,   0.058,  13.152,   0.000,   0.000,  25.000,  13.152, -50.000,  0.4980,  0.0140,  0.4978,  13.981,  14.041,  -0.835, 704, 512,
unit_f, 2023-06-17T09:29:50, 1686994190,   0.058,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.4973,  0.0140,  0.4971,  14.014,  14.074,  -0.896, 704, 576,
unit_f, 2023-06-17T09:30:10, 1686994210,   0.058,  14.639,   0.000,   0.000,  25.000,  14.639,   0.000,  1.0000,  0.0140,  0.9999,  14.639,  14.699,   0.000, 0, 0,
unit_f, 2023-06-17T09:30:20, 1686994220,   0.058,  14.639,   0.000,   0.000,  25.000,  14.639,   0.000,  1.0000,  0.0140,  0.9999,  14.639,  14.699,   0.000, 0, 0,
