fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-19T16:57:00, 1679245020,   0.000,  11.000,   0.000,   0.000,  25.000,  11.000,   0.000,  0.0500,  0.0250,  0.0499,  11.000,  11.000,   0.000, 0, 0,
unit_f, 2023-03-19T16:57:09, 1679245029,   0.000,  11.000,   0.000,   0.000,  25.000,  11.000,   0.000,  0.0500,  0.0250,  0.0499,  11.000,  11.000,   0.000, 0, 0,
unit_f, 2023-03-19T16:57:19, 1679245039,   0.000,  11.000,   0.000,   0.000,  25.000,  11.000,   0.000,  0.0500,  0.0250,  0.0499,  11.000,  11.000,   0.000, 0, 0,
unit_f, 2023-03-19T16:57:28, 1679245048,   0.000,  11.000,   0.000,   0.000,  25.000,  11.000,   0.000,  0.0500,  0.0250,  0.0499,  11.000,  11.000,   0.000, 0, 0,
unit_f, 2023-03-19T16:57:38, 1679245058,   0.000,  11.000,   0.000,   0.000,  25.000,  11.000,   0.000,  0.0500,  0.0250,  0.0499,  11.000,  11.000,   0.000, 0, 0,
unit_f, 2023-03-19T16:57:47, 1679245067,   0.000,  11.000,   0.000,   0.000,  25.000,  11.000,   0.000,  0.0500,  0.0250,  0.0499,  11.000,  11.000,   0.000, 0, 0,
unit_f, 2023-03-19T16:57:57, 1679245077,   0.000,  11.000,   0.000,   0.000,  25.000,  11.000,   0.000,  0.0500,  0.0250,  0.0499,  11.000,  11.000,   0.000, 0, 0,
unit_f, 2023-03-19T16:59:37, 1679245177,  21.750,  -3.652,  21.955,  21.895,  25.000,  -3.652,  21.455,  1.0000,  0.0250,  0.6607,  16.046,  16.346,   0.983, 0, 0,
unit_f, 2023-03-19T16:59:46, 1679245186,  21.750,   0.808,   4.093,   4.568,  25.000,   0.808,   3.952,  0.9990,  0.0250,  0.9972,  16.766,  17.066,  -2.328, 0, 0,
unit_f, 2023-03-19T16:59:56, 1679245196,  21.750,   3.026, -22.905, -22.607,  25.000,   3.026, -22.988,  0.6281,  0.0250,  0.5679,  15.443,  15.742,  -2.632, 0, 0,
unit_f, 2023-03-19T17:00:05, 1679245205,  21.750,   2.676,  30.055,  30.530,  25.000,   2.676,  29.972,  0.0348,  0.0250,  0.0143,   5.923,   6.223,   2.284, 0, 0,
unit_f, 2023-03-19T17:00:14, 1679245214,  21.750,   1.269,  39.707,  40.122,  25.000,   1.269,  39.385,  1.0000,  0.0250,  0.1247,  10.268,  10.568,   6.283, 0, 0,
unit_f, 2023-03-19T17:00:24, 1679245224,  21.750, -14.278, -46.208, -45.793,  25.000, -14.278, -46.352,  1.0000,  0.0250,  0.7789,  16.059,  16.359,   0.713, 0, 0,
unit_f, 2023-03-19T17:00:33, 1679245233,  21.750,  14.298,   0.380,   0.500,  25.000,  14.298,   0.000,  1.0000,  0.0250,  1.0000,  14.200,  14.500,  -1.823, 0, 0,
unit_f, 2023-03-19T17:00:33, 1679245233,  21.750,  14.298,   0.380,   0.500,  25.000,  14.298,   0.000,  1.0000,  0.0250,  1.0000,  14.200,  14.500,  -1.823, 0, 0,
unit_f, 2023-03-19T17:00:48, 1679245248,   0.058,  14.199,   0.000,   0.000,  25.000,  14.199,   0.000,  1.0000,  0.0250,  0.9999,  14.199,  14.500,   0.000, 0, 0,
unit_f, 2023-03-19T17:00:58, 1679245258,   0.058,  14.199,   0.000,   0.000,  25.000,  14.199,   0.000,  1.0000,  0.0250,  0.9999,  14.199,  14.500,   0.000, 0, 0,
unit_f, 2023-03-19T17:01:07, 1679245267,   0.058,  14.199,   0.000,   0.000,  25.000,  14.199,   0.000,  1.0000,  0.0250,  0.9999,  14.199,  14.500,   0.000, 0, 0,
unit_f, 2023-03-19T17:01:17, 1679245277,   0.058,  14.199,   0.000,   0.000,  25.000,  14.199,   0.000,  1.0000,  0.0250,  0.9999,  14.199,  14.500,   0.000, 0, 0,
unit_f, 2023-03-19T17:01:26, 1679245286,   0.058,  14.199,   0.000,   0.000,  25.000,  14.199,   0.000,  1.0000,  0.0250,  0.9999,  14.199,  14.500,   0.000, 0, 0,
unit_f, 2023-03-19T17:01:36, 1679245296,   0.058,  14.199,   0.000,   0.000,  25.000,  14.199,   0.000,  1.0000,  0.0250,  0.9999,  14.199,  14.500,   0.000, 0, 0,
