unit,               hm,                  cTime,        dt,       sat,sel,mod,      Tb,  vb,  ib,  ioc,  voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,ib_lag,
mon_rep230827,2023-08-27T14:32:58,  0.000,  5.003,0,0,0, 23.625, 13.267, -0.623, -0.046, 13.310, 13.794, -0.012, 13.297, 13.293,  0.005,  0.977,  0.859,  0.977,-0.62300,
mon_rep230827,2023-08-27T14:33:03,  5.003,  5.003,0,0,0, 23.625, 13.254, -0.657, -0.046, 13.310, 13.794, -0.013, 13.285, 13.293, -0.008,  0.977,  0.859,  0.977,-0.62347,
mon_rep230827,2023-08-27T14:33:08, 10.006,  5.003,0,0,0, 23.625, 13.245, -0.727, -0.046, 13.310, 13.794, -0.014, 13.277, 13.293, -0.016,  0.977,  0.859,  0.977,-0.62535,
mon_rep230827,2023-08-27T14:33:13, 15.006,  5.000,0,0,0, 23.625, 13.258, -0.657, -0.046, 13.310, 13.794, -0.013, 13.289, 13.293, -0.004,  0.977,  0.859,  0.977,-0.62717,
mon_rep230827,2023-08-27T14:33:18, 20.009,  5.003,0,0,0, 23.625, 13.245, -0.623, -0.046, 13.310, 13.794, -0.012, 13.276, 13.293, -0.017,  0.977,  0.859,  0.977,-0.62752,
mon_rep230827,2023-08-27T14:33:23, 25.012,  5.003,0,0,0, 23.625, 13.262, -0.588, -0.046, 13.310, 13.794, -0.012, 13.292, 13.293, -0.001,  0.977,  0.859,  0.977,-0.62692,
mon_rep230827,2023-08-27T14:33:28, 30.014,  5.002,0,0,0, 23.625, 13.262, -0.657, -0.046, 13.310, 13.794, -0.013, 13.293, 13.293,  0.000,  0.977,  0.859,  0.977,-0.62680,
mon_rep230827,2023-08-27T14:33:33, 35.018,  5.004,0,0,0, 23.625, 13.262, -0.692, -0.046, 13.310, 13.794, -0.013, 13.294, 13.293,  0.001,  0.977,  0.859,  0.977,-0.62811,
mon_rep230827,2023-08-27T14:33:38, 40.021,  5.003,0,0,0, 23.625, 13.245, -0.692, -0.046, 13.310, 13.794, -0.013, 13.277, 13.293, -0.016,  0.977,  0.859,  0.977,-0.62986,
mon_rep230827,2023-08-27T14:33:43, 45.021,  5.000,0,0,0, 23.625, 13.241, -0.623, -0.046, 13.310, 13.794, -0.012, 13.272, 13.293, -0.021,  0.977,  0.859,  0.977,-0.63061,
mon_rep230827,2023-08-27T14:33:48, 50.023,  5.002,0,0,0, 23.625, 13.258, -0.623, -0.046, 13.310, 13.794, -0.012, 13.289, 13.293, -0.004,  0.977,  0.859,  0.977,-0.63041,
mon_rep230827,2023-08-27T14:33:53, 55.027,  5.004,0,0,0, 23.625, 13.267, -0.623, -0.046, 13.310, 13.794, -0.012, 13.298, 13.293,  0.005,  0.977,  0.859,  0.977,-0.63020,
mon_rep230827,2023-08-27T14:33:58, 60.029,  5.002,0,0,0, 23.625, 13.262, -0.692, -0.046, 13.310, 13.794, -0.013, 13.294, 13.293,  0.001,  0.977,  0.859,  0.977,-0.63095,
mon_rep230827,2023-08-27T14:34:03, 65.033,  5.004,0,0,0, 23.625, 13.258, -0.657, -0.046, 13.310, 13.794, -0.013, 13.289, 13.293, -0.004,  0.977,  0.859,  0.977,-0.63215,
mon_rep230827,2023-08-27T14:34:08, 70.035,  5.002,0,0,0, 23.625, 13.245, -0.657, -0.046, 13.310, 13.794, -0.013, 13.276, 13.293, -0.017,  0.977,  0.859,  0.977,-0.63283,
mon_rep230827,2023-08-27T14:34:13, 75.035,  5.000,0,0,0, 23.625, 13.258, -0.623, -0.046, 13.310, 13.794, -0.012, 13.289, 13.293, -0.004,  0.977,  0.859,  0.977,-0.63302,
mon_rep230827,2023-08-27T14:34:18, 80.039,  5.004,0,0,0, 23.625, 13.267, -0.623, -0.046, 13.310, 13.794, -0.012, 13.298, 13.293,  0.005,  0.977,  0.859,  0.977,-0.63275,
mon_rep230827,2023-08-27T14:34:23, 85.041,  5.002,0,0,0, 23.625, 13.267, -0.623, -0.046, 13.310, 13.794, -0.012, 13.298, 13.293,  0.005,  0.977,  0.859,  0.977,-0.63248,
mon_rep230827,2023-08-27T14:34:28, 90.044,  5.003,0,0,0, 23.625, 13.249, -0.727, -0.046, 13.310, 13.794, -0.014, 13.281, 13.293, -0.012,  0.977,  0.859,  0.977,-0.63365,
mon_rep230827,2023-08-27T14:34:33, 95.047,  5.003,0,0,0, 23.625, 13.258, -0.692, -0.046, 13.310, 13.794, -0.013, 13.290, 13.293, -0.003,  0.977,  0.859,  0.977,-0.63573,
mon_rep230827,2023-08-27T14:34:38,100.051,  5.004,0,0,0, 23.625, 13.258, -0.657, -0.046, 13.310, 13.794, -0.013, 13.289, 13.293, -0.003,  0.977,  0.859,  0.977,-0.63679,
mon_rep230827,2023-08-27T14:34:43,105.050,  4.999,0,0,0, 23.625, 13.254, -0.588, -0.046, 13.310, 13.794, -0.012, 13.284, 13.293, -0.008,  0.977,  0.859,  0.977,-0.63639,
mon_rep230827,2023-08-27T14:34:48,110.054,  5.004,0,0,0, 23.625, 13.258, -0.623, -0.046, 13.310, 13.794, -0.012, 13.289, 13.293, -0.004,  0.977,  0.859,  0.977,-0.63555,
mon_rep230827,2023-08-27T14:34:53,115.057,  5.003,0,0,0, 23.625, 13.254, -0.623, -0.046, 13.310, 13.794, -0.012, 13.285, 13.293, -0.008,  0.977,  0.859,  0.977,-0.63521,
mon_rep230827,2023-08-27T14:34:58,120.060,  5.003,0,0,0, 23.625, 13.245, -0.623, -0.046, 13.310, 13.794, -0.012, 13.276, 13.293, -0.017,  0.977,  0.859,  0.977,-0.63487,
mon_rep230827,2023-08-27T14:35:03,125.062,  5.002,0,0,0, 23.625, 13.249, -0.623, -0.046, 13.310, 13.794, -0.012, 13.280, 13.293, -0.013,  0.977,  0.859,  0.977,-0.63455,
mon_rep230827,2023-08-27T14:35:08,130.066,  5.004,0,0,0, 23.625, 13.262, -0.588, -0.046, 13.310, 13.794, -0.012, 13.292, 13.293, -0.001,  0.977,  0.859,  0.977,-0.63375,
mon_rep230827,2023-08-27T14:35:13,135.065,  4.999,0,0,0, 23.625, 13.258, -0.657, -0.046, 13.310, 13.794, -0.013, 13.289, 13.293, -0.004,  0.977,  0.859,  0.977,-0.63344,
mon_rep230827,2023-08-27T14:35:18,140.068,  5.003,0,0,0, 23.625, 13.258, -0.657, -0.046, 13.310, 13.794, -0.013, 13.289, 13.293, -0.004,  0.977,  0.859,  0.977,-0.63409,
mon_rep230827,2023-08-27T14:35:23,145.072,  5.004,0,0,0, 23.625, 13.254, -0.692, -0.046, 13.310, 13.794, -0.013, 13.286, 13.293, -0.007,  0.977,  0.859,  0.977,-0.63520,
mon_rep230827,2023-08-27T14:35:28,150.074,  5.002,0,0,0, 23.625, 13.254, -0.623, -0.046, 13.310, 13.794, -0.012, 13.285, 13.293, -0.008,  0.977,  0.859,  0.977,-0.63581,
mon_rep230827,2023-08-27T14:35:33,155.077,  5.003,0,0,0, 23.625, 13.249, -0.623, -0.046, 13.310, 13.794, -0.012, 13.280, 13.293, -0.013,  0.977,  0.859,  0.977,-0.63545,
mon_rep230827,2023-08-27T14:35:38,160.080,  5.003,0,0,0, 23.625, 13.254, -0.623, -0.046, 13.310, 13.794, -0.012, 13.285, 13.293, -0.008,  0.977,  0.859,  0.977,-0.63511,
mon_rep230827,2023-08-27T14:35:43,165.081,  5.001,0,0,0, 23.625, 13.262, -0.623, -0.046, 13.310, 13.794, -0.012, 13.293, 13.293,  0.000,  0.977,  0.859,  0.977,-0.63478,
mon_rep230827,2023-08-27T14:35:48,170.083,  5.002,0,0,0, 23.625, 13.254, -0.692, -0.046, 13.310, 13.794, -0.013, 13.286, 13.293, -0.007,  0.977,  0.859,  0.977,-0.63541,
mon_rep230827,2023-08-27T14:35:53,175.087,  5.004,0,0,0, 23.625, 13.249, -0.692, -0.046, 13.310, 13.794, -0.013, 13.281, 13.293, -0.012,  0.977,  0.859,  0.977,-0.63696,
mon_rep230827,2023-08-27T14:35:58,180.090,  5.003,0,0,0, 23.625, 13.249, -0.657, -0.046, 13.310, 13.794, -0.013, 13.280, 13.293, -0.012,  0.977,  0.859,  0.977,-0.63799,
mon_rep230827,2023-08-27T14:36:03,185.093,  5.003,0,0,0, 23.625, 13.258, -0.623, -0.046, 13.310, 13.794, -0.012, 13.289, 13.293, -0.004,  0.977,  0.859,  0.977,-0.63804,
mon_rep230827,2023-08-27T14:36:08,190.096,  5.003,0,0,0, 23.625, 13.258, -0.692, -0.046, 13.310, 13.794, -0.013, 13.290, 13.293, -0.003,  0.977,  0.859,  0.977,-0.63858,
mon_rep230827,2023-08-27T14:36:13,195.096,  5.000,0,0,0, 23.625, 13.254, -0.623, -0.046, 13.310, 13.794, -0.012, 13.285, 13.293, -0.008,  0.977,  0.859,  0.977,-0.63909,
mon_rep230827,2023-08-27T14:36:18,200.099,  5.003,0,0,0, 23.625, 13.267, -0.623, -0.046, 13.310, 13.794, -0.012, 13.298, 13.293,  0.005,  0.977,  0.859,  0.977,-0.63865,
mon_rep230827,2023-08-27T14:36:23,205.102,  5.003,0,0,0, 23.625, 13.241, -0.623, -0.047, 13.310, 13.794, -0.012, 13.272, 13.293, -0.021,  0.977,  0.859,  0.977,-0.63822,
