fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-20T08:01:58, 1679299318,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0000,  0.8999,  13.555,  13.555,   0.000, 0, 0,
unit_f, 2023-03-20T08:02:07, 1679299327,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0000,  0.8999,  13.555,  13.555,   0.000, 0, 0,
unit_f, 2023-03-20T08:02:17, 1679299337,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0000,  0.8999,  13.555,  13.555,   0.000, 0, 0,
unit_f, 2023-03-20T08:02:26, 1679299346,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0000,  0.8999,  13.555,  13.555,   0.000, 0, 0,
unit_f, 2023-03-20T08:02:36, 1679299356,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0000,  0.8999,  13.555,  13.555,   0.000, 0, 0,
unit_f, 2023-03-20T08:02:50, 1679299370,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8999,  13.555,  13.555,  -0.004, 0, 0,
unit_f, 2023-03-20T08:03:00, 1679299380,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8999,  13.555,  13.555,   0.000, 0, 0,
unit_f, 2023-03-20T08:02:36, 1679299356,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0000,  0.8999,  13.555,  13.555,   0.000, 0, 0,
unit_f, 2023-03-20T08:02:50, 1679299370,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8999,  13.555,  13.555,  -0.004, 0, 0,
unit_f, 2023-03-20T08:03:00, 1679299380,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8999,  13.555,  13.555,   0.000, 0, 0,
unit_f, 2023-03-20T08:03:09, 1679299389,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8999,  13.555,  13.555,   0.000, 0, 0,
unit_f, 2023-03-20T08:03:19, 1679299399,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8999,  13.555,  13.555,   0.000, 0, 0,
unit_f, 2023-03-20T08:03:28, 1679299408,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8999,  13.555,  13.555,   0.000, 0, 0,
unit_f, 2023-03-20T08:03:38, 1679299418,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8999,  13.555,  13.555,   0.084, 0, 0,
unit_f, 2023-03-20T08:05:31, 1679299531,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8990,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:05:41, 1679299541,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8989,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:05:50, 1679299550,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8988,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:06:00, 1679299560,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8986,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:06:09, 1679299569,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8985,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:06:19, 1679299579,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8984,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:06:28, 1679299588,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8982,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:05:41, 1679299541,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8989,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:05:50, 1679299550,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8988,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:06:00, 1679299560,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8986,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:06:09, 1679299569,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8985,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:06:19, 1679299579,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8984,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:06:28, 1679299588,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8982,  13.555,  13.555,   0.100, 0, 0,
unit_f, 2023-03-20T08:06:37, 1679299597,   0.000,  13.555,   0.000,   0.000,  25.000,  13.555,   0.000,  0.8999,  0.0250,  0.8981,  13.555,  13.555,   0.048, 0, 0,
