fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-20T13:32:49, 1679319169,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.5000,  0.0250,  0.4999,  13.380,  13.380,   0.000, 0, 0,
unit_f, 2023-03-20T13:32:58, 1679319178,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.5000,  0.0250,  0.4999,  13.380,  13.380,   0.000, 0, 0,
unit_f, 2023-03-20T13:33:08, 1679319188,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.5000,  0.0250,  0.4999,  13.380,  13.380,   0.000, 0, 0,
unit_f, 2023-03-20T13:33:17, 1679319197,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.5000,  0.0250,  0.4999,  13.380,  13.380,   0.000, 0, 0,
unit_f, 2023-03-20T13:33:27, 1679319207,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.5000,  0.0250,  0.4999,  13.380,  13.380,   0.000, 0, 0,
unit_f, 2023-03-20T13:33:36, 1679319216,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.5000,  0.0250,  0.4999,  13.380,  13.380,   0.000, 0, 0,
unit_f, 2023-03-20T13:33:46, 1679319226,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.5000,  0.0250,  0.4999,  13.380,  13.380,   0.000, 0, 0,
unit_f, 2023-03-20T13:38:08, 1679319488,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   6.000,  0.5045,  0.0250,  0.5016,  13.306,  13.254,   0.127, 384, 256,
unit_f, 2023-03-20T13:38:18, 1679319498,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   6.000,  0.5046,  0.0250,  0.5015,  13.306,  13.254,   0.127, 384, 256,
unit_f, 2023-03-20T13:38:27, 1679319507,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   6.000,  0.5048,  0.0250,  0.5014,  13.306,  13.254,   0.128, 384, 256,
unit_f, 2023-03-20T13:38:37, 1679319517,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   6.000,  0.5050,  0.0250,  0.5014,  13.306,  13.254,   0.128, 384, 256,
unit_f, 2023-03-20T13:38:46, 1679319526,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   6.000,  0.5051,  0.0250,  0.5012,  13.306,  13.254,   0.128, 384, 256,
unit_f, 2023-03-20T13:38:52, 1679319532,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.5052,  0.0250,  0.5012,  13.306,  13.254,   0.128, 384, 272,
unit_f, 2023-03-20T13:39:02, 1679319542,   0.000,  13.382,   0.000,   0.000,  25.000,  13.382,   0.000,  0.5052,  0.0250,  0.5052,  13.382,  13.382,   0.003, 384, 256,
unit_f, 2023-03-20T13:38:08, 1679319488,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   6.000,  0.5045,  0.0250,  0.5016,  13.306,  13.254,   0.127, 384, 256,
unit_f, 2023-03-20T13:38:18, 1679319498,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   6.000,  0.5046,  0.0250,  0.5015,  13.306,  13.254,   0.127, 384, 256,
unit_f, 2023-03-20T13:38:27, 1679319507,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   6.000,  0.5048,  0.0250,  0.5014,  13.306,  13.254,   0.128, 384, 256,
unit_f, 2023-03-20T13:38:37, 1679319517,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   6.000,  0.5050,  0.0250,  0.5014,  13.306,  13.254,   0.128, 384, 256,
unit_f, 2023-03-20T13:38:46, 1679319526,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   6.000,  0.5051,  0.0250,  0.5012,  13.306,  13.254,   0.128, 384, 256,
unit_f, 2023-03-20T13:38:52, 1679319532,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.5052,  0.0250,  0.5012,  13.306,  13.254,   0.128, 384, 272,
unit_f, 2023-03-20T13:39:02, 1679319542,   0.000,  13.382,   0.000,   0.000,  25.000,  13.382,   0.000,  0.5052,  0.0250,  0.5052,  13.382,  13.382,   0.003, 384, 256,
