unit,               hm,                  cTime,        dt,       sat,sel,mod,      Tb,  vb,  ib,  ioc,  voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,ib_lag,
mon_rep230827,2023-08-27T14:33:56,  0.000,  5.002,0,0,0, 23.562, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287,  0.001,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:01,  5.002,  5.002,0,0,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.284, 13.287, -0.003,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:06, 10.006,  5.004,0,0,0, 23.562, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287,  0.001,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:11, 15.009,  5.003,0,0,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.284, 13.287, -0.003,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:16, 20.012,  5.003,0,0,0, 23.562, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.293, 13.287,  0.006,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:21, 25.015,  5.003,0,0,0, 23.562, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287,  0.001,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:26, 30.015,  5.000,0,0,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.284, 13.287, -0.003,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:31, 35.018,  5.003,0,0,0, 23.562, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287,  0.001,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:36, 40.021,  5.003,0,0,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.284, 13.287, -0.003,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:41, 45.023,  5.002,0,0,0, 23.562, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287,  0.001,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:46, 50.027,  5.004,0,0,0, 23.562, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.293, 13.287,  0.006,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:51, 55.030,  5.003,0,0,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.284, 13.287, -0.003,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:34:56, 60.030,  5.000,0,0,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.284, 13.287, -0.003,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:35:01, 65.033,  5.003,0,0,0, 23.562, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.293, 13.287,  0.006,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:35:06, 70.035,  5.002,0,0,0, 23.562, 13.284, -0.205, -0.021, 13.302, 13.794, -0.004, 13.297, 13.287,  0.010,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:35:11, 75.038,  5.003,0,0,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.284, 13.287, -0.003,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:35:16, 80.041,  5.003,0,0,0, 23.562, 13.262, -0.205, -0.021, 13.302, 13.794, -0.004, 13.275, 13.287, -0.012,  0.922,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:35:21, 85.045,  5.004,0,0,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.284, 13.287, -0.003,  0.921,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:35:26, 90.044,  4.999,0,0,0, 23.562, 13.262, -0.205, -0.021, 13.302, 13.794, -0.004, 13.275, 13.287, -0.012,  0.921,  0.820,  0.922,-0.20500,
mon_rep230827,2023-08-27T14:35:31, 95.047,  5.003,0,0,0, 23.562, 13.284, -0.205, -0.021, 13.302, 13.794, -0.004, 13.297, 13.287,  0.010,  0.921,  0.820,  0.921,-0.20500,
mon_rep230827,2023-08-27T14:35:36,100.051,  5.004,0,0,0, 23.562, 13.284, -0.205, -0.021, 13.302, 13.794, -0.004, 13.297, 13.287,  0.010,  0.921,  0.820,  0.921,-0.20500,
mon_rep230827,2023-08-27T14:35:41,105.053,  5.002,0,0,0, 23.562, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.293, 13.287,  0.006,  0.921,  0.820,  0.921,-0.20500,
