fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-19T16:55:44, 1679244944,   0.000,  11.815,   0.000,   0.000,  25.000,  11.815,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:55:54, 1679244954,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:56:03, 1679244963,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:56:13, 1679244973,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:56:22, 1679244982,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:56:32, 1679244992,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:56:41, 1679245001,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:55:44, 1679244944,   0.000,  11.815,   0.000,   0.000,  25.000,  11.815,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:55:54, 1679244954,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:56:03, 1679244963,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:56:13, 1679244973,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:56:22, 1679244982,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:56:32, 1679244992,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
unit_f, 2023-03-19T16:56:41, 1679245001,   0.000,  11.814,   0.000,   0.000,  25.000,  11.814,   0.000,  0.0793,  0.0250,  0.0750,  11.813,  11.813,   0.138, 0, 0,
