unit,               hm,                  cTime,        dt,       sat,sel,mod,      Tb,  vb,  ib,  ioc,  voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,ib_lag,
mon230827,2023-08-27T14:34:51,  0.000,  0.100,0,1,0, 24.120, 13.284, -0.205, -0.030, 13.293, 13.796, -0.004, 13.300, 13.292, -0.005,  0.863,  0.853,  0.863,-0.20500,
mon230827,2023-08-27T14:34:56,  5.003,  0.100,0,1,0, 24.120, 13.284, -0.205, -0.030, 13.293, 13.796, -0.004, 13.300, 13.292,  0.012,  0.862,  0.853,  0.863,-0.20500,
mon230827,2023-08-27T14:35:01, 10.006,  0.099,0,1,0, 24.120, 13.280, -0.205, -0.030, 13.293, 13.796, -0.004, 13.296, 13.292, -0.005,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:35:06, 15.009,  0.099,0,1,0, 24.120, 13.280, -0.205, -0.030, 13.293, 13.796, -0.004, 13.296, 13.292,  0.012,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:35:11, 20.009,  0.103,0,1,0, 24.120, 13.284, -0.205, -0.030, 13.293, 13.796, -0.004, 13.300, 13.292,  0.012,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:35:16, 25.011,  0.101,0,1,0, 24.120, 13.275, -0.205, -0.030, 13.293, 13.796, -0.004, 13.291, 13.292, -0.005,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:35:21, 30.014,  0.100,0,1,0, 24.120, 13.280, -0.205, -0.030, 13.293, 13.796, -0.004, 13.296, 13.292, -0.001,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:35:26, 35.017,  0.101,0,1,0, 24.120, 13.288, -0.205, -0.030, 13.293, 13.796, -0.004, 13.304, 13.292,  0.012,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:35:31, 40.021,  0.100,0,1,0, 24.120, 13.284, -0.205, -0.030, 13.293, 13.796, -0.004, 13.300, 13.292, -0.001,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:35:36, 45.024,  0.100,0,1,0, 24.120, 13.284, -0.205, -0.030, 13.293, 13.796, -0.004, 13.300, 13.292, -0.005,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:35:41, 50.023,  0.104,0,1,0, 24.120, 13.271, -0.205, -0.030, 13.293, 13.796, -0.004, 13.287, 13.292,  0.004,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:35:46, 55.026,  0.100,0,1,0, 24.120, 13.288, -0.205, -0.030, 13.293, 13.796, -0.004, 13.304, 13.292,  0.012,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:35:51, 60.029,  0.100,0,1,0, 24.120, 13.288, -0.205, -0.030, 13.293, 13.796, -0.004, 13.304, 13.292, -0.013,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:35:56, 65.032,  0.100,0,1,0, 24.120, 13.284, -0.205, -0.030, 13.293, 13.796, -0.004, 13.300, 13.292, -0.001,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:01, 70.036,  0.100,0,1,0, 24.120, 13.271, -0.205, -0.030, 13.293, 13.796, -0.004, 13.287, 13.292,  0.025,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:06, 75.038,  0.101,0,1,0, 24.120, 13.280, -0.205, -0.030, 13.293, 13.796, -0.004, 13.296, 13.292, -0.005,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:11, 80.038,  0.104,0,1,0, 24.120, 13.275, -0.205, -0.030, 13.293, 13.796, -0.004, 13.291, 13.292, -0.005,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:16, 85.042,  0.100,0,1,0, 24.120, 13.284, -0.205, -0.030, 13.293, 13.796, -0.004, 13.300, 13.292,  0.004,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:21, 90.044,  0.101,0,1,0, 24.120, 13.275, -0.205, -0.030, 13.293, 13.796, -0.004, 13.291, 13.292, -0.005,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:26, 95.047,  0.100,0,1,0, 24.120, 13.288, -0.205, -0.030, 13.293, 13.796, -0.004, 13.304, 13.292, -0.009,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:31,100.051,  0.100,0,1,0, 24.120, 13.262, -0.205, -0.030, 13.293, 13.796, -0.004, 13.278, 13.292,  0.008,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:36,105.054,  0.100,0,1,0, 24.120, 13.284, -0.205, -0.030, 13.293, 13.796, -0.004, 13.300, 13.292, -0.009,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:41,110.054,  0.103,0,1,0, 24.120, 13.275, -0.205, -0.030, 13.293, 13.796, -0.004, 13.291, 13.292, -0.009,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:46,115.056,  0.100,0,1,0, 24.120, 13.288, -0.205, -0.030, 13.293, 13.796, -0.004, 13.304, 13.292,  0.012,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:51,120.059,  0.101,0,1,0, 24.120, 13.288, -0.205, -0.030, 13.293, 13.796, -0.004, 13.304, 13.292,  0.008,  0.862,  0.853,  0.862,-0.20500,
mon230827,2023-08-27T14:36:56,125.063,  0.100,0,1,0, 24.120, 13.271, -0.240, -0.030, 13.293, 13.796, -0.005, 13.287, 13.292,  0.004,  0.862,  0.853,  0.862,-0.20548,
mon230827,2023-08-27T14:37:01,130.066,  0.100,0,1,0, 24.120, 13.267, -0.205, -0.030, 13.293, 13.796, -0.004, 13.283, 13.292, -0.001,  0.862,  0.853,  0.862,-0.20595,
mon230827,2023-08-27T14:37:06,135.068,  0.101,0,1,0, 24.120, 13.284, -0.205, -0.030, 13.293, 13.796, -0.004, 13.300, 13.292,  0.008,  0.862,  0.853,  0.862,-0.20592,
