unit,               hm,                  cTime,        dt,       sat,sel,mod,      Tb,  vb,  ib,  ioc,  voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,ib_lag,voc_soc_new,
mon_rep231012,2023-10-12T16:09:18, -5.405,  0.105,1,0,255, 25.000, 14.200,  0.000,-23.077, 14.300, 13.800,  0.000, 14.500, 14.300,  0.200,  1.000,  1.000,  1.000,0.00000,  0.000,
mon_rep231012,2023-10-12T16:09:18, -5.300,  0.105,1,0,255, 25.000, 14.200,  0.000,-23.077, 14.300, 13.800,  0.000, 14.500, 14.300,  0.200,  1.000,  1.000,  1.000,0.00000,  0.000,
mon_rep231012,2023-10-12T16:09:18, -5.200,  0.100,1,0,255, 25.000, 14.200,  0.000,-23.077, 14.300, 13.800,  0.000, 14.500, 14.300,  0.200,  1.000,  1.000,  1.000,0.00000,  0.000,
mon_rep231012,2023-10-12T16:09:18, -5.100,  0.100,1,0,255, 25.000, 14.200,  0.000,-23.077, 14.300, 13.800,  0.000, 14.500, 14.300,  0.200,  1.000,  1.000,  1.000,0.00000,  0.000,
mon_rep231012,2023-10-12T16:09:18, -5.000,  0.100,1,0,255, 25.000, 14.200,  0.000,-23.077, 14.300, 13.800,  0.000, 14.500, 14.300,  0.200,  1.000,  1.000,  1.000,0.00000,  0.000,
mon_rep231012,2023-10-12T16:09:19, -4.900,  0.100,1,0,255, 25.000, 14.200,  0.000,-23.077, 14.300, 13.800,  0.000, 14.500, 14.300,  0.200,  1.000,  1.000,  1.000,0.00000,  0.000,
mon_rep231012,2023-10-12T16:09:19, -4.800,  0.100,1,0,255, 25.000, 14.200,  0.000,-23.077, 14.300, 13.800,  0.000, 14.500, 14.300,  0.200,  1.000,  1.000,  1.000,0.00000,  0.000,
mon_rep231012,2023-10-12T16:09:19, -4.700,  0.100,1,0,255, 25.000, 14.200,  0.000,-23.077, 14.300, 13.800,  0.000, 14.500, 14.300,  0.200,  1.000,  1.000,  1.000,0.00000,  0.000,
mon_rep231012,2023-10-12T16:09:19, -4.600,  0.100,1,0,255, 25.000, 14.200,  0.000,-23.077, 14.300, 13.800,  0.000, 14.500, 14.300,  0.200,  1.000,  1.000,  1.000,0.00000,  0.000,
mon_rep231012,2023-10-12T16:09:19, -4.500,  0.100,1,0,255, 25.000, 14.200,  0.000,-23.077, 14.300, 13.800,  0.000, 14.500, 14.300,  0.200,  1.000,  1.000,  1.000,0.00000,  0.000,
