unit,               hm,                  cTime,        dt,       sat,sel,mod,      Tb,  vb,  ib,  ioc,  voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,ib_lag,
mon230827,2023-08-27T14:33:54,  0.000,  0.100,0,1,0, 23.562, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287,  0.009,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:33:59,  5.002,  0.101,0,1,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.283, 13.287,  0.001,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:04, 10.006,  0.100,0,1,0, 23.562, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287,  0.005,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:09, 15.009,  0.100,0,1,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.283, 13.287,  0.009,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:14, 20.012,  0.099,0,1,0, 23.562, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.292, 13.287,  0.005,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:19, 25.015,  0.100,0,1,0, 23.562, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287,  0.001,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:24, 30.015,  0.099,0,1,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.283, 13.287,  0.013,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:29, 35.018,  0.099,0,1,0, 23.562, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287,  0.001,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:34, 40.021,  0.100,0,1,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.283, 13.287, -0.012,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:39, 45.023,  0.100,0,1,0, 23.562, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287, -0.004,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:44, 50.027,  0.100,0,1,0, 23.562, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.292, 13.287,  0.005,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:49, 55.030,  0.099,0,1,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.283, 13.287, -0.008,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:54, 60.030,  0.099,0,1,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.283, 13.287,  0.009,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:34:59, 65.033,  0.099,0,1,0, 23.562, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.292, 13.287,  0.001,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:35:04, 70.035,  0.101,0,1,0, 23.562, 13.284, -0.205, -0.021, 13.302, 13.794, -0.004, 13.296, 13.287,  0.001,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:35:09, 75.038,  0.101,0,1,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.283, 13.287,  0.009,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:35:14, 80.041,  0.101,0,1,0, 23.562, 13.262, -0.205, -0.021, 13.302, 13.794, -0.004, 13.275, 13.287,  0.013,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:35:19, 85.045,  0.100,0,1,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.283, 13.287, -0.004,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:35:24, 90.044,  0.100,0,1,0, 23.562, 13.262, -0.205, -0.021, 13.302, 13.794, -0.004, 13.275, 13.287,  0.005,  0.922,  0.820,  0.922,-0.20500,
mon230827,2023-08-27T14:35:29, 95.047,  0.101,0,1,0, 23.562, 13.284, -0.205, -0.021, 13.302, 13.794, -0.004, 13.296, 13.287,  0.005,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:35:34,100.051,  0.100,0,1,0, 23.562, 13.284, -0.205, -0.021, 13.302, 13.794, -0.004, 13.296, 13.287,  0.001,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:35:39,105.053,  0.100,0,1,0, 23.562, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.292, 13.287, -0.004,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:35:44,110.057,  0.099,0,1,0, 23.562, 13.258, -0.205, -0.021, 13.302, 13.794, -0.004, 13.270, 13.287,  0.009,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:35:49,115.059,  0.101,0,1,0, 23.562, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287,  0.005,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:35:54,120.060,  0.100,0,1,0, 23.562, 13.284, -0.205, -0.021, 13.302, 13.794, -0.004, 13.296, 13.287,  0.001,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:35:59,125.063,  0.100,0,1,0, 23.562, 13.267, -0.205, -0.021, 13.302, 13.794, -0.004, 13.279, 13.287,  0.005,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:36:04,130.066,  0.099,0,1,0, 23.562, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.292, 13.287, -0.008,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:36:09,135.069,  0.100,0,1,0, 23.562, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.283, 13.287, -0.008,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:36:14,140.071,  0.101,0,1,0, 23.562, 13.262, -0.205, -0.021, 13.302, 13.794, -0.004, 13.275, 13.287,  0.005,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:36:19,145.075,  0.100,0,1,0, 23.567, 13.284, -0.205, -0.021, 13.302, 13.794, -0.004, 13.296, 13.287,  0.005,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:36:24,150.074,  0.100,0,1,0, 23.567, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.292, 13.287, -0.004,  0.921,  0.820,  0.921,-0.20500,
mon230827,2023-08-27T14:36:29,155.078,  0.100,0,1,0, 23.575, 13.275, -0.205, -0.021, 13.302, 13.794, -0.004, 13.288, 13.287,  0.001,  0.921,  0.819,  0.921,-0.20500,
mon230827,2023-08-27T14:36:34,160.081,  0.100,0,1,0, 23.583, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.292, 13.287, -0.004,  0.921,  0.819,  0.921,-0.20500,
mon230827,2023-08-27T14:36:39,165.084,  0.100,0,1,0, 23.590, 13.271, -0.205, -0.021, 13.302, 13.794, -0.004, 13.283, 13.287,  0.001,  0.921,  0.819,  0.921,-0.20500,
mon230827,2023-08-27T14:36:44,170.087,  0.100,0,1,0, 23.598, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.292, 13.287,  0.005,  0.921,  0.818,  0.921,-0.20500,
mon230827,2023-08-27T14:36:49,175.090,  0.100,0,1,0, 23.604, 13.280, -0.205, -0.021, 13.302, 13.794, -0.004, 13.292, 13.287,  0.009,  0.921,  0.818,  0.921,-0.20500,
