unit,               hm,                  cTime,        dt,       sat,sel,mod,      Tb,  vb,  ib,  ioc,  voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,ib_lag,voc_soc_new,
mon_rep231013,2023-10-13T13:16:51,  0.000,  0.394,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:52,  0.394,  0.394,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:52,  0.794,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:53,  1.194,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:53,  1.594,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:53,  1.994,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:54,  2.394,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:54,  2.794,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:55,  3.194,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:55,  3.594,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:55,  3.994,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:56,  4.394,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:56,  4.794,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:57,  5.194,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:57,  5.594,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:57,  5.994,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:58,  6.394,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:58,  6.794,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:59,  7.194,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:59,  7.594,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:16:59,  7.994,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:00,  8.394,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:00,  8.794,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:01,  9.194,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:01,  9.594,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:01,  9.994,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:02, 10.394,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:02, 10.794,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:03, 11.194,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:03, 11.594,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:03, 11.994,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:04, 12.394,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:04, 12.794,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:05, 13.194,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:05, 13.594,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:05, 13.994,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:06, 14.394,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T13:17:06, 14.794,  0.400,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
