fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-27T17:43:57, 1679939037,  12.620,  13.277,   0.065,   0.390,  12.620,  13.277,   0.065,  0.9141,  0.9906,  13.328,  13.328,  -0.077, 0, 0,
unit_f, 2023-03-27T17:44:07, 1679939047,  12.620,  13.289,   0.310,  -0.147,  12.620,  13.289,   0.310,  0.9141,  0.9909,  13.314,  13.314,  -0.096, 0, 0,
unit_f, 2023-03-27T17:44:16, 1679939056,  12.557,  13.293,   0.113,   0.342,  12.557,  13.293,   0.113,  0.9143,  0.9909,  13.318,  13.318,  -0.097, 0, 0,
unit_f, 2023-03-27T17:44:26, 1679939066,  12.557,  13.302,  -0.128,   0.195,  12.557,  13.302,  -0.128,  0.9143,  0.9908,  13.344,  13.344,  -0.098, 0, 0,
unit_f, 2023-03-27T17:44:35, 1679939075,  12.557,  13.311,  -0.178,   0.048,  12.557,  13.311,  -0.178,  0.9144,  0.9909,  13.306,  13.306,  -0.096, 0, 0,
unit_f, 2023-03-27T17:44:45, 1679939085,  12.557,  13.341,  -0.128,  -0.048,  12.557,  13.341,  -0.128,  0.9146,  0.9909,  13.306,  13.305,  -0.096, 1024, 0,
unit_f, 2023-03-27T17:44:54, 1679939094,  12.557,  13.293,  -0.032,   0.000,  12.557,  13.293,  -0.032,  0.9146,  0.9910,  13.329,  13.329,  -0.099, 0, 0,
unit_f, 2023-03-27T17:46:01, 1679939161,  12.557,  13.285,  -0.032,   0.048,  12.557,  13.285,  -0.032,  0.9147,  0.9909,  13.288,  13.288,  -0.098, 0, 0,
unit_f, 2023-03-27T17:46:11, 1679939171,  12.557,  13.297,   0.553,   0.292,  12.557,  13.297,   0.553,  0.9147,  0.9911,  13.297,  13.296,  -0.095, 0, 0,
unit_f, 2023-03-27T17:46:20, 1679939180,  12.557,  13.319,   0.017,   0.097,  12.557,  13.319,   0.017,  0.9147,  0.9909,  13.297,  13.296,  -0.091, 1024, 0,
unit_f, 2023-03-27T17:46:30, 1679939190,  12.557,  13.315,   0.113,   0.438,  12.557,  13.315,   0.113,  0.9147,  0.9909,  13.300,  13.300,  -0.091, 0, 0,
unit_f, 2023-03-27T17:46:39, 1679939199,  12.557,  13.315,   0.113,  -0.293,  12.557,  13.315,   0.113,  0.9147,  0.9908,  13.303,  13.303,  -0.097, 0, 0,
unit_f, 2023-03-27T17:46:49, 1679939209,  12.557,  13.293,  -0.032,  -0.048,  12.557,  13.293,  -0.032,  0.9147,  0.9908,  13.352,  13.351,  -0.097, 0, 0,
unit_f, 2023-03-27T17:46:58, 1679939218,  12.557,  13.319,   0.163,   0.000,  12.557,  13.319,   0.163,  0.9147,  0.9908,  13.283,  13.283,  -0.094, 0, 0,
unit_f, 2023-03-27T19:02:43, 1679943763,  11.870,  13.332,   0.017,   0.195,  11.870,  13.332,   0.017,  0.8093,  0.9906,  13.283,  13.283,  -0.112, 0, 0,
unit_f, 2023-03-27T19:02:52, 1679943772,  11.870,  13.289,   0.113,  -0.097,  11.870,  13.289,   0.113,  0.8093,  0.9908,  13.278,  13.277,  -0.111, 0, 0,
unit_f, 2023-03-27T19:03:01, 1679943781,  11.870,  13.307,   0.113,   0.048,  11.870,  13.307,   0.113,  0.8093,  0.9908,  13.297,  13.296,  -0.113, 0, 0,
unit_f, 2023-03-27T19:03:11, 1679943791,  11.870,  13.311,   0.212,   0.438,  11.870,  13.311,   0.212,  0.8093,  0.9908,  13.311,  13.310,  -0.113, 0, 0,
unit_f, 2023-03-27T19:03:20, 1679943800,  11.870,  13.268,   0.065,   0.243,  11.870,  13.268,   0.065,  0.8093,  0.9907,  13.287,  13.287,  -0.113, 0, 0,
unit_f, 2023-03-27T19:03:30, 1679943810,  11.870,  13.289,   0.260,   0.292,  11.870,  13.289,   0.260,  0.8093,  0.9908,  13.319,  13.318,  -0.114, 0, 0,
unit_f, 2023-03-27T19:03:39, 1679943819,  11.870,  13.302,   0.163,   0.000,  11.870,  13.302,   0.163,  0.8093,  0.9906,  13.287,  13.286,  -0.113, 0, 0,
unit_f, 2023-03-27T20:33:37, 1679949217,  11.432,  13.251,   0.113,   0.195,  11.432,  13.251,   0.113,  0.6985,  0.9633,  13.214,  13.214,  -0.134, 0, 16,
unit_f, 2023-03-27T20:33:46, 1679949226,  11.432,  13.268,   0.212,  -0.195,  11.432,  13.268,   0.212,  0.6985,  0.9637,  13.271,  13.271,  -0.134, 0, 16,
unit_f, 2023-03-27T20:33:55, 1679949235,  11.432,  13.233,   0.113,   0.342,  11.432,  13.233,   0.113,  0.6985,  0.9641,  13.249,  13.249,  -0.136, 0, 16,
unit_f, 2023-03-27T20:34:05, 1679949245,  11.432,  13.251,   0.113,   0.097,  11.432,  13.251,   0.113,  0.6985,  0.9646,  13.215,  13.214,  -0.131, 0, 16,
unit_f, 2023-03-27T20:34:14, 1679949254,  11.432,  13.242,   0.017,  -0.147,  11.432,  13.242,   0.017,  0.6985,  0.9649,  13.276,  13.275,  -0.136, 0, 16,
unit_f, 2023-03-27T20:34:24, 1679949264,  11.432,  13.221,  -0.325,  -0.097,  11.432,  13.221,  -0.325,  0.6985,  0.9650,  13.245,  13.244,  -0.133, 0, 16,
unit_f, 2023-03-27T20:34:33, 1679949273,  11.432,  13.247,   0.260,   0.292,  11.432,  13.247,   0.260,  0.6985,  0.9655,  13.242,  13.242,  -0.138, 0, 16,
unit_f, 2023-03-27T21:58:03, 1679954283,  13.437,  13.337,   0.017,   0.390,  13.437,  13.337,   0.017,  0.8764,  0.9914,  13.329,  13.329,  -0.133, 0, 0,
unit_f, 2023-03-27T21:58:13, 1679954293,  13.437,  13.345,  -0.178,  -0.097,  13.437,  13.345,  -0.178,  0.8764,  0.9912,  13.340,  13.339,  -0.134, 0, 0,
unit_f, 2023-03-27T21:58:22, 1679954302,  13.437,  13.337,   0.163,  -0.243,  13.437,  13.337,   0.163,  0.8764,  0.9912,  13.345,  13.344,  -0.133, 1024, 0,
unit_f, 2023-03-27T21:58:32, 1679954312,  13.437,  13.345,   0.603,  -0.293,  13.437,  13.345,   0.603,  0.8764,  0.9911,  13.339,  13.338,  -0.131, 0, 0,
unit_f, 2023-03-27T21:58:41, 1679954321,  13.437,  13.341,  -0.325,   0.048,  13.437,  13.341,  -0.325,  0.8764,  0.9911,  13.326,  13.326,  -0.133, 0, 0,
unit_f, 2023-03-27T21:58:50, 1679954330,  13.437,  13.315,   0.017,   0.048,  13.437,  13.315,   0.017,  0.8764,  0.9912,  13.302,  13.301,  -0.132, 0, 0,
unit_f, 2023-03-27T21:58:59, 1679954339,  13.437,  13.341,  -0.080,  -0.048,  13.437,  13.341,  -0.080,  0.8764,  0.9911,  13.349,  13.348,  -0.134, 0, 0,
