fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-20T13:00:35, 1679317235,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,  50.000,  0.5008,  0.0250,  0.5008,  12.812,  12.740,   0.461, 288, 0,
unit_f, 2023-03-20T13:00:42, 1679317242,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.5018,  0.0250,  0.5019,  12.807,  12.653,   0.664, 416, 288,
unit_f, 2023-03-20T13:00:52, 1679317252,   0.000,  13.381,   0.000,   0.000,  25.000,  13.381,   0.000,  0.5018,  0.0250,  0.5018,  13.381,  13.381,   0.013, 384, 256,
unit_f, 2023-03-20T13:00:35, 1679317235,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,  50.000,  0.5008,  0.0250,  0.5008,  12.812,  12.740,   0.461, 288, 0,
unit_f, 2023-03-20T13:00:42, 1679317242,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.5018,  0.0250,  0.5019,  12.807,  12.653,   0.664, 416, 288,
unit_f, 2023-03-20T13:00:52, 1679317252,   0.000,  13.381,   0.000,   0.000,  25.000,  13.381,   0.000,  0.5018,  0.0250,  0.5018,  13.381,  13.381,   0.013, 384, 256,
unit_f, 2023-03-20T13:07:54, 1679317674,   0.000,  13.381,   0.000,   0.000,  25.000,  13.381,   0.000,  0.5018,  0.0250,  0.5018,  13.381,  13.381,   0.000, 0, 0,
unit_f, 2023-03-20T13:08:03, 1679317683,   0.000,  13.381,   0.000,   0.000,  25.000,  13.381,   0.000,  0.5018,  0.0250,  0.5018,  13.381,  13.381,   0.000, 0, 0,
unit_f, 2023-03-20T13:22:10, 1679318530,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380, -50.000,  0.4992,  0.0250,  0.4992,  13.947,  14.019,  -0.461, 512, 0,
unit_f, 2023-03-20T13:22:19, 1679318539,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.4978,  0.0250,  0.4979,  13.953,  14.253,  -0.801, 704, 576,
unit_f, 2023-03-20T13:22:29, 1679318549,   0.000,  14.000,   0.000,   0.000,  25.000,  14.000,   0.000,  1.0000,  0.0250,  0.9999,  13.999,  14.299,  -0.022, 640, 512,
unit_f, 2023-03-20T13:22:10, 1679318530,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380, -50.000,  0.4992,  0.0250,  0.4992,  13.947,  14.019,  -0.461, 512, 0,
unit_f, 2023-03-20T13:22:19, 1679318539,   0.000,  13.380,   0.000,   0.000,  25.000,  13.380,   0.000,  0.4978,  0.0250,  0.4979,  13.953,  14.253,  -0.801, 704, 576,
unit_f, 2023-03-20T13:22:29, 1679318549,   0.000,  14.000,   0.000,   0.000,  25.000,  14.000,   0.000,  1.0000,  0.0250,  0.9999,  13.999,  14.299,  -0.022, 640, 512,
unit_f, 2023-03-20T13:22:41, 1679318561,   0.000,  14.000,   0.000,   0.000,  25.000,  14.000,   0.000,  1.0000,  0.0250,  0.9999,  14.000,  14.300,   0.000, 0, 0,
unit_f, 2023-03-20T13:22:50, 1679318570,   0.000,  14.000,   0.000,   0.000,  25.000,  14.000,   0.000,  1.0000,  0.0250,  0.9999,  14.000,  14.300,   0.000, 0, 0,
