fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-06-17T16:58:58, 1687021138,   0.000,  13.449,   0.000,   0.000,  25.000,  13.449,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.501,   0.388, 0, 0,
unit_f, 2023-06-17T16:59:08, 1687021148,   0.000,  13.451,   0.000,   0.000,  25.000,  13.451,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.501,   0.389, 0, 0,
unit_f, 2023-06-17T16:59:18, 1687021158,   0.000,  13.452,   0.000,   0.000,  25.000,  13.452,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.500,   0.389, 0, 0,
unit_f, 2023-06-17T16:59:28, 1687021168,   0.000,  13.453,   0.000,   0.000,  25.000,  13.453,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.500,   0.389, 0, 0,
unit_f, 2023-06-17T16:59:38, 1687021178,   0.000,  13.453,   0.000,   0.000,  25.000,  13.453,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.500,   0.390, 0, 0,
unit_f, 2023-06-17T16:59:48, 1687021188,   0.000,  13.453,   0.000,   0.000,  25.000,  13.453,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.499,   0.390, 0, 0,
unit_f, 2023-06-17T16:59:59, 1687021199,   0.000,  13.454,   0.000,   0.000,  25.000,  13.454,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.499,   0.390, 0, 0,
unit_f, 2023-06-17T16:58:58, 1687021138,   0.000,  13.449,   0.000,   0.000,  25.000,  13.449,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.501,   0.388, 0, 0,
unit_f, 2023-06-17T16:59:08, 1687021148,   0.000,  13.451,   0.000,   0.000,  25.000,  13.451,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.501,   0.389, 0, 0,
unit_f, 2023-06-17T16:59:18, 1687021158,   0.000,  13.452,   0.000,   0.000,  25.000,  13.452,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.500,   0.389, 0, 0,
unit_f, 2023-06-17T16:59:28, 1687021168,   0.000,  13.453,   0.000,   0.000,  25.000,  13.453,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.500,   0.389, 0, 0,
unit_f, 2023-06-17T16:59:38, 1687021178,   0.000,  13.453,   0.000,   0.000,  25.000,  13.453,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.500,   0.390, 0, 0,
unit_f, 2023-06-17T16:59:48, 1687021188,   0.000,  13.453,   0.000,   0.000,  25.000,  13.453,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.499,   0.390, 0, 0,
unit_f, 2023-06-17T16:59:59, 1687021199,   0.000,  13.454,   0.000,   0.000,  25.000,  13.454,   0.000,  0.9933,  0.0140,  0.9901,  13.454,  13.499,   0.390, 0, 0,
