fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-06-17T18:33:23, 1687026803,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,  50.000,  0.5007,  0.0140,  0.5008,  12.399,  12.393,   0.570, 256, 0,
unit_f, 2023-06-17T18:33:33, 1687026813,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,  50.000,  0.5019,  0.0140,  0.5022,  12.322,  12.307,   0.802, 416, 256,
unit_f, 2023-06-17T18:33:33, 1687026813,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.0140,  0.5022,  12.320,  12.303,   0.806, 416, 288,
unit_f, 2023-06-17T18:33:44, 1687026824,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.0140,  0.5020,  13.152,  13.152,   0.012, 384, 256,
unit_f, 2023-06-17T18:33:23, 1687026803,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,  50.000,  0.5007,  0.0140,  0.5008,  12.399,  12.393,   0.570, 256, 0,
unit_f, 2023-06-17T18:33:33, 1687026813,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,  50.000,  0.5019,  0.0140,  0.5022,  12.322,  12.307,   0.802, 416, 256,
unit_f, 2023-06-17T18:33:33, 1687026813,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.0140,  0.5022,  12.320,  12.303,   0.806, 416, 288,
unit_f, 2023-06-17T18:33:44, 1687026824,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.0140,  0.5020,  13.152,  13.152,   0.012, 384, 256,
unit_f, 2023-06-17T18:34:40, 1687026880,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.0140,  0.5020,  13.152,  13.152,   0.000, 0, 0,
unit_f, 2023-06-17T18:34:50, 1687026890,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.0140,  0.5020,  13.152,  13.152,   0.000, 0, 0,
