unit,               hm,                  cTime,        dt,       sat,sel,mod,      Tb,  vb,  ib,  ioc,  voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,ib_lag,voc_soc_new,
mon_rep231013,2023-10-13T12:21:20,  0.000,  0.099,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:20,  0.099,  0.099,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:20,  0.204,  0.105,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:20,  0.304,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:20,  0.404,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:20,  0.504,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:21,  0.604,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:21,  0.704,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:21,  0.804,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:21,  0.904,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:21,  1.004,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:21,  1.104,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:21,  1.204,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:21,  1.304,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
mon_rep231013,2023-10-13T12:21:21,  1.404,  0.100,0,0,247, 25.000, 13.380,  0.000,  0.000, 13.380, 13.800,  0.000, 13.380, 13.380,  0.000,  0.500,  0.500,  0.500,0.00000,  0.000,
