unit,               hm,                  cTime,        dt,       sat,sel,mod,      Tb,  vb,  ib,  ioc,  voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,ib_lag,voc_soc_new,
mon_rep231013,2023-10-13T09:09:45,  0.000,  0.400,0,0,247, 25.000, 13.382,  0.000, -0.047, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:46,  0.400,  0.400,0,0,247, 25.000, 13.382,  0.000, -0.047, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:46,  0.800,  0.400,0,0,247, 25.000, 13.382,  0.000, -0.047, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:46,  1.200,  0.400,0,0,247, 25.000, 13.382,  0.000, -0.046, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:47,  1.600,  0.400,0,0,247, 25.000, 13.382,  0.000, -0.045, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:47,  2.012,  0.412,0,0,247, 25.000, 13.382,  0.000, -0.045, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:48,  2.400,  0.388,0,0,247, 25.000, 13.382,  0.000, -0.044, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:48,  2.800,  0.400,0,0,247, 25.000, 13.382,  0.000, -0.044, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:48,  3.200,  0.400,0,0,247, 25.000, 13.382,  0.000, -0.043, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:49,  3.600,  0.400,0,0,247, 25.000, 13.382,  0.000, -0.042, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:49,  3.994,  0.394,0,0,247, 25.000, 13.382,  0.000, -0.042, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:50,  4.394,  0.400,0,0,247, 25.000, 13.382,  0.000, -0.041, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:50,  4.794,  0.400,0,0,247, 25.000, 13.382,  0.000, -0.041, 13.382, 13.800,  0.000, 13.383, 13.382,  0.000,  0.505,  0.505,  0.505,0.00000,  0.000,
mon_rep231013,2023-10-13T09:09:50,  5.194,  0.400,0,0,247, 25.000, 13.382, 20.000, -0.040, 13.382, 13.800,  0.226, 13.154, 13.382, -0.228,  0.505,  0.505,  0.505,0.02221,  0.000,
mon_rep231013,2023-10-13T09:09:51,  5.594,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.240, 13.382, 13.800,  0.000, 13.580, 13.382, -0.228,  0.505,  0.505,  0.505,0.04435,  0.000,
mon_rep231013,2023-10-13T09:09:51,  5.994,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.237, 13.382, 13.800,  0.000, 13.580, 13.382, -0.228,  0.505,  0.505,  0.505,0.04425,  0.000,
mon_rep231013,2023-10-13T09:09:52,  6.394,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.234, 13.382, 13.800,  0.000, 13.580, 13.382, -0.228,  0.505,  0.505,  0.505,0.04415,  0.000,
mon_rep231013,2023-10-13T09:09:52,  6.794,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.230, 13.382, 13.800,  0.000, 13.580, 13.382, -0.228,  0.505,  0.505,  0.505,0.04405,  0.000,
mon_rep231013,2023-10-13T09:09:52,  7.194,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.227, 13.382, 13.800,  0.000, 13.580, 13.382,  0.198,  0.505,  0.505,  0.505,0.04395,  0.000,
mon_rep231013,2023-10-13T09:09:53,  7.594,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.224, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04386,  0.000,
mon_rep231013,2023-10-13T09:09:53,  7.994,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.221, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04376,  0.000,
mon_rep231013,2023-10-13T09:09:54,  8.394,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.218, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04366,  0.000,
mon_rep231013,2023-10-13T09:09:54,  8.794,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.215, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04356,  0.000,
mon_rep231013,2023-10-13T09:09:54,  9.194,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.212, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04347,  0.000,
mon_rep231013,2023-10-13T09:09:55,  9.594,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.209, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04337,  0.000,
mon_rep231013,2023-10-13T09:09:55,  9.994,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.206, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04327,  0.000,
mon_rep231013,2023-10-13T09:09:56, 10.394,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.203, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04318,  0.000,
mon_rep231013,2023-10-13T09:09:56, 10.794,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.200, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04308,  0.000,
mon_rep231013,2023-10-13T09:09:56, 11.194,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.197, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04299,  0.000,
mon_rep231013,2023-10-13T09:09:57, 11.594,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.195, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04289,  0.000,
mon_rep231013,2023-10-13T09:09:57, 11.994,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.192, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04280,  0.000,
mon_rep231013,2023-10-13T09:09:58, 12.460,  0.466,0,0,247, 25.000, 13.582,  0.000,  0.189, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04269,  0.000,
mon_rep231013,2023-10-13T09:09:58, 12.860,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.186, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04259,  0.000,
mon_rep231013,2023-10-13T09:09:58, 13.260,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.184, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04250,  0.000,
mon_rep231013,2023-10-13T09:09:59, 13.660,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.181, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04240,  0.000,
mon_rep231013,2023-10-13T09:09:59, 14.060,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.179, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04231,  0.000,
mon_rep231013,2023-10-13T09:10:00, 14.460,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.176, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04221,  0.000,
mon_rep231013,2023-10-13T09:10:00, 14.860,  0.400,0,0,247, 25.000, 13.582,  0.000,  0.174, 13.382, 13.800,  0.000, 13.581, 13.382,  0.198,  0.505,  0.505,  0.505,0.04212,  0.000,
