fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_min, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-06-18T09:16:11, 1687079771,   0.000,  13.577,   0.000,   0.000,  24.988,  13.577,  -2.767,  0.0385,  0.0140,  0.0354,  11.489,  11.429,   0.232, 0, 0,
unit_f, 2023-06-18T09:16:21, 1687079781,   0.000,  13.269,   0.000,   0.000,  24.997,  13.269, -36.762,  0.0407,  0.0140,  0.0374,  11.672,  11.612,   0.232, 0, 0,
unit_f, 2023-06-18T09:16:31, 1687079791,   0.000,  12.745,   0.000,   0.000,  25.000,  12.745,  33.717,  0.0421,  0.0140,  0.0387,  11.724,  11.664,   0.236, 0, 0,
unit_f, 2023-06-18T09:16:42, 1687079802,   0.000,  12.133,   0.000,   0.000,  25.008,  12.133,   0.042,  0.0424,  0.0140,  0.0391,  11.732,  11.674,   0.241, 0, 0,
unit_f, 2023-06-18T09:16:52, 1687079812,   0.000,  11.940,   0.000,   0.000,  25.013,  11.940,   0.040,  0.0424,  0.0140,  0.0391,  11.694,  11.641,   0.238, 0, 0,
unit_f, 2023-06-18T09:17:02, 1687079822,   0.000,  11.889,   0.000,   0.000,  25.002,  11.889,   0.000,  0.0424,  0.0140,  0.0389,  11.707,  11.658,   0.235, 0, 0,
unit_f, 2023-06-18T09:17:12, 1687079832,   0.000,  11.893,   0.000,   0.000,  25.015,  11.893,  -0.002,  0.0424,  0.0140,  0.0389,  11.735,  11.687,   0.239, 0, 0,
unit_f, 2023-06-18T09:16:11, 1687079771,   0.000,  13.577,   0.000,   0.000,  24.988,  13.577,  -2.767,  0.0385,  0.0140,  0.0354,  11.489,  11.429,   0.232, 0, 0,
unit_f, 2023-06-18T09:16:21, 1687079781,   0.000,  13.269,   0.000,   0.000,  24.997,  13.269, -36.762,  0.0407,  0.0140,  0.0374,  11.672,  11.612,   0.232, 0, 0,
unit_f, 2023-06-18T09:16:31, 1687079791,   0.000,  12.745,   0.000,   0.000,  25.000,  12.745,  33.717,  0.0421,  0.0140,  0.0387,  11.724,  11.664,   0.236, 0, 0,
unit_f, 2023-06-18T09:16:42, 1687079802,   0.000,  12.133,   0.000,   0.000,  25.008,  12.133,   0.042,  0.0424,  0.0140,  0.0391,  11.732,  11.674,   0.241, 0, 0,
unit_f, 2023-06-18T09:16:52, 1687079812,   0.000,  11.940,   0.000,   0.000,  25.013,  11.940,   0.040,  0.0424,  0.0140,  0.0391,  11.694,  11.641,   0.238, 0, 0,
unit_f, 2023-06-18T09:17:02, 1687079822,   0.000,  11.889,   0.000,   0.000,  25.002,  11.889,   0.000,  0.0424,  0.0140,  0.0389,  11.707,  11.658,   0.235, 0, 0,
unit_f, 2023-06-18T09:17:12, 1687079832,   0.000,  11.893,   0.000,   0.000,  25.015,  11.893,  -0.002,  0.0424,  0.0140,  0.0389,  11.735,  11.687,   0.239, 0, 0,
