=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.09.15 12:08:23 =~=~=~=~=~=~=~=~=~=~=~=
g20230530_soc0p_ch, 2023-09-15T16:23:20,  90917486.346, 0.101,   1,  405720, 0,  1,  0,  0, 22.120,13.034,    -2.975,    -2.975,    -2.862,13.15886.05806,13.14183,13.14176,   0.012969, 0.56175,0.55114,0.56179,0.11000,22.120,
g20230530_soc0p_ch, 2023-09-15T16:23:25,  90917491.346, 0.101,   1,  405720, 0,  1,  0,  0, 22.120,13.034,    -3.010,    -3.010,    -2.900,13.15880,    13.78848,-00.004194, 0.56171,0.55112,0.56175,0.11000,22.120,
