=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.09.17 06:19:36 =~=~=~=~=~=~=~=~=~=~=~=
g20230530_soc0p_ch, 2023-09-17T10:34:44,  91069361.071, 0.101,   1,  405720, 0,  1,  0,  0, 21.307,13.284,     2.796,     2.796,     2.742,12.94621,    13.78523,0.05490,13.17918,13.17500,  -0.004435, 0.32381,0.57168,0.32385,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:34:49,  91069366.072, 0.100,   1,  405720, 0,  1,  0,  0, 21.307,13.284,     2.796,     2.796,     2.741,12.94625,    13.78523,0.05490,13.17918,13.17505,  -0.000173, 0.32384,0.57172,0.32388,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:34:54,  91069371.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.288,     2.796,     2.796,     2.744,12.94628,    13.78523,0.05490,13.18348,13.17503,   0.000312, 0.32388,0.57172,0.32392,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:34:59,  91069376.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.267,     2.761,     2.761,     2.741,12.94632,    13.78523,0.05442,13.16243,13.17509,  -0.004523, 0.32391,0.57174,0.32395,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:04,  91069381.071, 0.100,   1,  405720, 0,  1,  0,  0, 21.307,13.275,     2.796,     2.796,     2.741,12.94635,    13.78523,0.05490,13.17056,13.17520,   0.008283, 0.32395,0.57185,0.32399,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:09,  91069386.072, 0.100,   1,  405720, 0,  1,  0,  0, 21.307,13.284,     2.796,     2.796,     2.740,12.94639,    13.78523,0.05490,13.17918,13.17526,  -0.012831, 0.32399,0.57182,0.32402,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:14,  91069391.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.292,     2.796,     2.796,     2.740,12.94642,    13.78523,0.05490,13.18779,13.17523,  -0.000361, 0.32402,0.57184,0.32406,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:19,  91069396.072, 0.100,   1,  405720, 0,  1,  0,  0, 21.307,13.271,     2.796,     2.796,     2.739,12.94646,    13.78523,0.05490,13.16626,13.17532,  -0.009058, 0.32406,0.57187,0.32410,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:24,  91069401.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.275,     2.761,     2.761,     2.743,12.94649,    13.78523,0.05442,13.17104,13.17539,  -0.004823, 0.32409,0.57193,0.32413,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:29,  91069406.071, 0.101,   1,  405720, 0,  1,  0,  0, 21.307,13.280,     2.796,     2.796,     2.741,12.94653,    13.78523,0.05490,13.17487,13.17541,  -0.009152, 0.32413,0.57193,0.32417,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:34,  91069411.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.280,     2.796,     2.796,     2.742,12.94656,    13.78523,0.05490,13.17487,13.17540,   0.003781, 0.32416,0.57196,0.32420,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:39,  91069416.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.280,     2.796,     2.796,     2.741,12.94660,    13.78523,0.05490,13.17487,13.17548,  -0.000609, 0.32420,0.57200,0.32424,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:44,  91069421.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.275,     2.796,     2.796,     2.738,12.94664,    13.78523,0.05490,13.17057,13.17546,   0.004193, 0.32423,0.57200,0.32427,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:49,  91069426.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.280,     2.761,     2.761,     2.739,12.94667,    13.78523,0.05442,13.17535,13.17551,   0.003671, 0.32427,0.57203,0.32431,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:54,  91069431.072, 0.100,   1,  405720, 0,  1,  0,  0, 21.307,13.275,     2.796,     2.796,     2.743,12.94670,    13.78523,0.05490,13.17057,13.17560,  -0.000724, 0.32431,0.57207,0.32434,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:35:59,  91069436.071, 0.101,   1,  405720, 0,  1,  0,  0, 21.307,13.284,     2.796,     2.796,     2.741,12.94674,    13.78523,0.05490,13.17918,13.17562,  -0.013180, 0.32434,0.57205,0.32438,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:04,  91069441.071, 0.100,   1,  405720, 0,  1,  0,  0, 21.307,13.297,     2.796,     2.796,     2.742,12.94678,    13.78523,0.05490,13.19210,13.17566,   0.003516, 0.32438,0.57213,0.32442,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:09,  91069446.072, 0.100,   1,  405720, 0,  1,  0,  0, 21.307,13.292,     2.796,     2.796,     2.739,12.94681,    13.78523,0.05490,13.18779,13.17577,  -0.005198, 0.32441,0.57217,0.32445,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:14,  91069451.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.275,     2.796,     2.796,     2.743,12.94685,    13.78523,0.05490,13.17056,13.17579,  -0.009047, 0.32445,0.57217,0.32449,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:19,  91069456.072, 0.100,   1,  405720, 0,  1,  0,  0, 21.307,13.271,     2.761,     2.761,     2.743,12.94688,    13.78523,0.05442,13.16674,13.17579,  -0.005219, 0.32448,0.57218,0.32452,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:24,  91069461.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.280,     2.796,     2.796,     2.743,12.94692,    13.78523,0.05490,13.17487,13.17591,   0.007574, 0.32452,0.57229,0.32456,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:29,  91069466.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.288,     2.796,     2.796,     2.743,12.94695,    13.78523,0.05490,13.18348,13.17599,  -0.004945, 0.32456,0.57231,0.32459,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:34,  91069471.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.288,     2.796,     2.796,     2.743,12.94699,    13.78523,0.05490,13.18348,13.17595,  -0.001082, 0.32459,0.57229,0.32463,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:39,  91069476.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.284,     2.796,     2.796,     2.742,12.94702,    13.78523,0.05490,13.17917,13.17599,   0.011797, 0.32463,0.57236,0.32466,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:44,  91069481.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.271,     2.796,     2.796,     2.743,12.94706,    13.78523,0.05491,13.16625,13.17613,  -0.001262, 0.32466,0.57241,0.32470,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:49,  91069486.071, 0.100,   1,  405720, 0,  1,  0,  0, 21.307,13.280,     2.796,     2.796,     2.742,12.94709,    13.78523,0.05491,13.17486,13.17617,   0.003006, 0.32470,0.57244,0.32474,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:54,  91069491.071, 0.100,   1,  405720, 0,  1,  0,  0, 21.307,13.284,     2.796,     2.796,     2.742,12.94713,    13.78523,0.05491,13.17917,13.17628,   0.002892, 0.32473,0.57252,0.32477,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:36:59,  91069496.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.284,     2.796,     2.796,     2.742,12.94716,    13.78523,0.05491,13.17917,13.17638,   0.002795, 0.32477,0.57258,0.32481,0.10821,21.307,
g20230530_soc0p_ch, 2023-09-17T10:37:04,  91069501.072, 0.099,   1,  405720, 0,  1,  0,  0, 21.307,13.288,     2.796,     2.796,     2.747,12.94720,    13.78523,0.05491,13.18347,13.17643,  -0.001573, 0.32480,0.57260,0.32484,0.10821,21.307,
