=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.06.24 08:36:29 =~=~=~=~=~=~=~=~=~=~=~=
v1;v2;echo: v1, 4
echo: v2, 4
echo: v1, 0
sp.debug 0 to 1
unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, ioc, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,soc_min,
echo: v2, 0
sp.debug 1 to 2
unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, ioc, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,soc_min,
unit_m,  c_time,       chm_s, qcrs_s, bmso_s, Tb_s,Tbl_s,  vsat_s, voc_stat_s, dv_dyn_s, vb_s, ib_s, ib_in_s, ib_charge_s, ioc_s, sat_s, dq_s, soc_s, reset_s,
unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel_stat,ib_h,ib_s,mib,ib, vb_sel,vb_h,vb_s,mvb,vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr, preserving,
unit_sel,       65.353, 0, 0,  -0.0000039,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.50000,0.00000,-0.00000,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,14.20000, 1, 14.20000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.050, 1, 200.000,393.600,-492.000, 10.000,  0.005,0,
unit_sim,        65.353, 0,  360000, 0, 25.00000,25.00000, 13.80000,14.50000,0.00000,14.20000,   0.000,  0.000,  0.000,-23.077,  1,        0.0,   1.00000, 0, 
g20230530_pro2p2_bb, 1970-01-01T00:01:03,        65.353, 2.476,   0,  360000, 1,  0,  247,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49918,   0.000818, 1.00000,1.00000,1.00000,0.02500,
unit_sel,       76.712, 0, 0,  -0.0000039,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   14.50000,0.00000,-0.00000,  1, 0.00000,0.00000, 1, 0.00000,  1, 0.00000,14.20000, 1, 14.20000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,  -0.024, 1, 200.000,393.600,-492.000, 10.000,  0.005,0,
unit_sim,        76.712, 0,  360000, 0, 25.00000,25.00000, 13.80000,14.50000,0.00000,14.20000,   0.000,  0.000,  0.000,-23.077,  1,        0.0,   1.00000, 0, 
g20230530_pro2p2_bb, 1970-01-01T00:01:14,        76.712, 2.315,   0,  360000, 1,  0,  247,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49918,   0.000818, 1.00000,1.00000,1.00000,0.02500,
