=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.01.25 16:38:25 =~=~=~=~=~=~=~=~=~=~=~=


saved (sp) diffs
 Verbosity                    0 ->         1,        int (* vv)
 Modeling bitmap              1 ->       247,       [0x] (* Xm)
Reset to defaults? [Y/n]:n N.  moving on...

End setup()

Ib Amp sense ADC pin 13 started using TSC2010
Ib No Amp sense ADC pin 11 started using TSC2010
DS18 1-wire Tb started
Vb sense ADC pin started
unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,soc_min,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.061, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.091, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.120, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.150, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.180, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g204240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.210, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.240, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.270, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.300, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.330, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.359, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.388, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.418, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.448, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.478, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.508, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.539, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
0g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.569, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.599, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.629, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.658, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.688, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:55,   946702.718, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946702.748, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946702.778, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
0g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946702.835, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946702.865, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946702.895, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946702.925, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946702.955, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946702.985, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.015, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
0g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.045, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.074, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.105, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.135, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.165, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
0g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.195, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.225, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.255, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.284, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.314, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.344, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.375, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.405, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.435, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.465, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.495, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.524, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.554, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.584, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.614, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.644, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.674, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.704, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:56,   946703.733, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,;0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:57,   946703.764, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
cmd: DP40000
 Print mult x Dr              4 ->         4,       uint (  DP)
 Print mult x Dr              4 ->        64,       uint (  DP)
g20240109_pro3p2_bb, 2000-01-01T01:34:57,   946703.885, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:57,   946703.989, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:57,   946704.119, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:57,   946704.224, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:57,   946704.328, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:57,   946704.432, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:57,   946704.535, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:57,   946704.639, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:58,   946704.758, 0.002, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:58,   946704.937, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:58,   946705.041, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:58,   946705.144, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:58,   946705.275, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:58,   946705.379, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:58,   946705.483, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:58,   946705.586, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:58,   946705.690, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:59,   946705.795, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:59,   946705.899, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:59,   946706.003, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:59,   946706.107, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:59,   946706.209, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:59,   946706.313, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:59,   946706.417, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:59,   946706.547, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:34:59,   946706.651, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:00,   946706.754, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:00,   946706.858, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:00,   946706.962, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:00,   946707.066, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:00,   946707.170, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:00,   946707.275, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:00,   946707.379, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:00,   946707.483, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:00,   946707.587, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:00,   946707.716, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:01,   946707.821, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:01,   946707.925, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:01,   946708.029, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:01,   946708.133, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:01,   946708.237, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:01,   946708.342, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:01,   946708.446, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:01,   946708.550, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:01,   946708.653, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:02,   946708.757, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:02,   946708.887, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
g20240109_pro3p2_bb, 2000-01-01T01:35:02,   946708.991, 0.001, 0, 360000,1, 1, 247, 0, 15.000,13.000,    0.000,    0.000,13.00000,  13.00000,0.00000,13.00000,0.00000,   0.000000, 1.00000,1.00000,1.00000,0.000,
