unit,               hm,                  cTime,       dt,       chm,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, ioc, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,
pro0p_20230219, 2023-03-03T09:45:54,  71467059.918, 0.100,   1,  0,  0,  247,  0, 25.0,13.299,     0.000,     0.000,     0.000,13.29900,    13.80000,0.00000,13.29900,13.29900,   0.000000, 0.90000,0.90000,0.90000,
pro0p_20230219, 2023-03-03T09:45:55,  71467060.018, 0.103,   1,  0,  0,  247,  0, 25.0,13.299,     0.000,     0.000,     0.000,13.29900,    13.80000,0.00000,13.29900,13.29900,   0.000000, 0.90000,0.90000,0.90000,
pro0p_20230219, 2023-03-03T09:45:55,  71467060.121, 0.100,   1,  0,  0,  247,  0, 25.0,13.299,     0.000,     0.000,     0.000,13.29900,    13.80000,0.00000,13.29900,13.29900,   0.000000, 0.90000,0.90000,0.90000,
pro0p_20230219, 2023-03-03T09:45:55,  71467060.221, 0.100,   1,  0,  0,  247,  0, 25.0,13.299,     0.000,     0.000,     0.000,13.29900,    13.80000,0.00000,13.29900,13.29900,   0.000000, 0.90000,0.90000,0.90000,
pro0p_20230219, 2023-03-03T09:45:55,  71467060.321, 0.100,   1,  0,  0,  247,  0, 25.0,13.299,     0.000,     0.000,     0.000,13.29900,    13.80000,0.00000,13.29900,13.29900,   0.000000, 0.90000,0.90000,0.90000,
pro0p_20230219, 2023-03-03T09:45:55,  71467060.421, 0.100,   1,  0,  0,  247,  0, 25.0,13.299,     0.000,     0.000,     0.000,13.29900,    13.80000,0.00000,13.29900,13.29900,   0.000000, 0.90000,0.90000,0.90000,
pro0p_20230219, 2023-03-03T09:45:55,  71467060.521, 0.100,   1,  0,  0,  247,  0, 25.0,13.299,     0.000,     0.000,     0.000,13.29900,    13.80000,0.00000,13.29900,13.29900,   0.000000, 0.90000,0.90000,0.90000,
pro0p_20230219, 2023-03-03T09:45:55,  71467060.621, 0.100,   1,  0,  0,  247,  0, 25.0,13.299,     0.000,     0.000,     0.000,13.29900,    13.80000,0.00000,13.29900,13.29900,   0.000000, 0.90000,0.90000,0.90000,
pro0p_20230219, 2023-03-03T09:45:55,  71467060.721, 0.100,   1,  0,  0,  247,  0, 25.0,13.299,     0.000,     0.000,     0.000,13.29900,    13.80000,0.00000,13.29900,13.29900,   0.000000, 0.90000,0.90000,0.90000,
pro0p_20230219, 2023-03-03T09:45:55,  71467060.821, 0.100,   1,  0,  0,  247,  0, 25.0,13.299,     0.000,     0.000,     0.000,13.29900,    13.80000,0.00000,13.29900,13.29900,   0.000000, 0.90000,0.90000,0.90000,
pro0p_20230219, 2023-03-03T09:45:55,  71467060.921, 0.100,   1,  0,  0,  247,  0, 25.0,13.299,     0.000,     0.000,     0.000,13.29900,    13.80000,0.00000,13.29900,13.29900,   0.000000, 0.90000,0.90000,0.90000,
