fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_ekf, voc, Voc_stat, e_w_f, fltw, falw,
unit_f, 2022-11-27T12:45:41, 1669553141,   5.243,  13.197,   0.197,   0.185,   5.243,  13.197,   0.197,  0.9683,  0.9491,  13.207,  13.207,   0.018, 0, 0,
unit_f, 2022-11-27T12:45:51, 1669553151,   5.243,  13.202,   0.197,   0.363,   5.243,  13.202,   0.197,  0.9683,  0.9490,  13.191,  13.190,   0.018, 0, 0,
unit_f, 2022-11-27T12:46:01, 1669553161,   5.243,  13.193,   0.197,   0.185,   5.243,  13.193,   0.197,  0.9683,  0.9489,  13.178,  13.177,   0.018, 0, 0,
unit_f, 2022-11-27T12:46:11, 1669553171,   5.243,  13.180,   0.197,   0.185,   5.243,  13.180,   0.197,  0.9683,  0.9487,  13.182,  13.181,   0.015, 0, 0,
unit_f, 2022-11-27T12:46:22, 1669553182,   5.243,  13.193,   0.263,   0.363,   5.243,  13.193,   0.263,  0.9683,  0.9487,  13.207,  13.207,   0.013, 1024, 0,
unit_f, 2022-11-27T12:47:54, 1669553274,   5.125,  13.210,   0.263,   0.185,   5.125,  13.210,   0.263,  1.0000,  0.9646,  13.207,  13.206,   1.242, 0, 0,
unit_f, 2022-11-27T12:48:04, 1669553284,   5.125,  13.197,   0.263,   0.363,   5.125,  13.197,   0.263,  1.0000,  0.9724,  13.182,  13.382,   1.056, 0, 0,
unit_f, 2022-11-27T12:49:45, 1669553385,   5.125,  13.176,   0.398,   0.363,   5.125,  13.176,   0.398,  1.0000,  0.9076,  13.176,  13.376,   1.060, 1024, 0,
unit_f, 2022-11-27T12:49:55, 1669553395,   5.125,  13.193,   0.330,   0.540,   5.125,  13.193,   0.330,  1.0000,  0.9077,  13.197,  13.398,   1.058, 0, 0,
unit_f, 2022-11-27T12:50:06, 1669553406,   5.125,  13.210,   0.330,   0.363,   5.125,  13.210,   0.330,  1.0000,  0.8924,  13.211,  13.411,   1.048, 1024, 0,
unit_f, 2022-11-27T12:50:31, 1669553431,   5.062,  13.189,   0.398,   0.718,   5.062,  13.189,   0.398,  1.0000,  0.9531,  13.167,  13.164,   1.256, 1024, 0,
unit_f, 2022-11-27T12:50:41, 1669553441,   5.062,  13.189,   0.398,   0.540,   5.062,  13.189,   0.398,  1.0000,  0.9532,  13.201,  13.401,   1.058, 1024, 0,
unit_f, 2022-11-27T12:50:51, 1669553451,   5.062,  13.206,   0.398,   0.540,   5.062,  13.206,   0.398,  1.0000,  0.9533,  13.193,  13.393,   1.058, 1024, 0,
unit_f, 2022-11-27T12:51:01, 1669553461,   5.062,  13.180,   0.465,   0.540,   5.062,  13.180,   0.465,  1.0000,  0.9534,  13.184,  13.384,   1.055, 0, 0,
unit_f, 2022-11-27T12:50:06, 1669553406,   5.125,  13.210,   0.330,   0.363,   5.125,  13.210,   0.330,  1.0000,  0.8924,  13.211,  13.411,   1.048, 1024, 0,
unit_f, 2022-11-27T12:50:31, 1669553431,   5.062,  13.189,   0.398,   0.718,   5.062,  13.189,   0.398,  1.0000,  0.9531,  13.167,  13.164,   1.256, 1024, 0,
unit_f, 2022-11-27T12:50:41, 1669553441,   5.062,  13.189,   0.398,   0.540,   5.062,  13.189,   0.398,  1.0000,  0.9532,  13.201,  13.401,   1.058, 1024, 0,
unit_f, 2022-11-27T12:50:51, 1669553451,   5.062,  13.206,   0.398,   0.540,   5.062,  13.206,   0.398,  1.0000,  0.9533,  13.193,  13.393,   1.058, 1024, 0,
unit_f, 2022-11-27T12:51:01, 1669553461,   5.062,  13.180,   0.465,   0.540,   5.062,  13.180,   0.465,  1.0000,  0.9534,  13.184,  13.384,   1.055, 0, 0,
unit_f, 2022-11-27T12:51:14, 1669553474,   5.062,  13.189,   0.465,   0.540,   5.062,  13.189,   0.465,  1.0000,  0.9684,  13.175,  13.173,   1.258, 0, 0,
unit_f, 2022-11-27T12:51:24, 1669553484,   5.062,  13.193,   0.465,   0.540,   5.062,  13.193,   0.465,  1.0000,  0.9685,  13.209,  13.409,   1.058, 0, 0,
