fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-02-28T10:04:55, 1677578695,   0.000,  13.080,   0.000,   0.000,  25.000,  13.080, -40.140, -0.0721,  0.0000,  11.724,  11.664,  -2.556, 0, 0,
unit_f, 2023-02-28T10:05:05, 1677578705,   0.000,  12.947,   0.000,   0.000,  25.000,  12.947, -52.975, -0.0704,  0.0000,  11.781,  11.721,  -2.279, 0, 0,
unit_f, 2023-02-28T10:05:15, 1677578715,   0.000,  12.727,   0.000,   0.000,  25.000,  12.727,  39.815, -0.0691,  0.0000,  11.825,  11.765,  -2.056, 0, 0,
unit_f, 2023-02-28T10:05:25, 1677578725,   0.000,  12.433,   0.000,   0.000,  25.000,  12.433,  20.825, -0.0683,  0.0000,  11.852,  11.793,  -1.901, 0, 0,
unit_f, 2023-02-28T10:05:35, 1677578735,   0.000,  12.084,   0.000,   0.000,  25.000,  12.084,   0.502, -0.0680,  0.0000,  11.863,  11.803,  -1.824, 0, 0,
unit_f, 2023-02-28T10:05:45, 1677578745,   0.000,  11.697,   0.000,   0.000,  25.000,  11.697, -19.855, -0.0683,  0.0000,  11.849,  11.803,  -1.835, 0, 0,
unit_f, 2023-02-28T10:05:55, 1677578755,   0.000,  11.325,   0.000,   0.000,  25.000,  11.325,   0.000, -0.0691,  0.0000,  11.839,  11.803,  -1.942, 0, 0,
unit_f, 2023-02-28T10:04:55, 1677578695,   0.000,  13.080,   0.000,   0.000,  25.000,  13.080, -40.140, -0.0721,  0.0000,  11.724,  11.664,  -2.556, 0, 0,
unit_f, 2023-02-28T10:05:05, 1677578705,   0.000,  12.947,   0.000,   0.000,  25.000,  12.947, -52.975, -0.0704,  0.0000,  11.781,  11.721,  -2.279, 0, 0,
unit_f, 2023-02-28T10:05:15, 1677578715,   0.000,  12.727,   0.000,   0.000,  25.000,  12.727,  39.815, -0.0691,  0.0000,  11.825,  11.765,  -2.056, 0, 0,
unit_f, 2023-02-28T10:05:25, 1677578725,   0.000,  12.433,   0.000,   0.000,  25.000,  12.433,  20.825, -0.0683,  0.0000,  11.852,  11.793,  -1.901, 0, 0,
unit_f, 2023-02-28T10:05:35, 1677578735,   0.000,  12.084,   0.000,   0.000,  25.000,  12.084,   0.502, -0.0680,  0.0000,  11.863,  11.803,  -1.824, 0, 0,
unit_f, 2023-02-28T10:05:45, 1677578745,   0.000,  11.697,   0.000,   0.000,  25.000,  11.697, -19.855, -0.0683,  0.0000,  11.849,  11.803,  -1.835, 0, 0,
unit_f, 2023-02-28T10:05:55, 1677578755,   0.000,  11.325,   0.000,   0.000,  25.000,  11.325,   0.000, -0.0691,  0.0000,  11.839,  11.803,  -1.942, 0, 0,
