unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, ioc, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,
pro1a_20230219, 1970-01-01T07:39:09,      5186.121, 0.180,   0,  360000, 0,  0,  247,  0, 25.0,11.019,     0.004,     0.004,    -0.002,10.99998,    13.80000,0.00001,11.01859,10.99993,  -0.032924, 0.05000,0.04997,0.05000,
pro1a_20230219, 1970-01-01T07:39:09,      5186.301, 0.105,   0,  360000, 0,  0,  247,  0, 25.0,10.987,    -0.095,    -0.095,    -0.002,10.99998,    13.80000,-0.00044,10.98720,10.99993,  -0.032924, 0.05000,0.04997,0.05000,
pro1a_20230219, 1970-01-01T07:39:09,      5186.406, 0.100,   0,  360000, 0,  0,  247,  0, 25.0,11.025,    -0.090,    -0.090,    -0.002,10.99997,    13.80000,-0.00042,11.02520,10.99993,  -0.032924, 0.05000,0.04997,0.05000,
pro1a_20230219, 1970-01-01T07:39:09,      5186.506, 0.100,   0,  360000, 0,  0,  247,  0, 25.0,11.000,    -0.081,    -0.081,    -0.002,10.99997,    13.80000,-0.00038,11.00003,10.99993,  -0.032924, 0.05000,0.04997,0.05000,
pro1a_20230219, 1970-01-01T07:39:09,      5186.606, 0.100,   0,  360000, 0,  0,  247,  0, 25.0,11.050,    -0.062,    -0.062,    -0.003,10.99997,    13.80000,-0.00029,11.05026,10.99993,  -0.032924, 0.05000,0.04997,0.05000,
pro1a_20230219, 1970-01-01T07:39:09,      5186.706, 0.100,   0,  360000, 0,  0,  247,  0, 25.0,11.049,    -0.023,    -0.023,    -0.003,10.99996,    13.80000,-0.00012,11.04918,10.99993,  -0.032924, 0.05000,0.04997,0.05000,
pro1a_20230219, 1970-01-01T07:39:09,      5186.806, 0.100,   0,  360000, 0,  0,  247,  0, 25.0,11.048,     0.055,     0.055,    -0.003,10.99996,    13.80000,0.00025,11.04736,10.99993,  -0.032924, 0.05000,0.04997,0.05000,
pro1a_20230219, 1970-01-01T07:39:09,      5186.906, 0.101,   0,  360000, 0,  0,  247,  0, 25.0,11.044,     0.006,     0.006,    -0.003,10.99996,    13.80000,0.00002,11.04432,10.99993,  -0.032924, 0.05000,0.04997,0.05000,
pro1a_20230219, 1970-01-01T07:39:09,      5187.007, 0.099,   0,  360000, 0,  0,  247,  0, 25.0,11.038,    -0.092,    -0.092,    -0.003,10.99996,    13.80000,-0.00043,11.03836,10.99993,  -0.032924, 0.05000,0.04997,0.05000,
pro1a_20230219, 1970-01-01T07:39:10,      5187.106, 0.100,   0,  360000, 0,  0,  247,  0, 25.0,11.025,    -0.084,    -0.084,    -0.003,10.99996,    13.80000,-0.00040,11.02585,10.99993,  -0.032924, 0.05000,0.04997,0.05000,
