unit,               hm,                  cTime,       dt,       chm,sat,sel,mod,  Tb,  Vb,  Ib,   ioc,  voc_soc,    Vsat,dV_dyn,Voc_stat,Voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,
pro_20220926, 2022-10-03T15:39:43,  58171196.337, 0.100,   0,  0,  0,  7,  25.0,11.010,    -0.074,     0.000,11.03753,    13.80000,-0.00092,11.01053,11.03636,  -0.025825, 0.04983,0.05112,0.05112,
pro_20220926, 2022-10-03T15:39:43,  58171196.438, 0.100,   0,  0,  0,  7,  25.0,10.969,    -0.049,     0.000,11.03671,    13.80000,-0.00060,10.96922,11.03546,  -0.066240, 0.04990,0.05109,0.05109,
pro_20220926, 2022-10-03T15:39:43,  58171196.537, 0.100,   0,  0,  0,  7,  25.0,10.996,     0.004,     0.000,11.03636,    13.80000,0.00005,10.99585,11.03494,  -0.039097, 0.05005,0.05108,0.05108,
pro_20220926, 2022-10-03T15:39:43,  58171196.638, 0.100,   0,  0,  0,  7,  25.0,10.995,    -0.095,     0.000,11.03546,    13.80000,-0.00117,10.99632,11.03444,  -0.038127, 0.04986,0.05106,0.05106,
pro_20220926, 2022-10-03T15:39:43,  58171196.738, 0.100,   0,  0,  0,  7,  25.0,10.993,    -0.090,     0.000,11.03494,    13.80000,-0.00111,10.99440,11.03393,  -0.039530, 0.04996,0.05104,0.05104,
pro_20220926, 2022-10-03T15:39:43,  58171196.837, 0.100,   0,  0,  0,  7,  25.0,10.995,    -0.081,     0.000,11.03444,    13.80000,-0.00099,10.99582,11.03345,  -0.037623, 0.05017,0.05103,0.05103,
pro_20220926, 2022-10-03T15:39:43,  58171196.937, 0.100,   0,  0,  0,  7,  25.0,11.031,    -0.062,     0.000,11.03393,    13.80000,-0.00076,11.03129,11.03342,  -0.002132, 0.05010,0.05103,0.05103,
pro_20220926, 2022-10-03T15:39:43,  58171197.037, 0.100,   0,  0,  0,  7,  25.0,11.028,    -0.023,     0.000,11.03345,    13.80000,-0.00029,11.02811,11.03335,  -0.005241, 0.04996,0.05103,0.05103,
pro_20220926, 2022-10-03T15:39:45,  58171197.137, 0.100,   0,  0,  0,  7,  25.0,11.018,     0.055,     0.000,11.03342,    13.80000,0.00068,11.01764,11.03316,  -0.015520, 0.05016,0.05102,0.05102,
pro_20220926, 2022-10-03T15:39:45,  58171197.237, 0.100,   0,  0,  0,  7,  25.0,11.028,     0.006,     0.000,11.03335,    13.80000,0.00007,11.02746,11.03309,  -0.005632, 0.05008,0.05102,0.05102,
pro_20220926, 2022-10-03T15:39:45,  58171197.337, 0.100,   0,  0,  0,  7,  25.0,11.022,    -0.092,     0.000,11.03316,    13.80000,-0.00113,11.02296,11.03297,  -0.010011, 0.04993,0.05101,0.05101,
pro_20220926, 2022-10-03T15:39:45,  58171197.437, 0.100,   0,  0,  0,  7,  25.0,11.003,    -0.084,     0.000,11.03309,    13.80000,-0.00103,11.00414,11.03263,  -0.028492, 0.05010,0.05100,0.05100,
pro_20220926, 2022-10-03T15:39:45,  58171197.537, 0.100,   0,  0,  0,  7,  25.0,11.004,    -0.068,     0.000,11.03297,    13.80000,-0.00084,11.00437,11.03230,  -0.027930, 0.04997,0.05099,0.05099,
pro_20220926, 2022-10-03T15:39:45,  58171197.637, 0.100,   0,  0,  0,  7,  25.0,10.971,    -0.036,     0.000,11.03263,    13.80000,-0.00044,10.97138,11.03160,  -0.060221, 0.05018,0.05097,0.05097,
pro_20220926, 2022-10-03T15:39:45,  58171197.737, 0.100,   0,  0,  0,  7,  25.0,10.982,     0.030,     0.000,11.03230,    13.80000,0.00036,10.98120,11.03103,  -0.049836, 0.05011,0.05095,0.05095,
pro_20220926, 2022-10-03T15:39:45,  58171197.837, 0.100,   0,  0,  0,  7,  25.0,10.980,    -0.044,     0.000,11.03160,    13.80000,-0.00054,10.98082,11.03047,  -0.049644, 0.04999,0.05094,0.05094,
pro_20220926, 2022-10-03T15:39:45,  58171197.937, 0.100,   0,  0,  0,  7,  25.0,10.977,     0.014,     0.000,11.03103,    13.80000,0.00017,10.97667,11.02987,  -0.053197, 0.05022,0.05092,0.05092,
pro_20220926, 2022-10-03T15:39:45,  58171198.037, 0.100,   0,  0,  0,  7,  25.0,10.989,    -0.076,     0.000,11.03047,    13.80000,-0.00093,10.98947,11.02943,  -0.039960, 0.05020,0.05091,0.05091,
pro_20220926, 2022-10-03T15:39:45,  58171198.137, 0.100,   0,  0,  0,  7,  25.0,10.994,    -0.052,     0.000,11.02987,    13.80000,-0.00064,10.99486,11.02905,  -0.034188, 0.05017,0.05089,0.05089,
pro_20220926, 2022-10-03T15:39:45,  58171198.237, 0.100,   0,  0,  0,  7,  25.0,11.006,    -0.004,     0.000,11.02943,    13.80000,-0.00005,11.00605,11.02880,  -0.022756, 0.05009,0.05089,0.05089,
pro_20220926, 2022-10-03T15:39:45,  58171198.337, 0.100,   0,  0,  0,  7,  25.0,10.979,     0.094,     0.000,11.02905,    13.80000,0.00115,10.97801,11.02826,  -0.050256, 0.04995,0.05087,0.05087,
pro_20220926, 2022-10-03T15:39:45,  58171198.437, 0.100,   0,  0,  0,  7,  25.0,10.970,     0.082,     0.000,11.02880,    13.80000,0.00101,10.96876,11.02764,  -0.058882, 0.05013,0.05085,0.05085,
pro_20220926, 2022-10-03T15:39:45,  58171198.537, 0.100,   0,  0,  0,  7,  25.0,10.984,     0.060,     0.000,11.02826,    13.80000,0.00074,10.98330,11.02717,  -0.043873, 0.05002,0.05084,0.05084,
pro_20220926, 2022-10-03T15:39:45,  58171198.637, 0.100,   0,  0,  0,  7,  25.0,10.985,     0.015,     0.000,11.02764,    13.80000,0.00019,10.98505,11.02674,  -0.041688, 0.04981,0.05082,0.05082,
pro_20220926, 2022-10-03T15:39:45,  58171198.737, 0.100,   0,  0,  0,  7,  25.0,10.967,    -0.073,     0.000,11.02717,    13.80000,-0.00090,10.96834,11.02614,  -0.057796, 0.04986,0.05080,0.05080,
pro_20220926, 2022-10-03T15:39:45,  58171198.837, 0.100,   0,  0,  0,  7,  25.0,10.994,    -0.046,     0.000,11.02674,    13.80000,-0.00056,10.99411,11.02582,  -0.031706, 0.04996,0.05079,0.05079,
pro_20220926, 2022-10-03T15:39:45,  58171198.937, 0.100,   0,  0,  0,  7,  25.0,10.995,     0.010,     0.000,11.02614,    13.80000,0.00013,10.99483,11.02551,  -0.030676, 0.05016,0.05078,0.05078,
