fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 1970-01-01T11:35:01, 41701,   0.000,  13.198,   0.000,   0.000,  25.000,  13.198,   0.000,  0.9924,  0.9902,  13.249,  13.283,   0.207, 0, 0,
unit_f, 1970-01-01T11:35:11, 41711,   0.000,  13.212,   0.000,   0.000,  25.000,  13.212,   0.000,  0.9924,  0.9901,  13.258,  13.278,   0.212, 0, 0,
unit_f, 1970-01-01T11:35:20, 41720,   0.000,  13.222,   0.000,   0.000,  25.000,  13.222,   0.000,  0.9924,  0.9901,  13.262,  13.275,   0.216, 0, 0,
unit_f, 1970-01-01T11:35:30, 41730,   0.000,  13.229,   0.000,   0.000,  25.000,  13.229,   0.000,  0.9924,  0.9901,  13.265,  13.273,   0.219, 0, 0,
unit_f, 1970-01-01T11:35:39, 41739,   0.000,  13.235,   0.000,   0.000,  25.000,  13.235,   0.000,  0.9924,  0.9901,  13.267,  13.272,   0.221, 0, 0,
unit_f, 1970-01-01T11:35:49, 41749,   0.000,  13.240,   0.000,   0.000,  25.000,  13.240,   0.000,  0.9924,  0.9901,  13.268,  13.271,   0.222, 0, 0,
unit_f, 1970-01-01T11:35:58, 41758,   0.000,  13.243,   0.000,   0.000,  25.000,  13.243,   0.000,  0.9924,  0.9900,  13.268,  13.270,   0.223, 0, 0,
unit_f, 1970-01-01T11:35:01, 41701,   0.000,  13.198,   0.000,   0.000,  25.000,  13.198,   0.000,  0.9924,  0.9902,  13.249,  13.283,   0.207, 0, 0,
unit_f, 1970-01-01T11:35:11, 41711,   0.000,  13.212,   0.000,   0.000,  25.000,  13.212,   0.000,  0.9924,  0.9901,  13.258,  13.278,   0.212, 0, 0,
unit_f, 1970-01-01T11:35:20, 41720,   0.000,  13.222,   0.000,   0.000,  25.000,  13.222,   0.000,  0.9924,  0.9901,  13.262,  13.275,   0.216, 0, 0,
unit_f, 1970-01-01T11:35:30, 41730,   0.000,  13.229,   0.000,   0.000,  25.000,  13.229,   0.000,  0.9924,  0.9901,  13.265,  13.273,   0.219, 0, 0,
unit_f, 1970-01-01T11:35:39, 41739,   0.000,  13.235,   0.000,   0.000,  25.000,  13.235,   0.000,  0.9924,  0.9901,  13.267,  13.272,   0.221, 0, 0,
unit_f, 1970-01-01T11:35:49, 41749,   0.000,  13.240,   0.000,   0.000,  25.000,  13.240,   0.000,  0.9924,  0.9901,  13.268,  13.271,   0.222, 0, 0,
unit_f, 1970-01-01T11:35:58, 41758,   0.000,  13.243,   0.000,   0.000,  25.000,  13.243,   0.000,  0.9924,  0.9900,  13.268,  13.270,   0.223, 0, 0,
