fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-03T09:36:24, 1677836184,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,  50.000,  0.5007,  0.5008,  12.399,  12.393,   0.570, 256, 0,
unit_f, 2023-03-03T09:36:34, 1677836194,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,  50.000,  0.5019,  0.5022,  12.322,  12.307,   0.801, 416, 256,
unit_f, 2023-03-03T09:36:35, 1677836195,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.5022,  12.319,  12.303,   0.807, 416, 288,
unit_f, 2023-03-03T09:36:45, 1677836205,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.5020,  13.152,  13.152,   0.013, 384, 256,
unit_f, 2023-03-03T09:36:24, 1677836184,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,  50.000,  0.5007,  0.5008,  12.399,  12.393,   0.570, 256, 0,
unit_f, 2023-03-03T09:36:34, 1677836194,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,  50.000,  0.5019,  0.5022,  12.322,  12.307,   0.801, 416, 256,
unit_f, 2023-03-03T09:36:35, 1677836195,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.5022,  12.319,  12.303,   0.807, 416, 288,
unit_f, 2023-03-03T09:36:45, 1677836205,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.5020,  13.152,  13.152,   0.013, 384, 256,
unit_f, 2023-03-03T09:37:09, 1677836229,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.5020,  13.152,  13.152,   0.000, 0, 0,
unit_f, 2023-03-03T09:37:19, 1677836239,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.5020,  0.5020,  13.152,  13.152,   0.000, 0, 0,
