fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-02-27T19:26:58, 1677526018,   0.000,  13.170,   0.000,   0.000,  25.000,  13.170, -50.000,  0.4992,  0.4992,  13.922,  13.928,  -0.568, 512, 0,
unit_f, 2023-02-27T19:27:08, 1677526028,   0.000,  13.170,   0.000,   0.000,  25.000,  13.170, -50.000,  0.4979,  0.4979,  13.998,  14.058,  -0.837, 704, 512,
unit_f, 2023-02-27T19:27:09, 1677526029,   0.000,  13.170,   0.000,   0.000,  25.000,  13.170,   0.000,  0.4978,  0.4977,  14.001,  14.061,  -0.842, 704, 576,
unit_f, 2023-02-27T19:26:58, 1677526018,   0.000,  13.170,   0.000,   0.000,  25.000,  13.170, -50.000,  0.4992,  0.4992,  13.922,  13.928,  -0.568, 512, 0,
unit_f, 2023-02-27T19:27:08, 1677526028,   0.000,  13.170,   0.000,   0.000,  25.000,  13.170, -50.000,  0.4979,  0.4979,  13.998,  14.058,  -0.837, 704, 512,
unit_f, 2023-02-27T19:27:09, 1677526029,   0.000,  13.170,   0.000,   0.000,  25.000,  13.170,   0.000,  0.4978,  0.4977,  14.001,  14.061,  -0.842, 704, 576,
unit_f, 2023-02-27T19:27:24, 1677526044,   0.000,  14.639,   0.000,   0.000,  25.000,  14.639,   0.000,  1.0000,  0.9999,  14.639,  14.699,   0.000, 0, 0,
unit_f, 2023-02-27T19:27:34, 1677526054,   0.000,  14.639,   0.000,   0.000,  25.000,  14.639,   0.000,  1.0000,  0.9999,  14.639,  14.699,   0.000, 0, 0,
