unit,               hm,                  cTime,       dt,       chm,sat,sel,mod,  Tb,  Vb,  Ib,   ioc,  voc_soc,    Vsat,dV_dyn,Voc_stat,Voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,
pro_20221028, 2022-10-29T03:50:17,  60375031.715, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:17,  60375031.816, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:17,  60375031.915, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:17,  60375032.015, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:17,  60375032.115, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:18,  60375032.215, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:18,  60375032.316, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:18,  60375032.415, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:18,  60375032.515, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:18,  60375032.615, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:18,  60375032.715, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:18,  60375032.815, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:18,  60375032.915, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:18,  60375033.015, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:18,  60375033.115, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:19,  60375033.215, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:19,  60375033.315, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:19,  60375033.415, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:19,  60375033.515, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:19,  60375033.615, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:19,  60375033.715, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:19,  60375033.815, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:19,  60375033.915, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:19,  60375034.015, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:19,  60375034.115, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:20,  60375034.215, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
pro_20221028, 2022-10-29T03:50:20,  60375034.315, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,     0.000,13.08000,    13.80000,0.00000,13.08000,13.08000,   0.000001, 0.50000,0.50000,0.50000,
