19:41:39  17 13.13   -0.1   Tb,C  VOC,V  Ib,A 
19:41:39  68 ---   31   EKF,Ah  chg,hrs  CC, Ah
19:41:39 v-2;Pf; for fails.  prints=18
19:41:39 
19:41:40  17 13.14   -0.1   Tb,C  VOC,V  Ib,A 
19:41:40  68 ---   31   EKF,Ah  chg,hrs  CC, Ah
19:41:40 v-2;Pf; for fails.  prints=18
19:41:40 
19:41:41  17 13.13   -0.1   Tb,C  VOC,V  Ib,A 
19:41:41  68 ---   31   EKF,Ah  chg,hrs  CC, Ah
19:41:41 v-2;Pf; for fails.  prints=18
19:41:41 
19:41:42  17 13.13   -0.1   Tb,C  VOC,V  Ib,A 
19:41:42  68 ---   31   EKF,Ah  chg,hrs  CC, Ah
19:41:42 v-2;Pf; for fails.  prints=18
19:41:42 
19:41:44  17 13.13   -0.1   Tb,C  VOC,V  Ib,A 
19:41:44  68 ---   31   EKF,Ah  chg,hrs  CC, Ah
19:41:44 v-2;Pf; for fails.  prints=18
19:41:44 
19:41:45  17 13.13   -0.1   Tb,C  VOC,V  Ib,A 
19:41:45  68 ---   31   EKF,Ah  chg,hrs  CC, Ah
19:41:45 v-2;Pf; for fails.  prints=18
19:41:45 
19:41:46  17 13.13   -0.1   Tb,C  VOC,V  Ib,A 
19:41:46  68 ---   31   EKF,Ah  chg,hrs  CC, Ah
19:41:46 v-2;Pf; for fails.  prints=18
19:41:46 
19:41:47  17 13.13   -0.1   Tb,C  VOC,V  Ib,A 
19:41:47  68 ---   31   EKF,Ah  chg,hrs  CC, Ah
19:41:47 v-2;Pf; for fails.  prints=18
19:41:47 
19:41:48  17 13.13   -0.1   Tb,C  VOC,V  Ib,A 
19:41:48  68 ---   31   EKF,Ah  chg,hrs  CC, Ah
19:41:48 v-2;Pf; for fails.  prints=18
19:41:48 
19:41:48 echo:  Hd, 4
19:41:48 echo:  Hd, 0
19:41:49 unit_h,  ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000000,   0.000000, 0,
19:41:49 unit_h,  ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000000,   0.000000, 0,
19:41:49 unit_h,  ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000000,   0.000000, 0,
19:41:49 unit_h,  ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000000,   0.000000, 0,
19:41:49 unit_h,  ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000000,   0.000000, 0,
19:41:49 unit_h,  ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000000,   0.000000, 0,
19:41:49 unit_h,  ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000000,   0.000000, 0,
19:41:49 unit_h,  ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000000,   0.000000, 0,
19:41:49 unit_h,  ---, 0,   0.000,   0.000,   0.000,  0.0000,  0.0000,   0.000,   0.000,   0.000000,   0.000000, 0,
19:41:49 unit_h,  2022-09-20T13:02:08, 1663693328,  18.187,  14.399,   0.330,  1.0000,  0.9994,  14.395,  14.395,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T13:30:45, 1663695045,  18.625,  13.116,  -4.420,  0.9735,  0.9703,  13.170,  13.176,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T14:00:45, 1663696845,  18.687,  13.112,  -4.152,  0.9501,  0.9436,  13.162,  13.172,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T14:30:45, 1663698645,  19.000,  13.137,  -4.352,  0.9245,  0.9135,  13.191,  13.205,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T15:00:45, 1663700445,  19.312,  13.133,  -3.950,  0.8989,  0.8813,  13.182,  13.198,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T15:30:45, 1663702245,  19.562,  13.150,  -4.085,  0.8738,  0.8501,  13.200,  13.219,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T16:00:46, 1663704046,  19.812,  13.133,  -4.085,  0.8481,  0.8203,  13.183,  13.204,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T16:30:46, 1663705846,  19.937,  13.146,  -4.218,  0.8230,  0.7941,  13.197,  13.221,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T17:00:46, 1663707646,  20.125,  13.137,  -4.487,  0.7969,  0.7717,  13.193,  13.217,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T17:30:46, 1663709446,  20.312,  13.124,  -5.490,  0.7706,  0.7536,  13.192,  13.218,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T18:00:46, 1663711246,  20.437,  13.098,  -5.557,  0.7441,  0.7379,  13.167,  13.195,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T18:30:46, 1663713046,  20.500,  13.102,  -5.222,  0.7176,  0.7231,  13.167,  13.197,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T19:00:46, 1663714846,  20.687,  13.064,  -5.623,  0.6903,  0.7064,  13.133,  13.164,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T19:30:46, 1663716646,  20.743,  13.077,  -5.222,  0.6636,  0.6863,  13.141,  13.173,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T20:00:46, 1663718446,  20.682,  13.017,  -5.290,  0.6376,  0.6629,  13.082,  13.115,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T20:30:46, 1663720246,  20.557,  13.003,  -5.490,  0.6119,  0.6349,  13.071,  13.105,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T21:00:46, 1663722046,  20.432,  12.987,  -5.490,  0.5859,  0.6051,  13.054,  13.088,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T21:30:47, 1663723847,  20.500,  12.973,  -5.222,  0.5593,  0.5746,  13.037,  13.073,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T22:00:47, 1663725647,  20.500,  12.969,  -5.423,  0.5327,  0.5467,  13.036,  13.072,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T22:30:47, 1663727447,  20.432,  12.965,  -5.155,  0.5066,  0.5222,  13.028,  13.065,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T23:00:47, 1663729247,  20.243,  12.947,  -5.222,  0.4809,  0.5006,  13.012,  13.049,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-20T23:30:47, 1663731047,  20.118,  12.961,  -5.623,  0.4549,  0.4768,  13.030,  13.067,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T00:00:47, 1663732847,  19.932,  12.939,  -5.423,  0.4289,  0.4523,  13.006,  13.043,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T00:30:47, 1663734647,  19.743,  12.947,  -5.490,  0.4030,  0.4279,  13.015,  13.053,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T01:00:47, 1663736447,  19.618,  12.926,  -5.490,  0.3767,  0.4026,  12.993,  13.032,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T01:30:47, 1663738247,  19.493,  12.922,  -5.357,  0.3504,  0.3781,  12.988,  13.026,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T02:00:47, 1663740047,  19.368,  12.900,  -5.423,  0.3240,  0.3528,  12.967,  13.006,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T02:30:48, 1663741848,  19.243,  12.862,  -6.227,  0.2969,  0.3239,  12.938,  12.977,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T03:00:48, 1663743648,  19.118,  12.844,  -5.155,  0.2701,  0.2902,  12.908,  12.947,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T03:30:48, 1663745448,  19.057,  12.814,  -5.423,  0.2436,  0.2539,  12.881,  12.920,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T04:00:48, 1663747248,  18.932,  12.793,  -5.490,  0.2171,  0.2229,  12.860,  12.899,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T04:30:48, 1663749048,  18.868,  12.741,  -5.557,  0.1904,  0.1957,  12.809,  12.848,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T05:00:48, 1663750848,  18.807,  12.719,  -5.357,  0.1637,  0.1717,  12.785,  12.825,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T05:30:48, 1663752648,  18.743,  12.659,  -5.623,  0.1369,  0.1559,  12.728,  12.768,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T06:00:48, 1663754448,  18.682,  12.590,  -5.423,  0.1100,  0.1428,  12.657,  12.697,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T06:30:48, 1663756248,  18.618,  12.582,  -5.690,  0.0830,  0.1369,  12.652,  12.692,   1.000000,   1.000000, 0,
19:41:49 unit_h,  2022-09-21T07:00:48, 1663758048,  18.557,  12.526,  -5.825,  0.0559,  0.1348,  12.598,  12.637,   1.000000,   1.000000, 0,
