unit,               hm,                  cTime,       dt,       sat,sel,mod,  Tb,  Vb,  Ib,        Vsat,Vdyn,Voc,Voc_ekf,     y_ekf,    soc_m,soc_ekf,soc,soc_wt,
pro_20220623, 2022-06-24T09:56:41,  49445808.351, 0.100,   1,  0,  7,  25.0,14.547,  0.000,    13.800, 0.000,14.547,14.530,   0.016565, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:42,  49445809.351, 0.100,   1,  0,  7,  25.0,14.547,  0.000,    13.800, 0.000,14.547,14.530,   0.016839, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:43,  49445810.351, 0.100,   1,  0,  7,  25.0,14.547,  0.000,    13.800, 0.000,14.547,14.530,   0.017114, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:44,  49445811.351, 0.100,   1,  0,  7,  25.0,14.547,  0.000,    13.800, 0.000,14.547,14.530,   0.017389, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:45,  49445812.351, 0.100,   1,  0,  7,  25.0,14.548,  0.000,    13.800, 0.000,14.548,14.530,   0.017663, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:46,  49445813.351, 0.100,   1,  0,  7,  25.0,14.548,  0.000,    13.800, 0.000,14.548,14.530,   0.017938, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:47,  49445814.351, 0.100,   1,  0,  7,  25.0,14.548,  0.000,    13.800, 0.000,14.548,14.530,   0.018213, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:48,  49445815.352, 0.100,   1,  0,  7,  25.0,14.548,  0.000,    13.800, 0.000,14.548,14.530,   0.018487, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:49,  49445816.351, 0.100,   1,  0,  7,  25.0,14.549,  0.000,    13.800, 0.000,14.549,14.530,   0.018761, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:50,  49445817.351, 0.100,   1,  0,  7,  25.0,14.549,  0.000,    13.800, 0.000,14.549,14.530,   0.019036, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:51,  49445818.352, 0.100,   1,  0,  7,  25.0,14.549,  0.000,    13.800, 0.000,14.549,14.530,   0.019310, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:52,  49445819.351, 0.100,   1,  0,  7,  25.0,14.550,  0.000,    13.800, 0.000,14.550,14.530,   0.019584, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:53,  49445820.351, 0.100,   1,  0,  7,  25.0,14.550,  0.000,    13.800, 0.000,14.550,14.530,   0.019859, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:54,  49445821.351, 0.100,   1,  0,  7,  25.0,14.550,  0.000,    13.800, 0.000,14.550,14.530,   0.020133, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:55,  49445822.351, 0.100,   1,  0,  7,  25.0,14.550,  0.000,    13.800, 0.000,14.550,14.530,   0.020407, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:56,  49445823.351, 0.100,   1,  0,  7,  25.0,14.551,  0.000,    13.800, 0.000,14.551,14.530,   0.020682, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:57,  49445824.351, 0.100,   1,  0,  7,  25.0,14.551,  0.000,    13.800, 0.000,14.551,14.530,   0.020955, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:58,  49445825.352, 0.100,   1,  0,  7,  25.0,14.551,  0.000,    13.800, 0.000,14.551,14.530,   0.021230, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:56:59,  49445826.352, 0.100,   1,  0,  7,  25.0,14.552,  0.000,    13.800, 0.000,14.552,14.530,   0.021504, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:00,  49445827.351, 0.100,   1,  0,  7,  25.0,14.552,  0.000,    13.800, 0.000,14.552,14.530,   0.021782, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:01,  49445828.352, 0.100,   1,  0,  7,  25.0,14.552,  0.000,    13.800, 0.000,14.552,14.530,   0.022051, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:02,  49445829.351, 0.100,   1,  0,  7,  25.0,14.552,  0.000,    13.800, 0.000,14.552,14.530,   0.022325, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:03,  49445830.352, 0.100,   1,  0,  7,  25.0,14.553,  0.000,    13.800, 0.000,14.553,14.530,   0.022599, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:04,  49445831.351, 0.100,   1,  0,  7,  25.0,14.553,  0.000,    13.800, 0.000,14.553,14.530,   0.022873, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:05,  49445832.352, 0.100,   1,  0,  7,  25.0,14.553,  0.000,    13.800, 0.000,14.553,14.530,   0.023147, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:06,  49445833.352, 0.100,   1,  0,  7,  25.0,14.553,  0.000,    13.800, 0.000,14.553,14.530,   0.023421, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:07,  49445834.351, 0.100,   1,  0,  7,  25.0,14.554,  0.000,    13.800, 0.000,14.554,14.530,   0.023693, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:08,  49445835.351, 0.100,   1,  0,  7,  25.0,14.554,  0.000,    13.800, 0.000,14.554,14.530,   0.023967, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:09,  49445836.351, 0.100,   1,  0,  7,  25.0,14.554,  0.000,    13.800, 0.000,14.554,14.530,   0.024241, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:10,  49445837.351, 0.100,   1,  0,  7,  25.0,14.555,  0.000,    13.800, 0.000,14.555,14.530,   0.024514, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:11,  49445838.352, 0.100,   1,  0,  7,  25.0,14.555,  0.000,    13.800, 0.000,14.555,14.530,   0.024788, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:12,  49445839.351, 0.100,   1,  0,  7,  25.0,14.555,  0.000,    13.800, 0.000,14.555,14.530,   0.025061, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:13,  49445840.351, 0.100,   1,  0,  7,  25.0,14.555,  0.000,    13.800, 0.000,14.555,14.530,   0.025335, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:14,  49445841.351, 0.100,   1,  0,  7,  25.0,14.556,  0.000,    13.800, 0.000,14.556,14.530,   0.025607, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:15,  49445842.351, 0.100,   1,  0,  7,  25.0,14.556,  0.000,    13.800, 0.000,14.556,14.530,   0.025881, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:16,  49445843.351, 0.100,   1,  0,  7,  25.0,14.556,  0.000,    13.800, 0.000,14.556,14.530,   0.026154, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:17,  49445844.351, 0.100,   1,  0,  7,  25.0,14.556,  0.000,    13.800, 0.000,14.556,14.530,   0.026427, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:18,  49445845.351, 0.100,   1,  0,  7,  25.0,14.557,  0.000,    13.800, 0.000,14.557,14.530,   0.026700, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:19,  49445846.351, 0.100,   1,  0,  7,  25.0,14.557,  0.000,    13.800, 0.000,14.557,14.530,   0.026974, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:20,  49445847.351, 0.100,   1,  0,  7,  25.0,14.557,  0.000,    13.800, 0.000,14.557,14.530,   0.027247, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:21,  49445848.351, 0.100,   1,  0,  7,  25.0,14.558,  0.000,    13.800, 0.000,14.558,14.530,   0.027519, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:22,  49445849.351, 0.100,   1,  0,  7,  25.0,14.558,  0.000,    13.800, 0.000,14.558,14.530,   0.027792, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:23,  49445850.351, 0.100,   1,  0,  7,  25.0,14.558,  0.000,    13.800, 0.000,14.558,14.530,   0.028065, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:24,  49445851.351, 0.100,   1,  0,  7,  25.0,14.558,  0.000,    13.800, 0.000,14.558,14.530,   0.028338, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:25,  49445852.351, 0.100,   1,  0,  7,  25.0,14.559,  0.000,    13.800, 0.000,14.559,14.530,   0.028610, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:26,  49445853.351, 0.100,   1,  0,  7,  25.0,14.559,  0.000,    13.800, 0.000,14.559,14.530,   0.028883, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:27,  49445854.351, 0.100,   1,  0,  7,  25.0,14.559,  0.000,    13.800, 0.000,14.559,14.530,   0.029156, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:28,  49445855.351, 0.100,   1,  0,  7,  25.0,14.559,  0.000,    13.800, 0.000,14.559,14.530,   0.029429, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:29,  49445856.351, 0.100,   1,  0,  7,  25.0,14.560,  0.000,    13.800, 0.000,14.560,14.530,   0.029701, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:30,  49445857.351, 0.100,   1,  0,  7,  25.0,14.560,  0.000,    13.800, 0.000,14.560,14.530,   0.029974, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:31,  49445858.351, 0.100,   1,  0,  7,  25.0,14.560,  0.000,    13.800, 0.000,14.560,14.530,   0.030247, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:32,  49445859.351, 0.100,   1,  0,  7,  25.0,14.561,  0.000,    13.800, 0.000,14.561,14.530,   0.030519, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:33,  49445860.551, 0.100,   1,  0,  7,  25.0,14.561,  0.000,    13.800, 0.000,14.561,14.530,   0.030846, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:35,  49445861.751, 0.100,   1,  0,  7,  25.0,14.561,  0.000,    13.800, 0.000,14.561,14.530,   0.031173, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:36,  49445862.951, 0.100,   1,  0,  7,  25.0,14.561,  0.000,    13.800, 0.000,14.561,14.530,   0.031499, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:37,  49445864.151, 0.100,   1,  0,  7,  25.0,14.562,  0.000,    13.800, 0.000,14.562,14.530,   0.031826, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:38,  49445865.351, 0.100,   1,  0,  7,  25.0,14.562,  0.000,    13.800, 0.000,14.562,14.530,   0.032153, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:39,  49445866.551, 0.100,   1,  0,  7,  25.0,14.562,  0.000,    13.800, 0.000,14.562,14.530,   0.032480, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:41,  49445867.751, 0.100,   1,  0,  7,  25.0,14.563,  0.000,    13.800, 0.000,14.563,14.530,   0.032806, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:42,  49445868.951, 0.100,   1,  0,  7,  25.0,14.563,  0.000,    13.800, 0.000,14.563,14.530,   0.033133, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:43,  49445870.152, 0.100,   1,  0,  7,  25.0,14.563,  0.000,    13.800, 0.000,14.563,14.530,   0.033459, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:44,  49445871.352, 0.100,   1,  0,  7,  25.0,14.564,  0.000,    13.800, 0.000,14.564,14.530,   0.033785, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:45,  49445872.551, 0.100,   1,  0,  7,  25.0,14.564,  0.000,    13.800, 0.000,14.564,14.530,   0.034111, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:47,  49445873.751, 0.100,   1,  0,  7,  25.0,14.564,  0.000,    13.800, 0.000,14.564,14.530,   0.034437, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:48,  49445874.951, 0.100,   1,  0,  7,  25.0,14.565,  0.000,    13.800, 0.000,14.565,14.530,   0.034765, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:49,  49445876.151, 0.100,   1,  0,  7,  25.0,14.565,  0.000,    13.800, 0.000,14.565,14.530,   0.035090, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:50,  49445877.351, 0.100,   1,  0,  7,  25.0,14.565,  0.000,    13.800, 0.000,14.565,14.530,   0.035416, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:51,  49445878.551, 0.100,   1,  0,  7,  25.0,14.566,  0.000,    13.800, 0.000,14.566,14.530,   0.035742, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:53,  49445879.752, 0.100,   1,  0,  7,  25.0,14.566,  0.000,    13.800, 0.000,14.566,14.530,   0.036068, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:54,  49445880.951, 0.100,   1,  0,  7,  25.0,14.566,  0.000,    13.800, 0.000,14.566,14.530,   0.036394, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:55,  49445882.151, 0.100,   1,  0,  7,  25.0,14.567,  0.000,    13.800, 0.000,14.567,14.530,   0.036720, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:56,  49445883.351, 0.100,   1,  0,  7,  25.0,14.567,  0.000,    13.800, 0.000,14.567,14.530,   0.037046, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:57,  49445884.551, 0.100,   1,  0,  7,  25.0,14.567,  0.000,    13.800, 0.000,14.567,14.530,   0.037371, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:57:59,  49445885.752, 0.100,   1,  0,  7,  25.0,14.568,  0.000,    13.800, 0.000,14.568,14.530,   0.037696, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:58:00,  49445886.951, 0.100,   1,  0,  7,  25.0,14.568,  0.000,    13.800, 0.000,14.568,14.530,   0.038022, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:58:01,  49445888.151, 0.100,   1,  0,  7,  25.0,14.568,  0.000,    13.800, 0.000,14.568,14.530,   0.038347, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:58:02,  49445889.352, 0.100,   1,  0,  7,  25.0,14.569,  0.000,    13.800, 0.000,14.569,14.530,   0.038673, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:58:03,  49445890.551, 0.100,   1,  0,  7,  25.0,14.569,  0.000,    13.800, 0.000,14.569,14.530,   0.038998, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:58:05,  49445891.752, 0.100,   1,  0,  7,  25.0,14.569,  0.000,    13.800, 0.000,14.569,14.530,   0.039323, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:58:06,  49445892.951, 0.100,   1,  0,  7,  25.0,14.570,  0.000,    13.800, 0.000,14.570,14.530,   0.039648, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:58:07,  49445894.151, 0.100,   1,  0,  7,  25.0,14.570,  0.000,    13.800, 0.000,14.570,14.530,   0.039973, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:58:08,  49445895.352, 0.100,   1,  0,  7,  25.0,14.570,  0.000,    13.800, 0.000,14.570,14.530,   0.040299, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:58:09,  49445896.551, 0.100,   1,  0,  7,  25.0,14.571,  0.000,    13.800, 0.000,14.571,14.530,   0.040624, 1.0000,1.0000,1.0000,1.0000,
pro_20220623, 2022-06-24T09:58:11,  49445897.751, 0.100,   1,  0,  7,  25.0,14.540,-10.000,    13.800,-0.038,14.579,14.529,   0.049136, 1.0000,1.0000,1.0000,1.0000,
