 31 13.26   -0.1   Tb,C  VOC,V  Ib,A 
 68 ---   68   EKF,Ah  chg,hrs  CC, Ah

v-2;Pf; for fails
 31 13.26   -0.1   Tb,C  VOC,V  Ib,A 
 68 ---   68   EKF,Ah  chg,hrs  CC, Ah

v-2;Pf; for fails
 31 13.26   -0.1   Tb,C  VOC,V  Ib,A 
 68 ---   68   EKF,Ah  chg,hrs  CC, Ah

v-2;Pf; for fails
 31 13.27   -0.1   Tb,C  VOC,V  Ib,A 
 68 ---   68   EKF,Ah  chg,hrs  CC, Ah

v-2;Pf; for fails
 31 13.27   -0.1   Tb,C  VOC,V  Ib,A 
 68 ---   68   EKF,Ah  chg,hrs  CC, Ah

v-2;Pf; for fails
 31 13.27   -0.1   Tb,C  VOC,V  Ib,A 
 68 ---   68   EKF,Ah  chg,hrs  CC, Ah

v-2;Pf; for fails
 31 13.26   -0.1   Tb,C  VOC,V  Ib,A 
 68 ---   68   EKF,Ah  chg,hrs  CC, Ah

v-2;Pf; for fails
 31 13.26   -0.1   Tb,C  VOC,V  Ib,A 
 68 ---   68   EKF,Ah  chg,hrs  CC, Ah

v-2;Pf; for fails
 31 13.27   -0.1   Tb,C  VOC,V  Ib,A 
 68 ---   68   EKF,Ah  chg,hrs  CC, Ah

v-2;Pf; for fails
echo:  Hd, 4
echo:  Hd, 0
0,  2022-08-29T07:16:34, 1661771794,  19.368,   9.684,   0.193,  1.0000,  0.9789,  13.225,  13.225,   1.000000,   1.000000, 0,
1,  2022-08-29T07:46:34, 1661773594,  19.243,   9.622,   3.220,  1.0000,  0.9831,  13.357,  13.357,   1.000000,   1.000000, 0,
2,  2022-08-29T08:16:34, 1661775394,  19.243,   9.622,   0.572,  1.0000,  0.9990,  14.377,  14.377,   1.000000,   1.000000, 0,
3,  2022-08-29T08:46:34, 1661777194,  19.750,   9.875,   0.257,  1.0000,  0.9991,  14.400,  14.400,   1.000000,   1.000000, 0,
4,  2022-08-29T09:16:34, 1661778994,  20.887,  10.443,   0.193,  1.0000,  0.9991,  14.401,  14.401,   1.000000,   1.000000, 0,
5,  2022-08-29T09:46:34, 1661780794,  22.125,  11.062,   0.257,  1.0000,  0.9990,  14.378,  14.378,   1.000000,   1.000000, 0,
6,  2022-08-29T10:16:34, 1661782594,  23.367,  11.683,   0.257,  1.0000,  0.9989,  14.392,  14.392,   1.000000,   1.000000, 0,
7,  2022-08-29T10:46:34, 1661784394,  24.557,  12.278,   0.193,  1.0000,  0.9989,  14.378,  14.378,   1.000000,   1.000000, 0,
8,  2022-08-29T11:16:34, 1661786194,  25.688,  12.844,   0.320,  1.0000,  0.9989,  14.391,  14.391,   1.000000,   1.000000, 0,
9,  2022-08-29T11:46:35, 1661787995,  26.762,  13.381,   0.193,  1.0000,  0.9988,  14.387,  14.387,   1.000000,   1.000000, 0,
10,  2022-08-29T12:16:35, 1661789795,  27.748,  13.874,   0.257,  1.0000,  0.9988,  14.374,  14.374,   1.000000,   1.000000, 0,
11,  2022-08-29T12:46:35, 1661791595,  28.625,  14.312,   0.257,  1.0000,  0.9988,  14.383,  14.383,   1.000000,   1.000000, 0,
12,  2022-08-29T13:16:35, 1661793395,  29.492,  14.746,   0.193,  1.0000,  0.9988,  14.378,  14.378,   1.000000,   1.000000, 0,
13,  2022-08-29T13:46:35, 1661795195,  30.370,  15.185,   0.320,  1.0000,  0.9987,  14.373,  14.373,   1.000000,   1.000000, 0,
14,  2022-08-29T14:16:35, 1661796995,  31.247,  15.623,   0.257,  1.0000,  0.9987,  14.391,  14.391,   1.000000,   1.000000, 0,
15,  2022-08-29T14:46:35, 1661798795,  31.935,  15.967,   0.257,  1.0000,  0.9986,  14.365,  14.365,   1.000000,   1.000000, 0,
16,  2022-08-29T15:16:35, 1661800595,  32.375,  16.188,   0.383,  1.0000,  0.9986,  14.382,  14.382,   1.000000,   1.000000, 0,
17,  2022-08-29T15:46:35, 1661802395,  32.623,  16.312,   0.130,  1.0000,  0.9986,  14.383,  14.383,   1.000000,   1.000000, 0,
18,  2022-08-29T16:16:35, 1661804195,  32.812,  16.406,   0.383,  1.0000,  0.9986,  14.369,  14.369,   1.000000,   1.000000, 0,
19,  2022-08-29T16:46:35, 1661805995,  32.937,  16.468,   0.257,  1.0000,  0.9987,  14.383,  14.383,   1.000000,   1.000000, 0,
