echo:  Hd, 4
echo:  Hd, 0

unit_h, 2022-09-21T02:30:48, 1663741848,  19.243,  12.862,  -6.227,  0.2969,  0.3239,  12.938,  12.977,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T03:00:48, 1663743648,  19.118,  12.844,  -5.155,  0.2701,  0.2902,  12.908,  12.947,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T03:30:48, 1663745448,  19.057,  12.814,  -5.423,  0.2436,  0.2539,  12.881,  12.920,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T04:00:48, 1663747248,  18.932,  12.793,  -5.490,  0.2171,  0.2229,  12.860,  12.899,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T04:30:48, 1663749048,  18.868,  12.741,  -5.557,  0.1904,  0.1957,  12.809,  12.848,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T05:00:48, 1663750848,  18.807,  12.719,  -5.357,  0.1637,  0.1717,  12.785,  12.825,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T05:30:48, 1663752648,  18.743,  12.659,  -5.623,  0.1369,  0.1559,  12.728,  12.768,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T06:00:48, 1663754448,  18.682,  12.590,  -5.423,  0.1100,  0.1428,  12.657,  12.697,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T06:30:48, 1663756248,  18.618,  12.582,  -5.690,  0.0830,  0.1369,  12.652,  12.692,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T07:00:48, 1663758048,  18.557,  12.526,  -5.825,  0.0559,  0.1348,  12.598,  12.637,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T07:30:49, 1663759849,  18.432,  12.345,  -5.557,  0.0286,  0.1260,  12.413,  12.453,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T08:00:49, 1663761649,  18.432,   4.069,  -5.690,  0.0018,  0.0026,   4.180,   4.180,   1.000000,   1.000000, 128,
unit_h, 2022-09-21T08:30:49, 1663763449,  18.368,  11.057,   1.870, -0.0225,  0.0669,  11.034,  11.073,   1.000000,   1.000000, 0,
unit_h, 2022-09-21T09:00:49, 1663765249,  18.368,   4.061,   7.157, -0.0031,  0.0000,   4.000,   4.000,   1.000000,   1.000000, 128,
unit_h, 2022-09-21T09:30:49, 1663767049,  18.437,   6.854,   5.217,  0.0283,  0.0276,   6.803,   6.803,   1.000000,   1.000000, 128,
unit_h, 2022-09-21T10:00:49, 1663768849,  18.812,  10.258,   2.138,  0.0673,  0.0669,  10.232,  10.230,   1.000000,   1.000000, 128,
unit_h, 2022-09-21T10:30:49, 1663770649,  19.250,  12.527,   9.968,  0.1059,  0.1052,  12.404,  12.393,   1.000000,   1.000000, 128,
unit_h, 2022-09-21T11:00:49, 1663772449,  19.750,  12.795,   3.410,  0.1382,  0.1367,  12.753,  12.736,   1.000000,   1.000000, 128,
unit_h, 2022-09-21T11:30:49, 1663774249,  20.000,  13.335,  20.408,  0.1729,  0.1768,  13.084,  13.062,   1.000000,   1.000000, 0,
