unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, ioc, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,,,,,,,,,,,,,,,,
unit_m,  c_time,       chm_s, qcrs_s, bmso_s, Tb_s,Tbl_s,  vsat_s, voc_stat_s, dv_dyn_s, vb_s, ib_s, ib_in_s, ib_charge_s, ioc_s, sat_s, dq_s, soc_s, reset_s,,,,,,,,,,,,,,,,,,,,,
unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel_stat,ib_h,ib_s,mib,ib, vb_sel,vb_h,vb_s,mvb,vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr, preserving
unit_e,c_time,dt,Fx_, Bu_, Q_, R_, P_, S_, K_, u_, x_, y_, z_, x_prior_, P_prior_, x_post_, P_post_, hx_, H_,,,,,,,,,,,,,,,,,,,,
unit_sel,74770650.504,0,1,0.2758175,30.63496,30.96041,30.63496,30.63496,30.63496,-0.32545,-0.02522,13.11989,-0.1162,-0.12338,1,30.63496,30.63496,0,30.63496,1,13.83398,13.70913,0,13.83398,11.43,11.43,0,11.43,0,16,-0.018,0.038,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770650.504,0,390240,0,11.4325,11.4325,13.74573,13.11973,0.35368,13.70913,31.222,30.635,30.635,20.263,0,-96376.9,0.71426,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770650.504,2,0.9999999,0.0000056,0.00000225,0.25,0.0002685078,0.2533631,0.003775789,30.68669,0.9903509,-0.02068806,13.24281,0.990429,0.0002721199,0.9903509,0.0002685078,13.2635,3.51553,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:07,74770650.504,0.1,0,390240,0,1,0,0,11.4,13.834,30.635,30.635,20.262,13.11989,13.74573,0.35101,13.24733,13.2635,-0.020688,0.71426,0.99035,0.71454,,,,,,,,,,,,,,,,
unit_sel,74770650.704,0,1,0.2757993,31.12407,31.10715,31.12407,31.12407,31.12407,0.01692,-0.02546,13.1199,-0.13124,-0.12367,1,31.12407,31.12407,0,31.12407,1,13.83827,13.70695,0,13.83827,11.43,11.43,0,11.43,0,16,-0.153,0.037,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770650.704,0,390240,0,11.4325,11.4325,13.74573,13.11974,0.35149,13.70695,30.733,31.124,31.124,20.263,0,-96370.7,0.71428,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770650.704,2,0.9999999,0.0000056,0.00000225,0.25,0.0002685078,0.2533631,0.003775789,30.68669,0.9903509,-0.02068806,13.24281,0.990429,0.0002721199,0.9903509,0.0002685078,13.2635,3.51553,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:07,74770650.704,0.1,0,390240,0,1,0,0,11.4,13.838,31.124,31.124,20.262,13.11991,13.74573,0.35332,13.24931,13.2635,-0.020688,0.71428,0.99035,0.71456,,,,,,,,,,,,,,,,
unit_sel,74770650.904,0,1,0.2757809,31.17299,30.81367,31.17299,31.17299,31.17299,0.35932,-0.02272,13.11991,-0.13071,-0.12399,1,31.17299,31.17299,0,31.17299,1,13.82969,13.70747,0,13.82969,11.43,11.43,0,11.43,0,16,-0.048,0.039,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770650.904,0,390240,0,11.4325,11.4325,13.74573,13.11975,0.35201,13.70747,30.831,31.173,31.173,20.263,0,-96364.5,0.7143,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770650.904,2,0.9999999,0.0000056,0.00000225,0.25,0.0002685078,0.2533631,0.003775789,30.68669,0.9903509,-0.02068806,13.24281,0.990429,0.0002721199,0.9903509,0.0002685078,13.2635,3.51553,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:07,74770650.904,0.1,0,390240,0,1,0,0,11.4,13.83,31.173,31.173,20.262,13.11992,13.74573,0.35362,13.24044,13.2635,-0.020688,0.7143,0.99035,0.71458,,,,,,,,,,,,,,,,
unit_sel,74770651.104,0,1,0.2757626,31.12408,31.05824,31.12408,31.12408,31.12408,0.06584,-0.02589,13.11992,-0.13109,-0.12408,1,31.12408,31.12408,0,31.12408,1,13.82112,13.70709,0,13.82112,11.43,11.43,0,11.43,0,16,0.014,0.034,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770651.104,0,390240,0,11.4325,11.4325,13.74573,13.11976,0.35163,13.70709,30.733,31.124,31.124,20.263,0,-96358.3,0.71432,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770651.104,2,0.9999999,0.0000056,0.00000225,0.25,0.0002685078,0.2533631,0.003775789,30.68669,0.9903509,-0.02068806,13.24281,0.990429,0.0002721199,0.9903509,0.0002685078,13.2635,3.51553,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:07,74770651.104,0.1,0,390240,0,1,0,0,11.4,13.821,31.124,31.124,20.262,13.11993,13.74573,0.35346,13.23203,13.2635,-0.020688,0.71432,0.99035,0.7146,,,,,,,,,,,,,,,,
unit_sel,74770651.304,0,1,0.2757441,30.73279,31.15606,30.73279,30.73279,30.73279,-0.42326,-0.02059,13.11993,-0.12877,-0.12391,1,30.73279,30.73279,0,30.73279,1,13.81254,13.70942,0,13.81254,11.43,11.43,0,11.43,0,16,-0.226,0.029,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770651.304,0,390240,0,11.4325,11.4325,13.74573,13.11977,0.35395,13.70942,31.222,30.733,30.733,20.263,0,-96352.1,0.71434,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770651.304,2,0.9999999,0.0000056,0.00000225,0.25,0.0002685078,0.2533631,0.003775789,30.68669,0.9903509,-0.02068806,13.24281,0.990429,0.0002721199,0.9903509,0.0002685078,13.2635,3.51553,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:08,74770651.304,0.1,0,390240,0,1,0,0,11.4,13.813,30.733,30.733,20.261,13.11994,13.74573,0.35173,13.2252,13.2635,-0.020688,0.71434,0.99035,0.71462,,,,,,,,,,,,,,,,
unit_sel,74770651.504,0,1,0.275726,31.17299,31.25388,31.17299,31.17299,31.17299,-0.08089,-0.0258,13.11994,-0.1226,-0.12342,1,31.17299,31.17299,0,31.17299,1,13.82969,13.70701,0,13.82969,11.43,11.43,0,11.43,0,16,0.215,0.017,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770651.504,0,390240,0,11.4325,11.4325,13.74573,13.11978,0.35154,13.70701,30.684,31.173,31.173,20.263,0,-96345.9,0.71436,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770651.504,2,0.9999999,0.0000056,0.00000225,0.25,0.0002685078,0.2533631,0.003775789,30.68669,0.9903509,-0.02068806,13.24281,0.990429,0.0002721199,0.9903509,0.0002685078,13.2635,3.51553,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:08,74770651.504,0.1,0,390240,0,1,0,0,11.4,13.83,31.173,31.173,20.261,13.11995,13.74573,0.35382,13.24026,13.2635,-0.020688,0.71436,0.99035,0.71463,,,,,,,,,,,,,,,,
unit_sel,74770651.704,0,1,0.2757077,30.73278,31.05824,30.73278,30.73278,30.73278,-0.32546,-0.03945,13.11996,-0.10176,-0.12281,1,30.73278,30.73278,0,30.73278,1,13.82969,13.70641,0,13.82969,11.43,11.43,0,11.43,0,16,-0.511,0.008,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770651.704,0,390240,0,11.4325,11.4325,13.74573,13.11979,0.35093,13.70641,30.537,30.733,30.733,20.263,0,-96339.8,0.71437,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770651.704,2,0.9999999,0.0000056,0.00000225,0.25,0.0002685078,0.2533631,0.003775789,30.68669,0.9903509,-0.02068806,13.24281,0.990429,0.0002721199,0.9903509,0.0002685078,13.2635,3.51553,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:08,74770651.704,0.1,0,390240,0,1,0,0,11.4,13.83,30.733,30.733,20.261,13.11996,13.74573,0.35186,13.24223,13.2635,-0.020688,0.71437,0.99035,0.71465,,,,,,,,,,,,,,,,
unit_sel,74770651.904,0,1,0.2756917,31.12408,31.20496,31.12408,31.12408,31.12408,-0.08088,-0.03918,13.11997,-0.11253,-0.12255,1,31.12408,31.12408,0,31.12408,1,13.84684,13.70851,0,13.84684,11.43,11.43,0,11.43,1024,16,0.475,-0.002,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770651.904,0,390240,0,11.4325,11.4325,13.74573,13.1198,0.35302,13.70851,30.977,31.124,31.124,20.263,0,-96333.6,0.71439,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770651.904,2,0.9999999,0.0000056,0.00000225,0.25,0.0002656318,0.2548244,0.004485089,30.93086,0.9903532,-0.03808784,13.2325,0.990524,0.0002707578,0.9903532,0.0002656318,13.27059,4.221153,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:08,74770651.904,0.1,0,390240,0,1,0,0,11.4,13.847,31.124,31.124,20.261,13.11997,13.74573,0.35373,13.25751,13.27059,-0.038088,0.71439,0.99035,0.71467,,,,,,,,,,,,,,,,
unit_sel,74770652.104,0,1,0.2756734,30.87952,31.30279,30.87952,30.87952,30.87952,-0.42327,-0.05329,13.11998,-0.09576,-0.12225,1,30.87952,30.87952,0,30.87952,1,13.81683,13.70813,0,13.81683,11.43,11.43,0,11.43,0,16,0.324,0.01,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770652.104,0,390240,0,11.4325,11.4325,13.74573,13.11982,0.35263,13.70813,30.88,30.88,30.88,20.263,0,-96327.5,0.71441,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770652.104,2,0.9999999,0.0000056,0.00000225,0.25,0.0002656318,0.2548244,0.004485089,30.93086,0.9903532,-0.03808784,13.2325,0.990524,0.0002707578,0.9903532,0.0002656318,13.27059,4.221153,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:08,74770652.104,0.1,0,390240,0,1,0,0,11.4,13.817,30.88,30.88,20.261,13.11998,13.74573,0.35267,13.22857,13.27059,-0.038088,0.71441,0.99035,0.71469,,,,,,,,,,,,,,,,
unit_sel,74770652.304,0,1,0.2756551,30.78169,31.05823,30.78169,30.78169,30.78169,-0.27654,-0.06204,13.11999,-0.10855,-0.12158,1,30.78169,30.78169,0,30.78169,1,13.80397,13.7082,0,13.80397,11.43,11.43,0,11.43,0,16,-0.172,0.022,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770652.304,0,390240,0,11.4325,11.4325,13.74573,13.11983,0.3527,13.7082,30.88,30.782,30.782,20.263,0,-96321.3,0.71443,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770652.304,2,0.9999999,0.0000056,0.00000225,0.25,0.0002656318,0.2548244,0.004485089,30.93086,0.9903532,-0.03808784,13.2325,0.990524,0.0002707578,0.9903532,0.0002656318,13.27059,4.221153,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:09,74770652.304,0.1,0,390240,0,1,0,0,11.4,13.804,30.782,30.782,20.261,13.11999,13.74573,0.35228,13.2161,13.27059,-0.038088,0.71443,0.99035,0.71471,,,,,,,,,,,,,,,,
unit_sel,74770652.504,0,1,0.2756369,31.02626,31.00932,31.02626,31.02626,31.02626,0.01694,-0.06084,13.12,-0.11232,-0.12074,1,31.02626,31.02626,0,31.02626,1,13.79968,13.70872,0,13.79968,11.43,11.43,0,11.43,0,16,0.066,0.025,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770652.504,0,390240,0,11.4325,11.4325,13.74573,13.11984,0.35322,13.70872,30.977,31.026,31.026,20.262,0,-96315.1,0.71445,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770652.504,2,0.9999999,0.0000056,0.00000225,0.25,0.0002656318,0.2548244,0.004485089,30.93086,0.9903532,-0.03808784,13.2325,0.990524,0.0002707578,0.9903532,0.0002656318,13.27059,4.221153,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:09,74770652.504,0.1,0,390240,0,1,0,0,11.4,13.8,31.026,31.026,20.261,13.12001,13.74573,0.35347,13.21062,13.27059,-0.038088,0.71445,0.99035,0.71473,,,,,,,,,,,,,,,,
unit_sel,74770652.704,0,1,0.2756185,30.97734,30.61803,30.97734,30.97734,30.97734,0.35931,-0.05291,13.12001,-0.16414,-0.12108,1,30.97734,30.97734,0,30.97734,1,13.83398,13.70834,0,13.83398,11.43,11.43,0,11.43,0,16,-0.506,0.021,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770652.704,0,390240,0,11.4325,11.4325,13.74573,13.11985,0.35283,13.70834,30.88,30.977,30.977,20.262,0,-96308.9,0.71447,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770652.704,2,0.9999999,0.0000056,0.00000225,0.25,0.0002656318,0.2548244,0.004485089,30.93086,0.9903532,-0.03808784,13.2325,0.990524,0.0002707578,0.9903532,0.0002656318,13.27059,4.221153,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:09,74770652.704,0.1,0,390240,0,1,0,0,11.4,13.834,30.977,30.977,20.261,13.12002,13.74573,0.35331,13.24509,13.27059,-0.038088,0.71447,0.99035,0.71474,,,,,,,,,,,,,,,,
unit_sel,74770652.904,0,1,0.2756002,30.92844,30.71585,30.92844,30.92844,30.92844,0.21259,-0.05484,13.12002,-0.10834,-0.12086,1,30.92844,30.92844,0,30.92844,1,13.83398,13.70842,0,13.83398,11.43,11.43,0,11.43,0,16,-0.055,0.01,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770652.904,0,390240,0,11.4325,11.4325,13.74573,13.11986,0.3529,13.70842,30.88,30.928,30.928,20.262,0,-96302.8,0.71448,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770652.904,2,0.9999999,0.0000056,0.00000225,0.25,0.0002656318,0.2548244,0.004485089,30.93086,0.9903532,-0.03808784,13.2325,0.990524,0.0002707578,0.9903532,0.0002656318,13.27059,4.221153,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:09,74770652.904,0.1,0,390240,0,1,0,0,11.4,13.834,30.928,30.928,20.261,13.12003,13.74573,0.35316,13.24525,13.27059,-0.038088,0.71448,0.99035,0.71476,,,,,,,,,,,,,,,,
unit_sel,74770653.104,0,1,0.2755818,30.92842,31.00932,30.92842,30.92842,30.92842,-0.0809,-0.04637,13.12003,-0.12745,-0.12113,1,30.92842,30.92842,0,30.92842,1,13.80826,13.71074,0,13.80826,11.43,11.43,0,11.43,0,16,0.336,0.008,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770653.104,0,390240,0,11.4325,11.4325,13.74573,13.11987,0.35522,13.71074,31.369,30.928,30.928,20.262,0,-96296.5,0.7145,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770653.104,2,0.9999999,0.0000056,0.00000225,0.25,0.0002656318,0.2548244,0.004485089,30.93086,0.9903532,-0.03808784,13.2325,0.990524,0.0002707578,0.9903532,0.0002656318,13.27059,4.221153,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:09,74770653.104,0.1,0,390240,0,1,0,0,11.4,13.808,30.928,30.928,20.26,13.12004,13.74573,0.35322,13.21946,13.27059,-0.038088,0.7145,0.99035,0.71478,,,,,,,,,,,,,,,,
unit_sel,74770653.304,0,1,0.2755633,30.68388,31.15606,30.68388,30.68388,30.68388,-0.47217,-0.04123,13.12004,-0.14452,-0.12119,1,30.68388,30.68388,0,30.68388,1,13.80826,13.71081,0,13.80826,11.43,11.43,0,11.43,0,16,-0.043,0.01,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770653.304,0,390240,0,11.4325,11.4325,13.74573,13.11988,0.35528,13.71081,31.369,30.684,30.684,20.262,0,-96290.3,0.71452,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770653.304,2,0.9999999,0.0000056,0.00000225,0.25,0.0002656318,0.2548244,0.004485089,30.93086,0.9903532,-0.03808784,13.2325,0.990524,0.0002707578,0.9903532,0.0002656318,13.27059,4.221153,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:10,74770653.304,0.1,0,390240,0,1,0,0,11.4,13.808,30.684,30.684,20.26,13.12005,13.74573,0.35217,13.22053,13.27059,-0.038088,0.71452,0.99035,0.7148,,,,,,,,,,,,,,,,
unit_sel,74770653.504,0,1,0.2755451,30.87952,30.9115,30.87952,30.87952,30.87952,-0.03198,-0.04846,13.12006,-0.13,-0.12091,1,30.87952,30.87952,0,30.87952,1,13.81683,13.70818,0,13.81683,11.43,11.43,0,11.43,0,16,-0.147,0.007,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770653.504,0,390240,0,11.4325,11.4325,13.74573,13.11989,0.35265,13.70818,30.782,30.88,30.88,20.262,0,-96284.2,0.71454,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770653.504,2,0.9999999,0.0000056,0.00000225,0.25,0.0002656318,0.2548244,0.004485089,30.93086,0.9903532,-0.03808784,13.2325,0.990524,0.0002707578,0.9903532,0.0002656318,13.27059,4.221153,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:10,74770653.504,0.1,0,390240,0,1,0,0,11.4,13.817,30.88,30.88,20.26,13.12006,13.74573,0.35313,13.22814,13.27059,-0.038088,0.71454,0.99035,0.71482,,,,,,,,,,,,,,,,
unit_sel,74770653.704,0,1,0.2755268,31.02626,31.05823,31.02626,31.02626,31.02626,-0.03197,-0.04022,13.12007,-0.14528,-0.1212,1,31.02626,31.02626,0,31.02626,1,13.83827,13.71005,0,13.83827,11.43,11.43,0,11.43,1024,16,0.174,0.003,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770653.704,0,390240,0,11.4325,11.4325,13.74573,13.1199,0.35451,13.71005,31.173,31.026,31.026,20.262,0,-96278,0.71456,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770653.704,2,0.9999999,0.0000056,0.00000225,0.25,0.0002656318,0.2548244,0.004485089,30.93086,0.9903532,-0.03808784,13.2325,0.990524,0.0002707578,0.9903532,0.0002656318,13.27059,4.221153,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:10,74770653.704,0.1,0,390240,0,1,0,0,11.4,13.838,31.026,31.026,20.26,13.12007,13.74573,0.35387,13.24884,13.27059,-0.038088,0.71456,0.99035,0.71484,,,,,,,,,,,,,,,,
unit_sel,74770653.904,0,1,0.2755129,31.41753,30.76477,31.41753,31.41753,31.41753,0.65277,-0.03583,13.12008,-0.11294,-0.12118,1,31.41753,31.41753,0,31.41753,1,13.80397,13.7081,0,13.80397,11.43,11.43,0,11.43,0,16,0.21,0.006,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770653.904,0,390240,0,11.4325,11.4325,13.74573,13.11992,0.35256,13.7081,30.733,31.418,31.418,20.262,0,-96271.8,0.71458,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770653.904,2,0.9999999,0.0000056,0.00000225,0.25,0.0002628463,0.2547893,0.004445578,30.68669,0.9903576,-0.03764343,13.23301,0.990525,0.0002678817,0.9903576,0.0002628463,13.27066,4.228306,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:10,74770653.904,0.1,0,390240,0,1,0,0,11.4,13.804,31.418,31.418,20.26,13.12008,13.74573,0.35574,13.21268,13.27066,-0.037643,0.71458,0.99036,0.71485,,,,,,,,,,,,,,,,
unit_sel,74770654.104,0,1,0.2754945,30.68387,31.20497,30.68387,30.68387,30.68387,-0.5211,-0.04822,13.12009,-0.13791,-0.1209,1,30.68387,30.68387,0,30.68387,1,13.7954,13.70885,0,13.7954,11.43,11.43,0,11.43,0,16,-0.167,0.011,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770654.104,0,390240,0,11.4325,11.4325,13.74573,13.11993,0.3533,13.70885,30.88,30.684,30.684,20.262,0,-96265.6,0.71459,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770654.104,2,0.9999999,0.0000056,0.00000225,0.25,0.0002628463,0.2547893,0.004445578,30.68669,0.9903576,-0.03764343,13.23301,0.990525,0.0002678817,0.9903576,0.0002628463,13.27066,4.228306,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:10,74770654.104,0.1,0,390240,0,1,0,0,11.4,13.795,30.684,30.684,20.26,13.12009,13.74573,0.35243,13.20743,13.27066,-0.037643,0.71459,0.99036,0.71487,,,,,,,,,,,,,,,,
unit_sel,74770654.304,0,1,0.2754762,31.07516,31.10715,31.07516,31.07516,31.07516,-0.03199,-0.04378,13.1201,-0.16266,-0.12112,1,31.07516,31.07516,0,31.07516,1,13.83398,13.70982,0,13.83398,11.43,11.43,0,11.43,0,16,0.197,0.011,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770654.304,0,390240,0,11.4325,11.4325,13.74573,13.11994,0.35426,13.70982,31.075,31.075,31.075,20.261,0,-96259.4,0.71461,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770654.304,2,0.9999999,0.0000056,0.00000225,0.25,0.0002628463,0.2547893,0.004445578,30.68669,0.9903576,-0.03764343,13.23301,0.990525,0.0002678817,0.9903576,0.0002628463,13.27066,4.228306,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:11,74770654.304,0.1,0,390240,0,1,0,0,11.4,13.834,31.075,31.075,20.26,13.12011,13.74573,0.3543,13.24415,13.27066,-0.037643,0.71461,0.99036,0.71489,,,,,,,,,,,,,,,,
unit_sel,74770654.504,0,1,0.2754578,31.12407,30.86259,31.12407,31.12407,31.12407,0.26148,-0.03846,13.12011,-0.12874,-0.12138,1,31.12407,31.12407,0,31.12407,1,13.83827,13.70944,0,13.83827,11.43,11.43,0,11.43,0,16,-0.014,0.017,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770654.504,0,390240,0,11.4325,11.4325,13.74573,13.11995,0.35388,13.70944,30.977,31.124,31.124,20.261,0,-96253.2,0.71463,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770654.504,2,0.9999999,0.0000056,0.00000225,0.25,0.0002628463,0.2547893,0.004445578,30.68669,0.9903576,-0.03764343,13.23301,0.990525,0.0002678817,0.9903576,0.0002628463,13.27066,4.228306,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:11,74770654.504,0.1,0,390240,0,1,0,0,11.4,13.838,31.124,31.124,20.26,13.12012,13.74573,0.35459,13.24815,13.27066,-0.037643,0.71463,0.99036,0.71491,,,,,,,,,,,,,,,,
unit_sel,74770654.704,0,1,0.2754394,31.41753,30.91151,31.41753,31.41753,31.41753,0.50603,-0.02185,13.12012,-0.11536,-0.12139,1,31.41753,31.41753,0,31.41753,1,13.79968,13.70996,0,13.79968,11.43,11.43,0,11.43,0,16,0.207,0.019,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770654.704,0,390240,0,11.4325,11.4325,13.74573,13.11996,0.3544,13.70996,31.075,31.418,31.418,20.261,0,-96247,0.71465,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770654.704,2,0.9999999,0.0000056,0.00000225,0.25,0.0002628463,0.2547893,0.004445578,30.68669,0.9903576,-0.03764343,13.23301,0.990525,0.0002678817,0.9903576,0.0002628463,13.27066,4.228306,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:11,74770654.704,0.1,0,390240,0,1,0,0,11.4,13.8,31.418,31.418,20.26,13.12013,13.74573,0.35601,13.20815,13.27066,-0.037643,0.71465,0.99036,0.71493,,,,,,,,,,,,,,,,
unit_sel,74770654.904,0,1,0.2754209,31.17298,31.20497,31.17298,31.17298,31.17298,-0.03199,-0.02225,13.12013,-0.10716,-0.12024,1,31.17298,31.17298,0,31.17298,1,13.7954,13.70959,0,13.7954,11.43,11.43,0,11.43,0,16,0.258,0.028,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770654.904,0,390240,0,11.4325,11.4325,13.74573,13.11997,0.35402,13.70959,30.977,31.173,31.173,20.261,0,-96240.8,0.71467,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770654.904,2,0.9999999,0.0000056,0.00000225,0.25,0.0002628463,0.2547893,0.004445578,30.68669,0.9903576,-0.03764343,13.23301,0.990525,0.0002678817,0.9903576,0.0002628463,13.27066,4.228306,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:11,74770654.904,0.1,0,390240,0,1,0,0,11.4,13.795,31.173,31.173,20.259,13.12014,13.74573,0.35495,13.20493,13.27066,-0.037643,0.71467,0.99036,0.71495,,,,,,,,,,,,,,,,
unit_sel,74770655.104,0,1,0.2754025,31.31973,30.56912,31.31973,31.31973,31.31973,0.7506,-0.00809,13.12014,-0.11228,-0.11919,1,31.31973,31.31973,0,31.31973,1,13.83827,13.70876,0,13.83827,11.43,11.43,0,11.43,0,16,-0.522,0.03,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770655.104,0,390240,0,11.4325,11.4325,13.74573,13.11998,0.35318,13.70876,30.782,31.32,31.32,20.261,0,-96234.6,0.71469,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770655.104,2,0.9999999,0.0000056,0.00000225,0.25,0.0002628463,0.2547893,0.004445578,30.68669,0.9903576,-0.03764343,13.23301,0.990525,0.0002678817,0.9903576,0.0002628463,13.27066,4.228306,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:11,74770655.104,0.1,0,390240,0,1,0,0,11.4,13.838,31.32,31.32,20.259,13.12015,13.74573,0.35569,13.24706,13.27066,-0.037643,0.71469,0.99036,0.71496,,,,,,,,,,,,,,,,
unit_sel,74770655.304,0,1,0.2753841,31.2219,31.44952,31.2219,31.2219,31.2219,-0.22763,-0.00625,13.12016,-0.1192,-0.11938,1,31.2219,31.2219,0,31.2219,1,13.84684,13.71041,0,13.84684,11.43,11.43,0,11.43,0,16,0.593,0.025,1,0.2,0.394,-0.492,10,0.005,0
unit_sim,74770655.304,0,390240,0,11.4325,11.4325,13.74573,13.11999,0.35482,13.71041,31.124,31.222,31.222,20.261,0,-96228.4,0.7147,0, ,,,,,,,,,,,,,,,,,,,,
unit_ekf,74770655.304,2,0.9999999,0.0000056,0.00000225,0.25,0.0002628463,0.2547893,0.004445578,30.68669,0.9903576,-0.03764343,13.23301,0.990525,0.0002678817,0.9903576,0.0002628463,13.27066,4.228306,,,,,,,,,,,,,,,,,,,,
soc1a_20230326, 2023-03-27T20:39:11,74770655.304,0.1,0,390240,0,1,0,0,11.4,13.847,31.222,31.222,20.259,13.12016,13.74573,0.35531,13.25602,13.27066,-0.037643,0.7147,0.99036,0.71498,,,,,,,,,,,,,,,,
unit_sel,74770655.504,0,1,0.2753657,30.87952,31.00933,30.87952,30.87952,30.87952,-0.1298,-0.0111,13.12017,-0.13312,-0.12011,1,30.87952,30.87952,0,30.87952,1,13.85541,13.70936,0,13.85541,11.43,11.43,0,11.43,0,16,-0.362,0.033,1,0.2,0.394,-0.492,10,0.005,0
