unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel,Ib_h,Ib_s,mib,Ib, vb_sel,Vb_h,Vb_s,mvb,Vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr, preserving,
unit_sel, 63173610.947, 0, 1,  -0.9903060,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13325,   14.41691,-3.59003,-3.70779,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16344,9.56475, 0, 13.16344,  10.06,10.06, 0,  9.99, 0, 16,   0.039,  -0.009, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63173611.047, 0, 1,  -0.9903055,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13380,   14.41683,-3.59332,-3.70220,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17205,9.57008, 0, 13.17205,  10.06,10.06, 0,  9.99, 0, 16,  -0.182,  -0.011, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63173611.146, 0, 1,  -0.9903050,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13434,   14.41675,-3.59648,-3.69710,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17636,9.57553, 0, 13.17636,  10.06,10.06, 0,  9.99, 0, 16,  -0.149,  -0.014, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63173611.247, 0, 1,  -0.9903045,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13487,   14.41667,-3.59537,-3.69209,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16344,9.58094, 0, 13.16344,  10.06,10.06, 0,  9.99, 0, 16,  -0.122,  -0.018, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63173611.346, 0, 1,  -0.9903040,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13538,   14.41657,-3.57694,-3.68653,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16344,9.58646, 0, 13.16344,  10.06,10.06, 0,  9.99, 0, 16,  -0.100,  -0.022, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63173611.446, 0, 1,  -0.9903035,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13589,   14.41649,-3.57153,-3.68092,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.15914,9.59187, 0, 13.15914,  10.06,10.06, 0,  9.99, 0, 16,  -0.082,  -0.026, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63173611.546, 0, 1,  -0.9903030,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13638,   14.41641,-3.56176,-3.67510,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.15052,9.59732, 0, 13.15052,  10.06,10.06, 0,  9.99, 0, 16,  -0.067,  -0.029, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63173611.647, 0, 1,  -0.9903026,  -1.60924,-1.77023,-1.60924,-1.60924,-1.60924,  0.16099,0.13688,   14.41633,-3.54769,-3.66883,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17205,9.60278, 0, 13.17205,  10.06,10.06, 0,  9.99, 0, 16,  -0.055,  -0.033, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63173611.747, 0, 1,  -0.9903021,  -1.60924,-1.59243,-1.60924,-1.60924,-1.60924,  -0.01681,0.13383,   14.41625,-3.56371,-3.66370,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.17205,9.60829, 0, 13.17205,  10.06,10.06, 0,  9.99, 0, 16,   0.122,  -0.034, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63173611.846, 0, 1,  -0.9903016,  -1.60924,-1.59243,-1.60924,-1.60924,-1.60924,  -0.01681,0.13088,   14.41616,-3.55827,-3.65861,  1, -1.60924,-1.60924, 0, -1.60924,  1, 13.16775,9.61374, 0, 13.16775,  10.06,10.06, 0,  9.99, 0, 16,   0.256,  -0.032, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
