unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel,Ib_h,Ib_s,mib,Ib, vb_sel,Vb_h,Vb_s,mvb,Vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr, preserving,
unit_sel, 62567171.781, 0, 0,  -0.0000034,  0.00000,0.00000,0.09200,-0.61600,0.00000,  0.00000,0.00000,   11.00000,-0.02201,-0.00487,  1, 0.00000,0.09200, 1, 0.09200,  1, 13.49940,11.00003, 1, 10.99491,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567171.941, 0, 0,  -0.0000035,  0.00000,0.00000,0.07920,-0.23200,0.00000,  0.00000,0.00000,   11.00000,0.00552,-0.00407,  1, 0.00000,0.07920, 1, 0.07920,  1, 13.49510,11.00006, 1, 11.04061,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567172.043, 0, 0,  -0.0000035,  0.00000,0.00000,0.05360,0.55200,0.00000,  0.00000,0.00000,   11.00000,-0.04021,-0.00587,  1, 0.00000,0.05360, 1, 0.05360,  1, 13.49510,11.00005, 1, 11.03036,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567172.143, 0, 0,  -0.0000035,  0.00000,0.00000,0.00240,0.05600,0.00000,  0.00000,0.00000,   11.00001,-0.03005,-0.00705,  1, 0.00000,0.00240, 1, 0.00240,  1, 13.49940,11.00002, 1, 11.00986,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567172.243, 0, 0,  -0.0000035,  0.00000,0.00000,-0.09840,-0.92000,0.00000,  0.00000,0.00000,   11.00001,-0.00973,-0.00718,  1, 0.00000,-0.09840, 1, -0.09840,  1, 13.49510,10.99997, 1, 10.96965,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567172.343, 0, 0,  -0.0000035,  0.00000,0.00000,-0.09680,-0.84000,0.00000,  0.00000,0.00000,   11.00001,0.03012,-0.00536,  1, 0.00000,-0.09680, 1, -0.09680,  1, 13.49510,10.99988, 1, 10.98925,   0.00,24.98, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567172.443, 0, 0,  -0.0000034,  0.00000,0.00000,-0.09360,-0.68000,0.00000,  0.00000,0.00000,   11.00000,0.01042,-0.00459,  1, 0.00000,-0.09360, 1, -0.09360,  1, 13.49510,11.00000, 1, 11.02952,   0.00,24.98, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567172.543, 0, 0,  -0.0000034,  0.00000,0.00000,-0.08720,-0.36000,0.00000,  0.00000,0.00000,   11.00000,-0.02990,-0.00582,  1, 0.00000,-0.08720, 1, -0.08720,  1, 13.49940,11.00003, 1, 11.00829,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567172.643, 0, 0,  -0.0000034,  0.00000,0.00000,-0.07440,0.29600,0.00000,  0.00000,0.00000,   11.00000,-0.00868,-0.00596,  1, 0.00000,-0.07440, 1, -0.07440,  1, 13.49510,11.00006, 1, 10.96659,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567172.743, 0, 0,  -0.0000034,  0.00000,0.00000,-0.04880,-0.44000,0.00000,  0.00000,0.00000,   11.00000,0.03306,-0.00406,  1, 0.00000,-0.04880, 1, -0.04880,  1, 13.49940,11.00003, 1, 10.98310,   0.00,24.98, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567172.843, 0, 0,  -0.0000034,  0.00000,0.00000,0.00400,0.13600,0.00000,  0.00000,0.00000,   11.00000,0.01663,-0.00305,  1, 0.00000,0.00400, 1, 0.00400,  1, 13.49510,11.00006, 1, 11.01698,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567172.943, 0, 0,  -0.0000034,  0.00000,0.00000,-0.09520,-0.76000,0.00000,  0.00000,0.00000,   11.00000,-0.01707,-0.00373,  1, 0.00000,-0.09520, 1, -0.09520,  1, 13.49510,11.00008, 1, 10.98394,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567173.043, 0, 0,  -0.0000033,  0.00000,0.00000,-0.09040,-0.52000,0.00000,  0.00000,0.00000,   11.00000,0.01573,-0.00278,  1, 0.00000,-0.09040, 1, -0.09040,  1, 13.49510,11.00006, 1, 11.01856,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567173.143, 0, 0,  -0.0000033,  0.00000,0.00000,-0.08080,-0.04000,0.00000,  0.00000,0.00000,   11.00000,-0.01893,-0.00357,  1, 0.00000,-0.08080, 1, -0.08080,  1, 13.49510,11.00008, 1, 10.98709,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567173.243, 0, 0,  -0.0000033,  0.00000,0.00000,-0.06160,0.93600,0.00000,  0.00000,0.00000,   11.00000,0.01254,-0.00279,  1, 0.00000,-0.06160, 1, -0.06160,  1, 13.49510,11.00006, 1, 11.02486,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567173.343, 0, 0,  -0.0000033,  0.00000,0.00000,-0.02320,0.82400,0.00000,  0.00000,0.00000,   11.00000,-0.02518,-0.00388,  1, 0.00000,-0.02320, 1, -0.02320,  1, 13.49940,11.00003, 1, 10.99964,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567173.443, 0, 0,  -0.0000033,  0.00000,0.00000,0.05520,0.60000,0.00000,  0.00000,0.00000,   10.99999,0.00017,-0.00368,  1, 0.00000,0.05520, 1, 0.05520,  1, 13.49940,11.00001, 1, 11.05001,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567173.543, 0, 0,   0.0000521,  0.00000,0.00000,0.00560,0.15200,0.00000,  0.00000,0.00000,   10.99999,-0.04992,-0.00594,  1, 0.00000,0.00560, 1, 0.00560,  1, 13.49510,11.00003, 1, 11.04925,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567173.643, 0, 0,   0.0000521,  0.00000,0.00000,-0.09200,-0.72800,0.00000,  0.00000,0.00000,   10.99999,-0.04923,-0.00805,  1, 0.00000,-0.09200, 1, -0.09200,  1, 13.49510,11.00001, 1, 11.04764,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567173.744, 0, 0,   0.0000521,  0.00000,0.00000,-0.08400,-0.45600,0.00000,  0.00000,0.00000,   10.99999,-0.04792,-0.01001,  1, 0.00000,-0.08400, 1, -0.08400,  1, 13.49940,10.99991, 1, 11.04439,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567173.844, 0, 0,   0.0000521,  0.00000,0.00000,-0.06800,0.10400,0.00000,  0.00000,0.00000,   10.99999,-0.04473,-0.01171,  1, 0.00000,-0.06800, 1, -0.06800,  1, 13.49940,11.00001, 1, 11.03819,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567173.943, 0, 0,   0.0000521,  0.00000,0.00000,-0.03600,-0.82400,0.00000,  0.00000,0.00000,   10.99999,-0.03852,-0.01300,  1, 0.00000,-0.03600, 1, -0.03600,  1, 13.49510,10.99991, 1, 11.02550,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567174.043, 0, 0,   0.0000522,  0.00000,0.00000,0.02960,-0.64800,0.00000,  0.00000,0.00000,   10.99998,-0.02573,-0.01362,  1, 0.00000,0.02960, 1, 0.02960,  1, 13.49940,11.00001, 1, 11.00040,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
unit_sel, 62567174.143, 0, 0,   0.0000521,  0.00000,0.00000,-0.04400,-0.29600,0.00000,  0.00000,0.00000,   10.99998,-0.00041,-0.01298,  1, 0.00000,-0.04400, 1, -0.04400,  1, 13.49079,10.99991, 1, 10.95069,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,0,
