fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2022-12-24T17:52:23, 1671904343,  20.562,  13.079,   0.000,   0.000,  25.000,  13.079,   0.000,  0.5000,  0.4999,  13.079,  13.079,   0.000, 0, 0,
unit_f, 2022-12-24T17:52:33, 1671904353,  20.562,  13.079,   0.000,   0.000,  25.000,  13.079,   0.000,  0.5000,  0.4999,  13.079,  13.079,   0.000, 0, 0,
unit_f, 2022-12-24T17:52:43, 1671904363,  20.562,  13.079,   0.000,   0.000,  25.000,  13.079,   0.000,  0.5000,  0.4999,  13.079,  13.079,   0.000, 0, 0,
unit_f, 2022-12-24T17:52:53, 1671904373,  20.562,  13.079,   0.000,   0.000,  25.000,  13.079,   0.000,  0.5000,  0.4999,  13.079,  13.079,   0.000, 0, 0,
unit_f, 2022-12-24T17:53:03, 1671904383,  20.562,  13.079,   0.000,   0.000,  25.000,  13.079,   0.000,  0.5000,  0.4999,  13.079,  13.079,   0.000, 0, 0,
unit_f, 2022-12-24T17:53:13, 1671904393,  20.562,  13.079,   0.000,   0.000,  25.000,  13.079,   0.000,  0.5000,  0.4999,  13.079,  13.079,   0.000, 0, 0,
unit_f, 2022-12-24T20:44:14, 1671914654,  19.937,  13.079,   0.000,   0.000,  25.000,  13.079,   0.000,  0.5000,  0.4999,  13.079,  13.079,   0.000, 0, 0,
unit_f, 2022-12-24T17:53:13, 1671904393,  20.562,  13.079,   0.000,   0.000,  25.000,  13.079,   0.000,  0.5000,  0.4999,  13.079,  13.079,   0.000, 0, 0,
unit_f, 2022-12-24T20:44:14, 1671914654,  19.937,  13.079,   0.000,   0.000,  25.000,  13.079,   0.000,  0.5000,  0.4999,  13.079,  13.079,   0.000, 0, 0,
unit_f, 2022-12-24T20:44:31, 1671914671,   0.058,  13.079,  50.000,   0.000,  25.000,  13.079,  50.000,  0.5007,  0.5008,  12.827,  12.762,   0.203, 256, 0,
unit_f, 2022-12-24T20:44:41, 1671914681,   0.058,  13.079,  50.000,   0.000,  25.000,  13.079,  50.000,  0.5021,  0.5021,  12.786,  12.614,   0.405, 416, 256,
unit_f, 2022-12-24T20:44:49, 1671914689,   0.058,  13.079,  50.000,   0.000,  25.000,  13.079,   0.000,  0.5032,  0.5032,  12.755,  12.508,   0.521, 416, 288,
unit_f, 2022-12-24T20:45:04, 1671914704,  19.932,  13.081,   0.000,   0.000,  25.000,  13.081,   0.000,  0.5032,  0.5032,  13.081,  13.081,   0.000, 0, 0,
unit_f, 2022-12-24T20:45:14, 1671914714,  19.932,  13.081,   0.000,   0.000,  25.000,  13.081,   0.000,  0.5032,  0.5032,  13.081,  13.081,   0.000, 0, 0,
