fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_ekf, voc, Voc_stat, e_w_f, fltw, falw,
unit_f, 2022-11-21T19:51:15, 1669060275,   0.000,  13.539,   0.000,   0.000,  25.000,  13.539, -36.162,  0.0586,  0.0560,  11.493,  11.293,   0.000, 0, 0,
unit_f, 2022-11-21T19:51:25, 1669060285,   0.000,  11.924,   0.000,   0.000,  25.000,  11.924,   0.000,  0.0631,  0.0607,  11.622,  11.422,  -0.004, 0, 0,
unit_f, 2022-11-21T19:51:35, 1669060295,   0.000,  11.878,   0.000,   0.000,  25.000,  11.878,   0.000,  0.0631,  0.0614,  11.611,  11.416,   0.009, 0, 0,
unit_f, 2022-11-21T19:51:45, 1669060305,   0.000,  11.838,   0.000,   0.000,  25.000,  11.838,   0.000,  0.0631,  0.0619,  11.600,  11.410,   0.016, 0, 0,
unit_f, 2022-11-21T19:51:55, 1669060315,   0.000,  11.801,   0.000,   0.000,  25.000,  11.801,   0.000,  0.0631,  0.0621,  11.591,  11.405,   0.021, 0, 0,
unit_f, 2022-11-21T19:52:05, 1669060325,   0.000,  11.768,   0.000,   0.000,  25.000,  11.768,   0.000,  0.0631,  0.0622,  11.582,  11.400,   0.026, 0, 0,
unit_f, 2022-11-21T19:52:15, 1669060335,   0.000,  11.738,   0.000,   0.000,  25.000,  11.738,   0.000,  0.0631,  0.0622,  11.573,  11.396,   0.030, 0, 0,
unit_f, 2022-11-21T19:51:15, 1669060275,   0.000,  13.539,   0.000,   0.000,  25.000,  13.539, -36.162,  0.0586,  0.0560,  11.493,  11.293,   0.000, 0, 0,
unit_f, 2022-11-21T19:51:25, 1669060285,   0.000,  11.924,   0.000,   0.000,  25.000,  11.924,   0.000,  0.0631,  0.0607,  11.622,  11.422,  -0.004, 0, 0,
unit_f, 2022-11-21T19:51:35, 1669060295,   0.000,  11.878,   0.000,   0.000,  25.000,  11.878,   0.000,  0.0631,  0.0614,  11.611,  11.416,   0.009, 0, 0,
unit_f, 2022-11-21T19:51:45, 1669060305,   0.000,  11.838,   0.000,   0.000,  25.000,  11.838,   0.000,  0.0631,  0.0619,  11.600,  11.410,   0.016, 0, 0,
unit_f, 2022-11-21T19:51:55, 1669060315,   0.000,  11.801,   0.000,   0.000,  25.000,  11.801,   0.000,  0.0631,  0.0621,  11.591,  11.405,   0.021, 0, 0,
unit_f, 2022-11-21T19:52:05, 1669060325,   0.000,  11.768,   0.000,   0.000,  25.000,  11.768,   0.000,  0.0631,  0.0622,  11.582,  11.400,   0.026, 0, 0,
unit_f, 2022-11-21T19:52:15, 1669060335,   0.000,  11.738,   0.000,   0.000,  25.000,  11.738,   0.000,  0.0631,  0.0622,  11.573,  11.396,   0.030, 0, 0,
unit_f, 2022-11-21T19:51:15, 1669060275,   0.000,  13.539,   0.000,   0.000,  25.000,  13.539, -36.162,  0.0586,  0.0560,  11.493,  11.293,   0.000, 0, 0,
unit_f, 2022-11-21T19:51:25, 1669060285,   0.000,  11.924,   0.000,   0.000,  25.000,  11.924,   0.000,  0.0631,  0.0607,  11.622,  11.422,  -0.004, 0, 0,
unit_f, 2022-11-21T19:51:35, 1669060295,   0.000,  11.878,   0.000,   0.000,  25.000,  11.878,   0.000,  0.0631,  0.0614,  11.611,  11.416,   0.009, 0, 0,
unit_f, 2022-11-21T19:51:45, 1669060305,   0.000,  11.838,   0.000,   0.000,  25.000,  11.838,   0.000,  0.0631,  0.0619,  11.600,  11.410,   0.016, 0, 0,
unit_f, 2022-11-21T19:51:55, 1669060315,   0.000,  11.801,   0.000,   0.000,  25.000,  11.801,   0.000,  0.0631,  0.0621,  11.591,  11.405,   0.021, 0, 0,
unit_f, 2022-11-21T19:52:05, 1669060325,   0.000,  11.768,   0.000,   0.000,  25.000,  11.768,   0.000,  0.0631,  0.0622,  11.582,  11.400,   0.026, 0, 0,
unit_f, 2022-11-21T19:52:15, 1669060335,   0.000,  11.738,   0.000,   0.000,  25.000,  11.738,   0.000,  0.0631,  0.0622,  11.573,  11.396,   0.030, 0, 0,
