unit,               hm,                  cTime,       dt,       chm,qcrs,sat,sel,mod,bmso, Tb,  vb,  ib,   ib_charge, ioc, voc_soc,    vsat,dv_dyn,voc_stat,voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,soc_min,
pro1a_20230403, 2023-03-18T15:55:42,       387.112, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49988,   0.000121, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:42,       387.217, 0.105,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49988,   0.000121, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:42,       387.317, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49988,   0.000121, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:42,       387.417, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49988,   0.000121, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:42,       387.517, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49988,   0.000121, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:43,       387.617, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49988,   0.000121, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:43,       387.717, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:43,       387.817, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:43,       387.917, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:43,       388.017, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:43,       388.117, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:43,       388.217, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:43,       388.317, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:43,       388.417, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:43,       388.517, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       388.617, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       388.717, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       388.817, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       388.917, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       389.017, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       389.117, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       389.217, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       389.317, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       389.417, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       389.517, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       389.617, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49990,   0.000102, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       389.717, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       389.817, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       389.917, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       390.017, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       390.117, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:44,       390.217, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:45,       390.317, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:45,       390.417, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:45,       390.517, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:45,       390.617, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:45,       390.717, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:45,       390.817, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:45,       390.917, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:45,       391.017, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:45,       391.117, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:45,       391.217, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:46,       391.317, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:46,       391.417, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:46,       391.517, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:46,       391.617, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49992,   0.000084, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:46,       391.717, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49994,   0.000065, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:46,       391.817, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49994,   0.000065, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:46,       391.917, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49994,   0.000065, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:46,       392.017, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49994,   0.000065, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:46,       392.117, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49994,   0.000065, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:46,       392.217, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49994,   0.000065, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:47,       392.317, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49994,   0.000065, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:47,       392.417, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49994,   0.000065, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:47,       392.517, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,     0.000,     0.000,   -23.077,14.50000,    13.80000,0.00000,14.50000,14.49994,   0.000065, 1.00000,1.00000,1.00000,0.02500,
pro1a_20230403, 2023-03-18T15:55:47,       392.617, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,14.200,   -25.132,   -25.132,   -23.077,14.50000,    13.80000,-0.28401,14.78401,14.49994,   0.000065, 0.99999,1.00000,0.99999,0.02500,
pro1a_20230403, 2023-03-18T15:55:47,       392.718, 0.101,   0,  360000, 1,  0,  255,  0, 25.0,13.915,   -50.260,   -50.260,   -23.077,14.49891,    13.80000,-0.56800,14.78291,14.49994,   0.000065, 0.99998,1.00000,0.99998,0.02500,
pro1a_20230403, 2023-03-18T15:55:47,       392.818, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,13.629,   -75.632,   -75.632,   -23.077,14.49671,    13.80000,-0.85477,14.78351,14.49994,   0.000065, 0.99996,1.00000,0.99996,0.02500,
pro1a_20230403, 2023-03-18T15:55:47,       392.918, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,13.339,  -100.740,  -100.740,   -23.077,14.49344,    13.80000,-1.13860,14.77726,14.49994,   0.000065, 0.99993,1.00000,0.99993,0.02500,
pro1a_20230403, 2023-03-18T15:55:47,       393.018, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,13.050,  -125.832,  -125.832,   -23.077,14.48907,    13.80000,-1.42228,14.77273,14.49994,   0.000065, 0.99989,1.00000,0.99989,0.02500,
pro1a_20230403, 2023-03-18T15:55:47,       393.118, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,12.761,  -150.904,  -150.904,   -23.077,14.48362,    13.80000,-1.70576,14.76709,14.49994,   0.000065, 0.99985,1.00000,0.99985,0.02500,
pro1a_20230403, 2023-03-18T15:55:47,       393.218, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,12.471,  -175.953,  -175.953,   -23.077,14.47708,    13.80000,-1.98901,14.76030,14.49994,   0.000065, 0.99980,1.00000,0.99980,0.02500,
pro1a_20230403, 2023-03-18T15:55:48,       393.318, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,12.180,  -200.973,  -200.973,   -23.077,14.46945,    13.80000,-2.27197,14.75240,14.49994,   0.000065, 0.99975,1.00000,0.99975,0.02500,
pro1a_20230403, 2023-03-18T15:55:48,       393.418, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,11.889,  -225.962,  -225.962,   -23.077,14.46074,    13.80000,-2.55460,14.74336,14.49994,   0.000065, 0.99969,1.00000,0.99969,0.02500,
pro1a_20230403, 2023-03-18T15:55:48,       393.518, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,11.596,  -250.916,  -250.916,   -23.077,14.45095,    13.80000,-2.83686,14.73320,14.49994,   0.000065, 0.99962,1.00000,0.99962,0.02500,
pro1a_20230403, 2023-03-18T15:55:48,       393.618, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,11.303,  -275.830,  -275.830,   -23.077,14.44008,    13.80000,-3.11870,14.72190,14.49994,   0.000065, 0.99954,1.00000,0.99954,0.02500,
pro1a_20230403, 2023-03-18T15:55:48,       393.718, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,11.009,  -300.700,  -300.700,   -23.077,14.42812,    13.80000,-3.40008,14.70949,14.23726,   0.472236, 0.99946,0.99934,0.99946,0.02500,
pro1a_20230403, 2023-03-18T15:55:48,       393.818, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,10.715,  -325.522,  -325.522,   -23.077,14.41510,    13.80000,-3.68094,14.69596,14.23726,   0.472236, 0.99937,0.99934,0.99937,0.02500,
pro1a_20230403, 2023-03-18T15:55:48,       393.918, 0.100,   0,  360000, 1,  0,  255,  0, 25.0,10.420,  -350.293,  -350.293,   -23.077,14.40099,    13.80000,-3.96126,14.68130,14.23726,   0.472236, 0.99927,0.99934,0.99927,0.02500,
pro1a_20230403, 2023-03-18T15:55:48,       394.019, 0.101,   0,  360000, 1,  0,  255,  0, 25.0,10.125,  -375.010,  -375.010,   -23.077,14.38581,    13.80000,-4.24099,14.66553,14.23726,   0.472236, 0.99916,0.99934,0.99916,0.02500,
pro1a_20230403, 2023-03-18T15:55:48,       394.118, 0.099,   0,  360000, 1,  0,  255,  0, 25.0, 9.829,  -399.912,  -399.912,   -23.077,14.36940,    13.80000,-4.52285,14.65140,14.23726,   0.472236, 0.99905,0.99934,0.99905,0.02500,
pro1a_20230403, 2023-03-18T15:55:48,       394.219, 0.101,   0,  360000, 1,  0,  255,  0, 25.0, 9.529,  -424.260,  -424.260,   -23.077,14.35224,    13.80000,-4.79847,14.62767,14.23726,   0.472236, 0.99893,0.99934,0.99893,0.02500,
pro1a_20230403, 2023-03-18T15:55:49,       394.319, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 9.235,  -449.031,  -449.031,   -23.077,14.33367,    13.80000,-5.07891,14.61429,14.23726,   0.472236, 0.99881,0.99934,0.99881,0.02500,
pro1a_20230403, 2023-03-18T15:55:49,       394.419, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 8.935,  -473.486,  -473.486,   -23.077,14.31421,    13.80000,-5.35580,14.59108,14.23726,   0.472236, 0.99868,0.99934,0.99868,0.02500,
pro1a_20230403, 2023-03-18T15:55:49,       394.519, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 8.638,  -497.867,  -497.867,   -23.077,14.29370,    13.80000,-5.63188,14.56975,14.23726,   0.472236, 0.99854,0.99934,0.99854,0.02500,
pro1a_20230403, 2023-03-18T15:55:49,       394.619, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 8.340,  -522.168,  -522.168,   -23.077,14.27213,    13.80000,-5.90709,14.54731,14.23726,   0.472236, 0.99839,0.99934,0.99839,0.02500,
pro1a_20230403, 2023-03-18T15:55:49,       394.719, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 8.042,  -546.387,  -546.387,   -23.077,14.24949,    13.80000,-6.18141,14.52379,14.23726,   0.472236, 0.99824,0.99934,0.99824,0.02500,
pro1a_20230403, 2023-03-18T15:55:49,       394.819, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 7.744,  -570.520,  -570.520,   -23.077,14.22582,    13.80000,-6.45477,14.49916,14.23726,   0.472236, 0.99808,0.99934,0.99808,0.02500,
pro1a_20230403, 2023-03-18T15:55:49,       394.919, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 7.446,  -594.563,  -594.563,   -23.077,14.20110,    13.80000,-6.72715,14.47345,14.23726,   0.472236, 0.99792,0.99934,0.99792,0.02500,
pro1a_20230403, 2023-03-18T15:55:49,       395.019, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 7.148,  -618.512,  -618.512,   -23.077,14.17533,    13.80000,-6.99849,14.44666,14.23726,   0.472236, 0.99775,0.99934,0.99775,0.02500,
pro1a_20230403, 2023-03-18T15:55:49,       395.119, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 6.850,  -642.363,  -642.363,   -23.077,14.14853,    13.80000,-7.26876,14.41877,14.23726,   0.472236, 0.99757,0.99934,0.99757,0.02500,
pro1a_20230403, 2023-03-18T15:55:49,       395.219, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 6.552,  -666.113,  -666.113,   -23.077,14.12069,    13.80000,-7.53791,14.38982,14.23726,   0.472236, 0.99738,0.99934,0.99738,0.02500,
pro1a_20230403, 2023-03-18T15:55:50,       395.385, 0.166,   0,  360000, 1,  0,  255,  0, 25.0, 6.254,  -689.758,  -689.758,   -23.077,14.09183,    13.80000,-7.80642,14.36032,14.23726,   0.472236, 0.99719,0.99934,0.99707,0.02500,
pro1a_20230403, 2023-03-18T15:55:50,       395.484, 0.099,   0,  360000, 1,  0,  255,  0, 25.0, 5.955,  -728.765,  -728.765,   -23.077,14.04222,    13.80000,-8.24804,14.50354,14.23726,   0.472236, 0.99686,0.99934,0.99687,0.02500,
pro1a_20230403, 2023-03-18T15:55:50,       395.584, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 5.461,  -751.879,  -751.879,   -23.077,14.01095,    13.80000,-8.51010,14.27156,14.23726,   0.472236, 0.99665,0.99934,0.99666,0.02500,
pro1a_20230403, 2023-03-18T15:55:50,       395.684, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 5.167,  -775.108,  -775.108,   -23.077,13.97836,    13.80000,-8.77350,14.24063,14.23726,   0.472236, 0.99643,0.99934,0.99644,0.02500,
pro1a_20230403, 2023-03-18T15:55:50,       395.795, 0.111,   0,  360000, 1,  0,  255,  0, 25.0, 4.870,  -798.215,  -798.215,   -23.077,13.94478,    13.80000,-9.03563,14.20579,13.66422,   0.541570, 0.99621,0.99502,0.99619,0.02500,
pro1a_20230403, 2023-03-18T15:55:50,       395.885, 0.090,   0,  360000, 1,  0,  255,  0, 25.0, 4.573,  -823.716,  -823.716,   -23.077,13.90639,    13.80000,-9.32465,14.19808,13.66422,   0.541570, 0.99596,0.99502,0.99599,0.02500,
pro1a_20230403, 2023-03-18T15:55:50,       395.984, 0.099,   0,  360000, 1,  0,  255,  0, 25.0, 4.245,  -844.275,  -844.275,   -23.077,13.87426,    13.80000,-9.55794,14.10273,13.66422,   0.541570, 0.99575,0.99502,0.99576,0.02500,
pro1a_20230403, 2023-03-18T15:55:50,       396.084, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 3.979,  -866.764,  -866.764,   -23.077,13.83804,    13.80000,-9.81309,14.09166,13.66422,   0.541570, 0.99551,0.99502,0.99552,0.02500,
pro1a_20230403, 2023-03-18T15:55:50,       396.184, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 3.686,  -889.345,  -889.345,   -23.077,13.80048,    13.80000,-10.06929,14.05553,13.66422,   0.541570, 0.99526,0.99502,0.99527,0.02500,
pro1a_20230403, 2023-03-18T15:55:50,       396.284, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 3.392,  -911.786,  -911.786,   -23.077,13.76194,    13.80000,-10.32392,14.01543,13.66422,   0.541570, 0.99501,0.99502,0.99502,0.02500,
pro1a_20230403, 2023-03-18T15:55:51,       396.384, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 3.097,  -934.082,  -934.082,   -23.077,13.72243,    13.80000,-10.57696,13.97432,13.66422,   0.541570, 0.99475,0.99502,0.99476,0.02500,
pro1a_20230403, 2023-03-18T15:55:51,       396.484, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 2.820,  -956.231,  -956.231,   -23.077,13.69805,    13.80000,-10.82835,13.94878,13.66422,   0.541570, 0.99448,0.99502,0.99449,0.02500,
pro1a_20230403, 2023-03-18T15:55:51,       396.585, 0.101,   0,  360000, 1,  0,  255,  0, 25.0, 2.545,  -978.229,  -978.229,   -23.077,13.67414,    13.80000,-11.07808,13.92320,13.66422,   0.541570, 0.99421,0.99502,0.99422,0.02500,
pro1a_20230403, 2023-03-18T15:55:51,       396.685, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 2.271, -1000.290, -1000.290,   -23.077,13.64944,    13.80000,-11.32853,13.89948,13.66422,   0.541570, 0.99393,0.99502,0.99394,0.02500,
pro1a_20230403, 2023-03-18T15:55:51,       396.785, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 1.995, -1021.974, -1021.974,   -23.077,13.62444,    13.80000,-11.57475,13.86999,13.66422,   0.541570, 0.99365,0.99502,0.99365,0.02500,
pro1a_20230403, 2023-03-18T15:55:51,       396.885, 0.100,   0,  360000, 1,  0,  255,  0, 25.0, 1.723, -1043.497, -1043.497,   -23.077,13.59889,    13.80000,-11.81916,13.84263,13.66422,   0.541570, 0.99336,0.99502,0.99336,0.02500,
