unit_m,  c_time,       chm_s, qcrs_s, bmso_s, Tb_s,Tbl_s,  vsat_s, voc_stat_s, dv_dyn_s, vb_s, ib_s, ib_in_s, ib_charge_s, ioc_s, sat_s, dq_s, soc_s, reset_s,,,,,,,,,,,,,,,,,,,,,
unit_sim,74770463.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00191,13.1128,0.261,0.163,0.163,0.091,0,-101765.2,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770464.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,-0.00034,13.11053,-0.228,-0.179,-0.179,0.09,0,-101765.2,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770464.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00056,13.11143,-0.032,0.359,0.359,0.089,0,-101765.2,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770464.504,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00123,13.11211,0.115,-0.081,-0.081,0.09,0,-101765.2,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770464.704,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00213,13.11302,0.31,0.212,0.212,0.09,0,-101765.1,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770464.904,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00191,13.11281,0.261,0.408,0.408,0.091,0,-101765,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770465.104,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00124,13.11214,0.115,0.066,0.066,0.093,0,-101765,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770465.304,0,390240,0,11.4325,11.4325,13.74573,13.11026,0.00056,13.11145,-0.032,0.017,0.017,0.092,0,-101765,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770465.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00146,13.11236,0.163,0.212,0.212,0.092,0,-101765,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770465.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00034,13.11122,-0.081,-0.228,-0.228,0.092,0,-101765,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770465.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00169,13.11257,0.212,-0.13,-0.13,0.091,0,-101765,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770466.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00214,13.11302,0.31,0.017,0.017,0.091,0,-101765,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770466.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00146,13.11235,0.163,0.115,0.115,0.091,0,-101764.9,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770466.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00034,13.11122,-0.081,0.017,0.017,0.09,0,-101765,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770466.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00191,13.1128,0.261,0.212,0.212,0.091,0,-101764.9,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770466.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00124,13.11213,0.115,0.31,0.31,0.091,0,-101764.9,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770467.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,-0.00011,13.11077,-0.179,0.066,0.066,0.091,0,-101764.9,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770467.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00124,13.11212,0.115,0.115,0.115,0.091,0,-101764.9,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770467.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00056,13.11145,-0.032,0.163,0.163,0.091,0,-101764.8,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770467.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00191,13.11281,0.261,0.261,0.261,0.092,0,-101764.8,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770467.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00124,13.11214,0.115,0.212,0.212,0.093,0,-101764.8,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770468.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00056,13.11147,-0.032,0.457,0.457,0.093,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770468.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00012,13.11101,-0.13,-0.081,-0.081,0.093,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770468.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00259,13.1135,0.408,0.115,0.115,0.094,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770468.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00057,13.11146,-0.032,-0.277,-0.277,0.093,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770468.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00169,13.11258,0.212,0.066,0.066,0.092,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770469.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00034,13.11123,-0.081,0.066,0.066,0.091,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770469.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00034,13.11122,-0.081,0.163,0.163,0.091,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770469.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00078,13.11166,0.017,-0.13,-0.13,0.091,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770469.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00033,13.11121,-0.081,0.115,0.115,0.089,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770469.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00056,13.11143,-0.032,0.163,0.163,0.089,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770470.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00056,13.11142,-0.032,-0.179,-0.179,0.088,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770470.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,-0.00057,13.11028,-0.277,0.115,0.115,0.086,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770470.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.001,13.11185,0.066,0.115,0.115,0.086,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770470.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00167,13.11253,0.212,0.017,0.017,0.087,0,-101764.7,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770470.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00213,13.11299,0.31,0.163,0.163,0.087,0,-101764.6,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770471.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00145,13.11231,0.163,-0.13,-0.13,0.088,0,-101764.6,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770471.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,-0.0008,13.11005,-0.326,0.115,0.115,0.085,0,-101764.6,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770471.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00235,13.1132,0.359,-0.081,-0.081,0.086,0,-101764.6,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770471.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.0001,13.11095,-0.13,0.261,0.261,0.085,0,-101764.6,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770471.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.001,13.11184,0.066,-0.081,-0.081,0.086,0,-101764.6,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770472.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.0028,13.11365,0.457,0.066,0.066,0.086,0,-101764.5,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770472.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,-0.00058,13.11027,-0.277,0.066,0.066,0.085,0,-101764.6,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770472.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00302,13.11387,0.506,-0.081,-0.081,0.086,0,-101764.5,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770472.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00167,13.11252,0.212,-0.277,-0.277,0.086,0,-101764.5,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770472.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.001,13.11183,0.066,-0.375,-0.375,0.085,0,-101764.6,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770473.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00077,13.1116,0.017,0.212,0.212,0.083,0,-101764.5,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770473.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00099,13.11182,0.066,0.017,0.017,0.083,0,-101764.5,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770473.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00076,13.11159,0.017,0.115,0.115,0.082,0,-101764.5,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770473.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00054,13.11137,-0.032,0.408,0.408,0.082,0,-101764.5,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770473.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00099,13.11182,0.066,-0.032,-0.032,0.083,0,-101764.5,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770474.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00076,13.11159,0.017,-0.081,-0.081,0.083,0,-101764.5,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770474.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00166,13.1125,0.212,0.261,0.261,0.083,0,-101764.4,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770474.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00099,13.11182,0.066,0.017,0.017,0.083,0,-101764.4,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770474.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00144,13.11228,0.163,0.163,0.163,0.083,0,-101764.4,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770474.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00077,13.11159,0.017,-0.277,-0.277,0.083,0,-101764.4,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770475.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00076,13.11159,0.017,0.408,0.408,0.082,0,-101764.4,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770475.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00212,13.11297,0.31,0.506,0.506,0.084,0,-101764.3,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770475.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00032,13.11117,-0.081,0.31,0.31,0.085,0,-101764.3,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770475.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00325,13.11412,0.555,0.212,0.212,0.088,0,-101764.2,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770475.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.001,13.11187,0.066,0.163,0.163,0.088,0,-101764.2,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770476.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00145,13.11233,0.163,0.408,0.408,0.089,0,-101764.1,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770476.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00101,13.11189,0.066,0.212,0.212,0.09,0,-101764.1,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770476.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00078,13.11167,0.017,0.212,0.212,0.09,0,-101764.1,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770476.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00146,13.11234,0.163,0.017,0.017,0.091,0,-101764.1,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770476.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00011,13.11099,-0.13,0.163,0.163,0.09,0,-101764,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770477.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00101,13.11189,0.066,0.163,0.163,0.09,0,-101764,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770477.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00078,13.11166,0.017,0.163,0.163,0.09,0,-101764,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770477.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.0001,13.11098,-0.13,0.212,0.212,0.089,0,-101764,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770477.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00055,13.11143,-0.032,0.066,0.066,0.089,0,-101764,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770477.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.0019,13.11278,0.261,-0.13,-0.13,0.09,0,-101764,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770478.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00078,13.11165,0.017,0.212,0.212,0.089,0,-101764,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770478.304,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.0001,13.11096,-0.13,-0.375,-0.375,0.088,0,-101764,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770478.504,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00145,13.11231,0.163,0.163,0.163,0.087,0,-101764,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770478.704,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.00032,13.11119,-0.081,0.408,0.408,0.086,0,-101763.9,0.69829,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770478.904,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.026,13.13749,5.495,17.136,17.136,0.11,0,-101761.7,0.6983,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770479.104,0,390240,0,11.4325,11.4325,13.74573,13.11027,0.11179,13.22471,24.081,27.847,27.847,0.275,0,-101756.5,0.69832,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770479.304,0,390240,0,11.4325,11.4325,13.74573,13.11028,0.13862,13.25321,29.803,30.88,30.88,0.504,0,-101750.4,0.69833,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770479.504,0,390240,0,11.4325,11.4325,13.74573,13.11029,0.14864,13.26496,31.858,31.613,31.613,0.749,0,-101744.1,0.69835,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770479.704,0,390240,0,11.4325,11.4325,13.74573,13.1103,0.14877,13.26683,31.76,32.2,32.2,0.991,0,-101737.7,0.69837,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770479.904,0,390240,0,11.4325,11.4325,13.74573,13.11031,0.15048,13.27027,32.004,32.249,32.249,1.233,0,-101731.3,0.69839,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770480.104,0,390240,0,11.4325,11.4325,13.74573,13.11032,0.15219,13.2737,32.249,32.004,32.004,1.471,0,-101724.9,0.69841,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770480.304,0,390240,0,11.4325,11.4325,13.74573,13.11033,0.15526,13.27849,32.787,32.102,32.102,1.706,0,-101718.4,0.69843,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770480.504,0,390240,0,11.4325,11.4325,13.74573,13.11034,0.1545,13.27943,32.494,32.151,32.151,1.936,0,-101712,0.69845,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770480.704,0,390240,0,11.4325,11.4325,13.74573,13.11035,0.15351,13.28011,32.151,31.907,31.907,2.161,0,-101705.6,0.69847,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770480.904,0,390240,0,11.4325,11.4325,13.74573,13.11036,0.15409,13.28235,32.151,31.907,31.907,2.382,0,-101699.2,0.69849,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770481.104,0,390240,0,11.4325,11.4325,13.74573,13.11037,0.15444,13.28435,32.102,32.102,32.102,2.598,0,-101692.7,0.6985,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770481.304,0,390240,0,11.4325,11.4325,13.74573,13.11038,0.15547,13.28703,32.2,32.396,32.396,2.812,0,-101686.3,0.69852,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770481.504,0,390240,0,11.4325,11.4325,13.74573,13.11039,0.15605,13.28925,32.2,32.249,32.249,3.023,0,-101679.9,0.69854,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770481.704,0,390240,0,11.4325,11.4325,13.74573,13.1104,0.15595,13.29077,32.053,32.053,32.053,3.23,0,-101673.5,0.69856,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770481.904,0,390240,0,11.4325,11.4325,13.74573,13.11041,0.15698,13.29338,32.151,31.613,31.613,3.433,0,-101667.1,0.69858,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770482.104,0,390240,0,11.4325,11.4325,13.74573,13.11042,0.15732,13.29531,32.102,31.809,31.809,3.631,0,-101660.7,0.6986,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770482.304,0,390240,0,11.4325,11.4325,13.74573,13.11042,0.15947,13.29904,32.445,31.711,31.711,3.828,0,-101654.3,0.69862,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770482.504,0,390240,0,11.4325,11.4325,13.74573,13.11043,0.15688,13.29802,31.76,32.004,32.004,4.019,0,-101647.9,0.69864,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770482.704,0,390240,0,11.4325,11.4325,13.74573,13.11044,0.15745,13.30012,31.76,31.809,31.809,4.208,0,-101641.6,0.69866,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770482.904,0,390240,0,11.4325,11.4325,13.74573,13.11045,0.15846,13.30268,31.858,32.151,32.151,4.394,0,-101635.2,0.69867,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770483.104,0,390240,0,11.4325,11.4325,13.74573,13.11046,0.15948,13.30523,31.956,31.809,31.809,4.578,0,-101628.8,0.69869,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770483.304,0,390240,0,11.4325,11.4325,13.74573,13.11047,0.16049,13.30777,32.053,32.053,32.053,4.759,0,-101622.4,0.69871,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770483.504,0,390240,0,11.4325,11.4325,13.74573,13.11048,0.1615,13.31031,32.151,32.298,32.298,4.938,0,-101616,0.69873,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770483.704,0,390240,0,11.4325,11.4325,13.74573,13.11049,0.16071,13.31101,31.858,31.711,31.711,5.115,0,-101609.7,0.69875,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770483.904,0,390240,0,11.4325,11.4325,13.74573,13.1105,0.16127,13.31305,31.858,31.662,31.662,5.287,0,-101603.3,0.69877,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770484.104,0,390240,0,11.4325,11.4325,13.74573,13.11051,0.16137,13.31464,31.76,32.053,32.053,5.455,0,-101596.9,0.69879,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770484.304,0,390240,0,11.4325,11.4325,13.74573,13.11052,0.1617,13.31643,31.711,31.711,31.711,5.623,0,-101590.6,0.69881,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770484.504,0,390240,0,11.4325,11.4325,13.74573,13.11053,0.16225,13.31843,31.711,31.858,31.858,5.787,0,-101584.3,0.69883,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770484.704,0,390240,0,11.4325,11.4325,13.74573,13.11054,0.16415,13.32178,32.004,31.76,31.76,5.95,0,-101577.9,0.69884,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770484.904,0,390240,0,11.4325,11.4325,13.74573,13.11055,0.1638,13.32287,31.809,31.76,31.76,6.11,0,-101571.5,0.69886,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770485.104,0,390240,0,11.4325,11.4325,13.74573,13.11056,0.16502,13.32553,31.956,31.956,31.956,6.269,0,-101565.2,0.69888,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770485.304,0,390240,0,11.4325,11.4325,13.74573,13.11057,0.16692,13.32887,32.249,31.956,31.956,6.426,0,-101558.8,0.6989,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770485.504,0,390240,0,11.4325,11.4325,13.74573,13.11058,0.16635,13.32973,32.004,32.445,32.445,6.581,0,-101552.3,0.69892,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770485.704,0,390240,0,11.4325,11.4325,13.74573,13.11059,0.16847,13.33328,32.347,31.858,31.858,6.736,0,-101545.9,0.69894,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770485.904,0,390240,0,11.4325,11.4325,13.74573,13.11059,0.16497,13.33116,31.466,31.907,31.907,6.884,0,-101539.6,0.69896,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770486.104,0,390240,0,11.4325,11.4325,13.74573,13.1106,0.16843,13.33602,32.102,31.662,31.662,7.033,0,-101533.2,0.69898,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770486.304,0,390240,0,11.4325,11.4325,13.74573,13.11061,0.16762,13.33659,31.809,31.76,31.76,7.178,0,-101526.9,0.699,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770486.504,0,390240,0,11.4325,11.4325,13.74573,13.11062,0.16951,13.33985,32.102,31.613,31.613,7.322,0,-101520.5,0.69901,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770486.704,0,390240,0,11.4325,11.4325,13.74573,13.11063,0.1678,13.33951,31.613,32.298,32.298,7.463,0,-101514.1,0.69903,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770486.904,0,390240,0,11.4325,11.4325,13.74573,13.11064,0.16789,13.34095,31.515,31.858,31.858,7.604,0,-101507.8,0.69905,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770487.104,0,390240,0,11.4325,11.4325,13.74573,13.11065,0.16842,13.34282,31.515,32.004,32.004,7.741,0,-101501.4,0.69907,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770487.304,0,390240,0,11.4325,11.4325,13.74573,13.11066,0.16918,13.34491,31.564,31.564,31.564,7.877,0,-101495.1,0.69909,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770487.504,0,390240,0,11.4325,11.4325,13.74573,13.11067,0.1697,13.34676,31.564,31.809,31.809,8.011,0,-101488.8,0.69911,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770487.704,0,390240,0,11.4325,11.4325,13.74573,13.11068,0.17158,13.34998,31.858,32.249,32.249,8.144,0,-101482.4,0.69913,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770487.904,0,390240,0,11.4325,11.4325,13.74573,13.11069,0.17347,13.35321,32.151,32.396,32.396,8.277,0,-101476,0.69915,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770488.104,0,390240,0,11.4325,11.4325,13.74573,13.1107,0.17648,13.35758,32.689,32.445,32.445,8.411,0,-101469.5,0.69917,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770488.304,0,390240,0,11.4325,11.4325,13.74573,13.11071,0.17342,13.35583,31.907,32.151,32.151,8.541,0,-101463.1,0.69919,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770488.504,0,390240,0,11.4325,11.4325,13.74573,13.11072,0.17755,13.36131,32.689,32.542,32.542,8.671,0,-101456.6,0.6992,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770488.704,0,390240,0,11.4325,11.4325,13.74573,13.11073,0.17651,13.36159,32.347,32.2,32.2,8.8,0,-101450.1,0.69922,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770488.904,0,390240,0,11.4325,11.4325,13.74573,13.11074,0.17547,13.36184,32.004,32.053,32.053,8.925,0,-101443.7,0.69924,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770489.104,0,390240,0,11.4325,11.4325,13.74573,13.11075,0.17577,13.36342,31.956,32.102,32.102,9.048,0,-101437.3,0.69926,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770489.304,0,390240,0,11.4325,11.4325,13.74573,13.11076,0.17652,13.36546,32.004,32.2,32.2,9.17,0,-101430.9,0.69928,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770489.504,0,390240,0,11.4325,11.4325,13.74573,13.11077,0.17682,13.36703,31.956,31.907,31.907,9.291,0,-101424.5,0.6993,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770489.704,0,390240,0,11.4325,11.4325,13.74573,13.11077,0.17689,13.36837,31.858,32.347,32.347,9.409,0,-101418.1,0.69932,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770489.904,0,390240,0,11.4325,11.4325,13.74573,13.11078,0.17899,13.37174,32.2,32.151,32.151,9.528,0,-101411.7,0.69934,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770490.104,0,390240,0,11.4325,11.4325,13.74573,13.11079,0.17861,13.37262,32.004,32.396,32.396,9.644,0,-101405.3,0.69936,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770490.304,0,390240,0,11.4325,11.4325,13.74573,13.1108,0.17868,13.37393,31.907,31.907,31.907,9.76,0,-101398.9,0.69938,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770490.504,0,390240,0,11.4325,11.4325,13.74573,13.11081,0.17987,13.37637,32.053,32.2,32.2,9.873,0,-101392.5,0.69939,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770490.704,0,390240,0,11.4325,11.4325,13.74573,13.11082,0.18106,13.37881,32.2,32.151,32.151,9.986,0,-101386.1,0.69941,0, ,,,,,,,,,,,,,,,,,,,,
