unit_m,  c_time,       chm_s, qcrs_s, bmso_s, Tb_s,Tbl_s,  vsat_s, voc_stat_s, dv_dyn_s, vb_s, ib_s, ib_in_s, ib_charge_s, ioc_s, sat_s, dq_s, soc_s, reset_s,,,,,,,,,,,,,,,,,,,,,
unit_sim,74770638.304,0,390240,0,11.4325,11.4325,13.74573,13.11905,0.34807,13.70318,30.977,30.782,30.782,20.27,0,-96753.9,0.71315,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770638.504,0,390240,0,11.4325,11.4325,13.74573,13.11906,0.34882,13.70394,31.124,30.977,30.977,20.27,0,-96747.7,0.71317,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770638.704,0,390240,0,11.4325,11.4325,13.74573,13.11907,0.34778,13.7029,30.88,30.977,30.977,20.27,0,-96741.6,0.71318,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770638.904,0,390240,0,11.4325,11.4325,13.74573,13.11909,0.34921,13.70433,31.173,30.831,30.831,20.27,0,-96735.4,0.7132,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770639.104,0,390240,0,11.4325,11.4325,13.74573,13.1191,0.34929,13.70442,31.173,30.733,30.733,20.27,0,-96729.2,0.71322,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770639.304,0,390240,0,11.4325,11.4325,13.74573,13.11911,0.35072,13.70585,31.466,30.537,30.537,20.269,0,-96723,0.71324,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770639.504,0,390240,0,11.4325,11.4325,13.74573,13.11912,0.34809,13.70324,30.88,30.928,30.928,20.269,0,-96716.8,0.71326,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770639.704,0,390240,0,11.4325,11.4325,13.74573,13.11913,0.34727,13.70242,30.684,31.026,31.026,20.269,0,-96710.7,0.71328,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770639.904,0,390240,0,11.4325,11.4325,13.74573,13.11914,0.34914,13.7043,31.075,30.928,30.928,20.269,0,-96704.5,0.71329,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770640.104,0,390240,0,11.4325,11.4325,13.74573,13.11915,0.34922,13.70438,31.075,30.635,30.635,20.269,0,-96698.3,0.71331,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770640.304,0,390240,0,11.4325,11.4325,13.74573,13.11916,0.3493,13.70446,31.075,31.222,31.222,20.269,0,-96692.1,0.71333,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770640.504,0,390240,0,11.4325,11.4325,13.74573,13.11917,0.34735,13.70252,30.635,31.026,31.026,20.269,0,-96685.9,0.71335,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770640.704,0,390240,0,11.4325,11.4325,13.74573,13.11919,0.35081,13.70598,31.369,30.488,30.488,20.269,0,-96679.8,0.71337,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770640.904,0,390240,0,11.4325,11.4325,13.74573,13.1192,0.34976,13.70494,31.124,30.928,30.928,20.269,0,-96673.6,0.71339,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770641.104,0,390240,0,11.4325,11.4325,13.74573,13.11921,0.34893,13.70412,30.928,30.831,30.831,20.269,0,-96667.4,0.7134,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770641.304,0,390240,0,11.4325,11.4325,13.74573,13.11922,0.35103,13.70623,31.369,30.977,30.977,20.268,0,-96661.2,0.71342,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770641.504,0,390240,0,11.4325,11.4325,13.74573,13.11923,0.34819,13.70339,30.733,30.586,30.586,20.268,0,-96655,0.71344,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770641.704,0,390240,0,11.4325,11.4325,13.74573,13.11924,0.34916,13.70436,30.928,30.831,30.831,20.268,0,-96648.9,0.71346,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770641.904,0,390240,0,11.4325,11.4325,13.74573,13.11925,0.35058,13.70579,31.222,31.026,31.026,20.268,0,-96642.7,0.71348,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770642.104,0,390240,0,11.4325,11.4325,13.74573,13.11926,0.35066,13.70588,31.222,30.782,30.782,20.268,0,-96636.5,0.7135,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770642.304,0,390240,0,11.4325,11.4325,13.74573,13.11927,0.34939,13.70461,30.928,30.928,30.928,20.268,0,-96630.3,0.71351,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770642.504,0,390240,0,11.4325,11.4325,13.74573,13.11928,0.35149,13.70672,31.369,30.928,30.928,20.268,0,-96624.1,0.71353,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770642.704,0,390240,0,11.4325,11.4325,13.74573,13.1193,0.34931,13.70455,30.88,30.928,30.928,20.268,0,-96617.9,0.71355,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770642.904,0,390240,0,11.4325,11.4325,13.74573,13.11931,0.34939,13.70463,30.88,30.928,30.928,20.268,0,-96611.7,0.71357,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770643.104,0,390240,0,11.4325,11.4325,13.74573,13.11932,0.35081,13.70606,31.173,30.831,30.831,20.267,0,-96605.5,0.71359,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770643.304,0,390240,0,11.4325,11.4325,13.74573,13.11933,0.34976,13.70501,30.928,31.075,31.075,20.267,0,-96599.3,0.71361,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770643.504,0,390240,0,11.4325,11.4325,13.74573,13.11934,0.34826,13.70352,30.586,30.831,30.831,20.267,0,-96593.2,0.71362,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770643.704,0,390240,0,11.4325,11.4325,13.74573,13.11935,0.35126,13.70652,31.222,30.977,30.977,20.267,0,-96587,0.71364,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770643.904,0,390240,0,11.4325,11.4325,13.74573,13.11936,0.35043,13.7057,31.026,30.88,30.88,20.267,0,-96580.8,0.71366,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770644.104,0,390240,0,11.4325,11.4325,13.74573,13.11937,0.35118,13.70646,31.173,31.026,31.026,20.267,0,-96574.6,0.71368,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770644.304,0,390240,0,11.4325,11.4325,13.74573,13.11938,0.35149,13.70676,31.222,30.733,30.733,20.267,0,-96568.4,0.7137,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770644.504,0,390240,0,11.4325,11.4325,13.74573,13.1194,0.34953,13.70482,30.782,30.733,30.733,20.267,0,-96562.3,0.71371,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770644.704,0,390240,0,11.4325,11.4325,13.74573,13.11941,0.3505,13.70579,30.977,31.026,31.026,20.267,0,-96556.1,0.71373,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770644.904,0,390240,0,11.4325,11.4325,13.74573,13.11942,0.35013,13.70542,30.88,31.222,31.222,20.266,0,-96549.9,0.71375,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770645.104,0,390240,0,11.4325,11.4325,13.74573,13.11943,0.3511,13.7064,31.075,30.928,30.928,20.266,0,-96543.7,0.71377,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770645.304,0,390240,0,11.4325,11.4325,13.74573,13.11944,0.35073,13.70603,30.977,31.173,31.173,20.266,0,-96537.5,0.71379,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770645.504,0,390240,0,11.4325,11.4325,13.74573,13.11945,0.35102,13.70634,31.026,31.075,31.075,20.266,0,-96531.3,0.71381,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770645.704,0,390240,0,11.4325,11.4325,13.74573,13.11946,0.35155,13.70687,31.124,30.928,30.928,20.266,0,-96525.1,0.71383,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770645.904,0,390240,0,11.4325,11.4325,13.74573,13.11947,0.34914,13.70447,30.586,31.124,31.124,20.266,0,-96518.9,0.71384,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770646.104,0,390240,0,11.4325,11.4325,13.74573,13.11948,0.35102,13.70635,30.977,30.928,30.928,20.266,0,-96512.8,0.71386,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770646.304,0,390240,0,11.4325,11.4325,13.74573,13.1195,0.34951,13.70485,30.635,30.782,30.782,20.266,0,-96506.6,0.71388,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770646.504,0,390240,0,11.4325,11.4325,13.74573,13.11951,0.35116,13.7065,30.977,31.124,31.124,20.266,0,-96500.4,0.7139,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770646.704,0,390240,0,11.4325,11.4325,13.74573,13.11952,0.35281,13.70815,31.32,30.488,30.488,20.266,0,-96494.3,0.71392,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770646.904,0,390240,0,11.4325,11.4325,13.74573,13.11953,0.35017,13.70552,30.733,30.537,30.537,20.265,0,-96488.1,0.71393,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770647.104,0,390240,0,11.4325,11.4325,13.74573,13.11954,0.35091,13.70627,30.88,31.124,31.124,20.265,0,-96481.9,0.71395,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770647.304,0,390240,0,11.4325,11.4325,13.74573,13.11955,0.35256,13.70792,31.222,31.026,31.026,20.265,0,-96475.7,0.71397,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770647.504,0,390240,0,11.4325,11.4325,13.74573,13.11956,0.35106,13.70643,30.88,30.782,30.782,20.265,0,-96469.6,0.71399,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770647.704,0,390240,0,11.4325,11.4325,13.74573,13.11957,0.35068,13.70605,30.782,30.928,30.928,20.265,0,-96463.4,0.71401,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770647.904,0,390240,0,11.4325,11.4325,13.74573,13.11958,0.35413,13.7095,31.515,31.369,31.369,20.265,0,-96457.1,0.71403,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770648.104,0,390240,0,11.4325,11.4325,13.74573,13.11959,0.35083,13.70621,30.782,30.684,30.684,20.265,0,-96451,0.71404,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770648.304,0,390240,0,11.4325,11.4325,13.74573,13.11961,0.35224,13.70763,31.075,30.439,30.439,20.265,0,-96444.9,0.71406,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770648.504,0,390240,0,11.4325,11.4325,13.74573,13.11962,0.35141,13.7068,30.88,30.635,30.635,20.265,0,-96438.7,0.71408,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770648.704,0,390240,0,11.4325,11.4325,13.74573,13.11963,0.35305,13.70845,31.222,30.928,30.928,20.264,0,-96432.5,0.7141,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770648.904,0,390240,0,11.4325,11.4325,13.74573,13.11964,0.35245,13.70785,31.075,30.635,30.635,20.264,0,-96426.3,0.71412,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770649.104,0,390240,0,11.4325,11.4325,13.74573,13.11965,0.35252,13.70793,31.075,30.977,30.977,20.264,0,-96420.1,0.71414,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770649.304,0,390240,0,11.4325,11.4325,13.74573,13.11966,0.35168,13.7071,30.88,31.124,31.124,20.264,0,-96414,0.71415,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770649.504,0,390240,0,11.4325,11.4325,13.74573,13.11967,0.35356,13.70898,31.271,31.026,31.026,20.264,0,-96407.7,0.71417,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770649.704,0,390240,0,11.4325,11.4325,13.74573,13.11968,0.3534,13.70883,31.222,30.782,30.782,20.264,0,-96401.5,0.71419,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770649.904,0,390240,0,11.4325,11.4325,13.74573,13.11969,0.35122,13.70665,30.733,30.782,30.782,20.264,0,-96395.4,0.71421,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770650.104,0,390240,0,11.4325,11.4325,13.74573,13.11971,0.35264,13.70808,31.026,30.684,30.684,20.264,0,-96389.2,0.71423,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770650.304,0,390240,0,11.4325,11.4325,13.74573,13.11972,0.35158,13.70702,30.782,31.418,31.418,20.264,0,-96383,0.71425,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770650.504,0,390240,0,11.4325,11.4325,13.74573,13.11973,0.35368,13.70913,31.222,30.635,30.635,20.263,0,-96376.9,0.71426,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770650.704,0,390240,0,11.4325,11.4325,13.74573,13.11974,0.35149,13.70695,30.733,31.124,31.124,20.263,0,-96370.7,0.71428,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770650.904,0,390240,0,11.4325,11.4325,13.74573,13.11975,0.35201,13.70747,30.831,31.173,31.173,20.263,0,-96364.5,0.7143,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770651.104,0,390240,0,11.4325,11.4325,13.74573,13.11976,0.35163,13.70709,30.733,31.124,31.124,20.263,0,-96358.3,0.71432,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770651.304,0,390240,0,11.4325,11.4325,13.74573,13.11977,0.35395,13.70942,31.222,30.733,30.733,20.263,0,-96352.1,0.71434,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770651.504,0,390240,0,11.4325,11.4325,13.74573,13.11978,0.35154,13.70701,30.684,31.173,31.173,20.263,0,-96345.9,0.71436,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770651.704,0,390240,0,11.4325,11.4325,13.74573,13.11979,0.35093,13.70641,30.537,30.733,30.733,20.263,0,-96339.8,0.71437,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770651.904,0,390240,0,11.4325,11.4325,13.74573,13.1198,0.35302,13.70851,30.977,31.124,31.124,20.263,0,-96333.6,0.71439,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770652.104,0,390240,0,11.4325,11.4325,13.74573,13.11982,0.35263,13.70813,30.88,30.88,30.88,20.263,0,-96327.5,0.71441,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770652.304,0,390240,0,11.4325,11.4325,13.74573,13.11983,0.3527,13.7082,30.88,30.782,30.782,20.263,0,-96321.3,0.71443,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770652.504,0,390240,0,11.4325,11.4325,13.74573,13.11984,0.35322,13.70872,30.977,31.026,31.026,20.262,0,-96315.1,0.71445,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770652.704,0,390240,0,11.4325,11.4325,13.74573,13.11985,0.35283,13.70834,30.88,30.977,30.977,20.262,0,-96308.9,0.71447,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770652.904,0,390240,0,11.4325,11.4325,13.74573,13.11986,0.3529,13.70842,30.88,30.928,30.928,20.262,0,-96302.8,0.71448,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770653.104,0,390240,0,11.4325,11.4325,13.74573,13.11987,0.35522,13.71074,31.369,30.928,30.928,20.262,0,-96296.5,0.7145,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770653.304,0,390240,0,11.4325,11.4325,13.74573,13.11988,0.35528,13.71081,31.369,30.684,30.684,20.262,0,-96290.3,0.71452,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770653.504,0,390240,0,11.4325,11.4325,13.74573,13.11989,0.35265,13.70818,30.782,30.88,30.88,20.262,0,-96284.2,0.71454,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770653.704,0,390240,0,11.4325,11.4325,13.74573,13.1199,0.35451,13.71005,31.173,31.026,31.026,20.262,0,-96278,0.71456,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770653.904,0,390240,0,11.4325,11.4325,13.74573,13.11992,0.35256,13.7081,30.733,31.418,31.418,20.262,0,-96271.8,0.71458,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770654.104,0,390240,0,11.4325,11.4325,13.74573,13.11993,0.3533,13.70885,30.88,30.684,30.684,20.262,0,-96265.6,0.71459,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770654.304,0,390240,0,11.4325,11.4325,13.74573,13.11994,0.35426,13.70982,31.075,31.075,31.075,20.261,0,-96259.4,0.71461,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770654.504,0,390240,0,11.4325,11.4325,13.74573,13.11995,0.35388,13.70944,30.977,31.124,31.124,20.261,0,-96253.2,0.71463,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770654.704,0,390240,0,11.4325,11.4325,13.74573,13.11996,0.3544,13.70996,31.075,31.418,31.418,20.261,0,-96247,0.71465,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770654.904,0,390240,0,11.4325,11.4325,13.74573,13.11997,0.35402,13.70959,30.977,31.173,31.173,20.261,0,-96240.8,0.71467,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770655.104,0,390240,0,11.4325,11.4325,13.74573,13.11998,0.35318,13.70876,30.782,31.32,31.32,20.261,0,-96234.6,0.71469,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770655.304,0,390240,0,11.4325,11.4325,13.74573,13.11999,0.35482,13.71041,31.124,31.222,31.222,20.261,0,-96228.4,0.7147,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770655.504,0,390240,0,11.4325,11.4325,13.74573,13.12,0.35377,13.70936,30.88,30.88,30.88,20.261,0,-96222.2,0.71472,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770655.704,0,390240,0,11.4325,11.4325,13.74573,13.12002,0.35293,13.70852,30.684,30.831,30.831,20.261,0,-96216,0.71474,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770655.904,0,390240,0,11.4325,11.4325,13.74573,13.12003,0.35366,13.70926,30.831,31.026,31.026,20.261,0,-96209.9,0.71476,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770656.104,0,390240,0,11.4325,11.4325,13.74573,13.12004,0.35553,13.71113,31.222,30.782,30.782,20.26,0,-96203.7,0.71478,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770656.304,0,390240,0,11.4325,11.4325,13.74573,13.12005,0.35402,13.70963,30.88,31.075,31.075,20.26,0,-96197.5,0.7148,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770656.504,0,390240,0,11.4325,11.4325,13.74573,13.12006,0.35363,13.70925,30.782,31.124,31.124,20.26,0,-96191.3,0.71481,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770656.704,0,390240,0,11.4325,11.4325,13.74573,13.12007,0.35369,13.70932,30.782,31.026,31.026,20.26,0,-96185.1,0.71483,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770656.904,0,390240,0,11.4325,11.4325,13.74573,13.12008,0.35308,13.70871,30.635,30.733,30.733,20.26,0,-96179,0.71485,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770657.104,0,390240,0,11.4325,11.4325,13.74573,13.12009,0.35517,13.7108,31.075,30.88,30.88,20.26,0,-96172.8,0.71487,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770657.304,0,390240,0,11.4325,11.4325,13.74573,13.1201,0.3559,13.71154,31.222,31.026,31.026,20.26,0,-96166.6,0.71489,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770657.504,0,390240,0,11.4325,11.4325,13.74573,13.12012,0.35507,13.71072,31.026,31.173,31.173,20.26,0,-96160.4,0.71491,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770657.704,0,390240,0,11.4325,11.4325,13.74573,13.12013,0.35446,13.71011,30.88,31.271,31.271,20.26,0,-96154.2,0.71492,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770657.904,0,390240,0,11.4325,11.4325,13.74573,13.12014,0.35542,13.71108,31.075,30.782,30.782,20.259,0,-96148,0.71494,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770658.104,0,390240,0,11.4325,11.4325,13.74573,13.12015,0.35301,13.70867,30.537,30.977,30.977,20.259,0,-96141.9,0.71496,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770658.304,0,390240,0,11.4325,11.4325,13.74573,13.12016,0.35419,13.70986,30.782,30.928,30.928,20.259,0,-96135.7,0.71498,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770658.504,0,390240,0,11.4325,11.4325,13.74573,13.12017,0.35448,13.71015,30.831,30.928,30.928,20.259,0,-96129.5,0.715,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770658.704,0,390240,0,11.4325,11.4325,13.74573,13.12018,0.35679,13.71247,31.32,30.928,30.928,20.259,0,-96123.3,0.71502,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770658.904,0,390240,0,11.4325,11.4325,13.74573,13.12019,0.35528,13.71096,30.977,30.831,30.831,20.259,0,-96117.2,0.71503,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770659.104,0,390240,0,11.4325,11.4325,13.74573,13.1202,0.35421,13.7099,30.733,31.026,31.026,20.259,0,-96111,0.71505,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770659.304,0,390240,0,11.4325,11.4325,13.74573,13.12021,0.3563,13.712,31.173,31.271,31.271,20.259,0,-96104.8,0.71507,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770659.504,0,390240,0,11.4325,11.4325,13.74573,13.12022,0.35457,13.71027,30.782,31.124,31.124,20.259,0,-96098.6,0.71509,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770659.704,0,390240,0,11.4325,11.4325,13.74573,13.12024,0.35891,13.71461,31.711,30.831,30.831,20.258,0,-96092.3,0.71511,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770659.904,0,390240,0,11.4325,11.4325,13.74573,13.12025,0.35695,13.71266,31.271,30.977,30.977,20.258,0,-96086.1,0.71513,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770660.104,0,390240,0,11.4325,11.4325,13.74573,13.12026,0.35453,13.71025,30.733,30.733,30.733,20.258,0,-96080,0.71514,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770660.304,0,390240,0,11.4325,11.4325,13.74573,13.12027,0.35617,13.71189,31.075,30.88,30.88,20.258,0,-96073.8,0.71516,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770660.504,0,390240,0,11.4325,11.4325,13.74573,13.12028,0.35555,13.71128,30.928,30.831,30.831,20.258,0,-96067.6,0.71518,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770660.704,0,390240,0,11.4325,11.4325,13.74573,13.12029,0.35561,13.71134,30.928,30.782,30.782,20.258,0,-96061.5,0.7152,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770660.904,0,390240,0,11.4325,11.4325,13.74573,13.1203,0.35387,13.70961,30.537,30.88,30.88,20.258,0,-96055.3,0.71522,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770661.104,0,390240,0,11.4325,11.4325,13.74573,13.12031,0.35617,13.71192,31.026,30.684,30.684,20.258,0,-96049.2,0.71524,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770661.304,0,390240,0,11.4325,11.4325,13.74573,13.12033,0.35511,13.71086,30.782,30.439,30.439,20.258,0,-96043.1,0.71525,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770661.504,0,390240,0,11.4325,11.4325,13.74573,13.12034,0.35493,13.71069,30.733,30.733,30.733,20.258,0,-96036.9,0.71527,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770661.704,0,390240,0,11.4325,11.4325,13.74573,13.12035,0.35567,13.71143,30.88,31.222,31.222,20.257,0,-96030.7,0.71529,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770661.904,0,390240,0,11.4325,11.4325,13.74573,13.12036,0.35708,13.71284,31.173,30.928,30.928,20.257,0,-96024.5,0.71531,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770662.104,0,390240,0,11.4325,11.4325,13.74573,13.12037,0.35579,13.71156,30.88,30.635,30.635,20.257,0,-96018.4,0.71533,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770662.304,0,390240,0,11.4325,11.4325,13.74573,13.12038,0.35562,13.7114,30.831,31.222,31.222,20.257,0,-96012.2,0.71535,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770662.504,0,390240,0,11.4325,11.4325,13.74573,13.12039,0.35635,13.71214,30.977,31.026,31.026,20.257,0,-96006,0.71536,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770662.704,0,390240,0,11.4325,11.4325,13.74573,13.1204,0.35799,13.71378,31.32,30.977,30.977,20.257,0,-95999.8,0.71538,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770662.904,0,390240,0,11.4325,11.4325,13.74573,13.12041,0.3567,13.7125,31.026,30.488,30.488,20.257,0,-95993.6,0.7154,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770663.104,0,390240,0,11.4325,11.4325,13.74573,13.12042,0.35721,13.71301,31.124,30.88,30.88,20.257,0,-95987.4,0.71542,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770663.304,0,390240,0,11.4325,11.4325,13.74573,13.12044,0.35637,13.71217,30.928,31.173,31.173,20.257,0,-95981.2,0.71544,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770663.504,0,390240,0,11.4325,11.4325,13.74573,13.12045,0.35462,13.71044,30.537,30.928,30.928,20.256,0,-95975.1,0.71546,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770663.704,0,390240,0,11.4325,11.4325,13.74573,13.12046,0.35558,13.7114,30.733,31.026,31.026,20.256,0,-95968.9,0.71547,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770663.904,0,390240,0,11.4325,11.4325,13.74573,13.12047,0.35699,13.71281,31.026,31.173,31.173,20.256,0,-95962.7,0.71549,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770664.104,0,390240,0,11.4325,11.4325,13.74573,13.12048,0.3566,13.71243,30.928,30.977,30.977,20.256,0,-95956.5,0.71551,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770664.304,0,390240,0,11.4325,11.4325,13.74573,13.12049,0.35553,13.71136,30.684,30.782,30.782,20.256,0,-95950.4,0.71553,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770664.504,0,390240,0,11.4325,11.4325,13.74573,13.1205,0.35716,13.713,31.026,31.124,31.124,20.256,0,-95944.2,0.71555,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770664.704,0,390240,0,11.4325,11.4325,13.74573,13.12051,0.35789,13.71374,31.173,30.733,30.733,20.256,0,-95938,0.71557,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770664.904,0,390240,0,11.4325,11.4325,13.74573,13.12052,0.35683,13.71268,30.928,30.928,30.928,20.256,0,-95931.8,0.71558,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770665.104,0,390240,0,11.4325,11.4325,13.74573,13.12053,0.35733,13.71319,31.026,30.782,30.782,20.256,0,-95925.7,0.7156,0, ,,,,,,,,,,,,,,,,,,,,
unit_sim,74770665.304,0,390240,0,11.4325,11.4325,13.74573,13.12055,0.35874,13.7146,31.32,31.124,31.124,20.255,0,-95919.4,0.71562,0, ,,,,,,,,,,,,,,,,,,,,
