unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel,Ib_h,Ib_s,mib,Ib, vb_sel,Vb_h,Vb_s,mvb,Vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr, preserving,
unit_sel, 66646512.658, 0, 0,  -0.0000034,  0.00000,0.00000,0.00000,0.00000,0.00000,  0.00000,0.00000,   13.08000,0.00000,0.00000,  1, 0.00000,0.00000, 1, 0.00000,  1, 13.50371,13.08000, 1, 13.08000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.200,  0.394, -0.394, 10.000,  0.005,0,
unit_sel, 66646512.758, 0, 0,  -0.0000034,  0.00000,0.00001,0.00000,0.00001,0.00000,  -0.00001,-0.00000,   13.08000,0.00000,0.00000,  1, 0.00000,0.00000, 1, 0.00000,  1, 13.50801,13.08000, 1, 13.08000,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.200,  0.394, -0.394, 10.000,  0.005,0,
unit_sel, 66646512.861, 0, 0,  -0.0000034,  500.00000,0.00001,500.00000,0.00001,0.00000,  500.00000,10.00000,   13.08000,0.00000,0.00000,  1, 500.00000,500.00000, 1, 500.00000,  1, 13.49940,13.08000, 1, 13.08000,   0.00,25.00, 1, 25.00, 260, 0,   5.000,   0.040, 1,   0.200,  0.394, -0.394, 10.000,  0.005,0,
unit_sel, 66646512.961, 0, 0,  -0.0001420,  -500.00000,0.00001,-500.00000,0.00001,0.00000,  -500.00000,-0.09901,   13.08000,1.50139,0.07324,  1, -500.00000,-500.00000, 1, -500.00000,  1, 13.50371,13.08000, 1, 13.08000,   0.00,25.00, 1, 25.00, 4, 0,  -5.000,   0.056, 1,   0.200,  0.394, -0.394, 10.000,  0.005,0,
unit_sel, 66646513.061, 0, 0,  -0.0000032,  0.00000,0.00001,0.00000,0.00001,0.00000,  -0.00001,-0.09705,   13.08006,-1.09530,0.01624,  1, 0.00000,0.00000, 1, 0.00000,  1, 13.52093,13.08000, 1, 13.08000,   0.00,25.00, 1, 25.00, 0, 0,  -5.000,  -0.004, 1,   0.200,  0.394, -0.394, 10.000,  0.005,0,
unit_sel, 66646513.161, 0, 0,  -0.0000032,  0.00000,0.00001,0.00000,0.00001,0.00000,  -0.00001,-0.09513,   13.08000,-0.20001,0.00569,  1, 0.00000,0.00000, 1, 0.00000,  1, 13.52093,13.08000, 1, 13.08000,   0.00,25.00, 1, 25.00, 0, 0,   0.879,  -0.052, 1,   0.200,  0.394, -0.394, 10.000,  0.005,0,
unit_sel, 66646513.314, 0, 0,  -0.0000032,  0.00000,0.00001,0.00000,0.00001,0.00000,  -0.00001,-0.09226,   13.08000,-0.10001,-0.00210,  1, 0.00000,0.00000, 1, 0.00000,  1, 13.52524,13.08000, 1, 13.08000,   0.00,25.00, 1, 25.00, 0, 0,   0.684,  -0.078, 1,   0.200,  0.394, -0.394, 10.000,  0.005,0,
unit_sel, 66646513.413, 0, 0,  -0.0000032,  0.00000,0.00001,0.00000,0.00001,0.00000,  -0.00001,-0.09045,   13.08000,-0.02351,-0.00313,  1, 0.00000,0.00000, 1, 0.00000,  1, 13.51663,13.08000, 1, 13.08000,   0.00,25.00, 1, 25.00, 0, 0,   0.531,  -0.087, 1,   0.200,  0.394, -0.394, 10.000,  0.005,0,
unit_sel, 66646513.513, 0, 0,  -0.0000032,  0.00000,0.00001,0.00000,0.00001,0.00000,  -0.00001,-0.08866,   13.08000,-0.01187,-0.00356,  1, 0.00000,0.00000, 1, 0.00000,  1, 13.52524,13.08000, 1, 13.08000,   0.00,25.00, 1, 25.00, 0, 0,   0.435,  -0.090, 1,   0.200,  0.394, -0.394, 10.000,  0.005,0,
unit_sel, 66646513.613, 0, 0,  -0.0000032,  0.00000,0.00001,0.00000,0.00001,0.00000,  -0.00001,-0.08691,   13.08000,-0.00594,-0.00368,  1, 0.00000,0.00000, 1, 0.00000,  1, 13.52954,13.08000, 1, 13.08000,   0.00,25.00, 1, 25.00, 0, 0,   0.356,  -0.089, 1,   0.200,  0.394, -0.394, 10.000,  0.005,0,
