unit,               hm,                  cTime,       dt,       chm,sat,sel,mod,  Tb,  Vb,  Ib,   ioc,  voc_soc,    Vsat,dV_dyn,Voc_stat,Voc_ekf,     y_ekf,    soc_s,soc_ekf,soc,
pro_20220926, 2022-10-04T04:14:33,  58216499.861, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,   -19.281,13.08000,    13.80000,0.00000,13.25695,13.08002,   0.176931, 0.50000,0.50004,0.50000,
pro_20220926, 2022-10-04T04:14:33,  58216500.261, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,   -19.261,13.08000,    13.80000,0.00000,13.25673,13.08002,   0.176716, 0.50000,0.50004,0.50000,
pro_20220926, 2022-10-04T04:14:33,  58216500.661, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,   -19.240,13.08000,    13.80000,0.00000,13.25652,13.08002,   0.176502, 0.50000,0.50004,0.50000,
pro_20220926, 2022-10-04T04:14:33,  58216501.061, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,   -19.220,13.08000,    13.80000,0.00000,13.25630,13.08002,   0.176287, 0.50000,0.50004,0.50000,
pro_20220926, 2022-10-04T04:14:35,  58216501.462, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,   -19.200,13.08000,    13.80000,0.00000,13.25609,13.08002,   0.176074, 0.50000,0.50004,0.50000,
pro_20220926, 2022-10-04T04:14:35,  58216501.861, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,   -19.179,13.08000,    13.80000,0.00000,13.25588,13.08002,   0.175861, 0.50000,0.50004,0.50000,
pro_20220926, 2022-10-04T04:14:35,  58216502.261, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,   -19.159,13.08000,    13.80000,0.00000,13.25566,13.08002,   0.175647, 0.50000,0.50004,0.50000,
pro_20220926, 2022-10-04T04:14:35,  58216502.662, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,   -19.139,13.08000,    13.80000,0.00000,13.25545,13.08002,   0.175434, 0.50000,0.50004,0.50000,
pro_20220926, 2022-10-04T04:14:35,  58216503.061, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,   -19.119,13.08000,    13.80000,0.00000,13.25524,13.08002,   0.175221, 0.50000,0.50004,0.50000,
pro_20220926, 2022-10-04T04:14:37,  58216503.461, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,   -19.098,13.08000,    13.80000,0.00000,13.25503,13.08002,   0.175008, 0.50000,0.50004,0.50000,
pro_20220926, 2022-10-04T04:14:37,  58216503.861, 0.100,   0,  0,  0,  7,  25.0,13.080,     0.000,   -19.078,13.08000,    13.80000,0.00000,13.25482,13.08002,   0.174796, 0.50000,0.50004,0.50000,
