unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel_stat,ib_h,ib_s,mib,ib, vb_sel,vb_h,vb_s,mvb,vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr, preserving
unit_sel,74770472.504,0,1,0.270724,-0.08109,0.24436,-0.08109,-0.08109,-0.08109,-0.32545,0.05588,13.1104,-0.13265,-0.1386,1,-0.08109,-0.08109,0,-0.08109,1,13.25095,13.11387,0,13.25095,11.43,11.43,0,11.43,0,16,0.428,0.029,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770472.704,0,1,0.2707239,-0.27674,0.09762,-0.27674,-0.27674,-0.27674,-0.37436,0.04756,13.1104,-0.11257,-0.13798,1,-0.27674,-0.27674,0,-0.27674,1,13.20809,13.11252,0,13.20809,11.43,11.43,0,11.43,0,16,-0.141,0.042,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770472.904,0,1,0.2707241,-0.37455,-0.19584,-0.37455,-0.37455,-0.37455,-0.17871,0.04153,13.1104,-0.10897,-0.13629,1,-0.37455,-0.37455,0,-0.37455,1,13.23381,13.11183,0,13.23381,11.43,11.43,0,11.43,0,16,-0.605,0.038,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770473.104,0,1,0.2707241,0.21238,-0.09802,0.21238,0.21238,0.21238,0.3104,0.04638,13.1104,-0.12636,-0.13575,1,0.21238,0.21238,0,0.21238,1,13.23809,13.1116,0,13.23809,11.43,11.43,0,11.43,0,16,0.124,0.018,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770473.304,0,1,0.2707241,0.01673,-0.14693,0.01673,0.01673,0.01673,0.16366,0.04433,13.1104,-0.12184,-0.13516,1,0.01673,0.01673,0,0.01673,1,13.23381,13.11182,0,13.23381,11.43,11.43,0,11.43,0,16,0.062,0.015,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770473.504,0,1,0.2707241,0.11455,0.29327,0.11455,0.11455,0.11455,-0.17871,0.04508,13.1104,-0.14351,-0.13505,1,0.11455,0.11455,0,0.11455,1,13.22095,13.11159,0,13.22095,11.43,11.43,0,11.43,1024,16,0.126,0.004,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770473.704,0,1,0.270724,0.40802,0.04871,0.40802,0.40802,0.40802,0.3593,0.05645,13.1104,-0.16517,-0.13516,1,0.40802,0.40802,0,0.40802,1,13.22952,13.11137,0,13.22952,11.43,11.43,0,11.43,1024,16,0.069,-0.002,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770473.904,0,1,0.2707853,-0.03218,-0.19584,-0.03218,-0.03218,-0.03218,0.16366,0.06065,13.1104,-0.1347,-0.13469,1,-0.03218,-0.03218,0,-0.03218,1,13.19951,13.11182,0,13.19951,11.43,11.43,0,11.43,1024,16,-0.344,-0.002,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770474.104,0,1,0.2707853,-0.08108,0.19545,-0.08108,-0.08108,-0.08108,-0.27653,0.04933,13.1104,-0.12636,-0.13336,1,-0.08108,-0.08108,0,-0.08108,1,13.24667,13.11159,0,13.24667,11.43,11.43,0,11.43,0,16,0.261,-0.006,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770474.304,0,1,0.2707852,0.26129,0.19545,0.26129,0.26129,0.26129,0.06584,0.05093,13.1104,-0.12546,-0.13321,1,0.26129,0.26129,0,0.26129,1,13.24667,13.1125,0,13.24667,11.43,11.43,0,11.43,0,16,0.563,0.006,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770474.504,0,1,0.2707852,0.01673,0.14654,0.01673,0.01673,0.01673,-0.12981,0.05144,13.1104,-0.14328,-0.13347,1,0.01673,0.01673,0,0.01673,1,13.25524,13.11182,0,13.25524,11.43,11.43,0,11.43,0,16,-0.207,0.018,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770474.704,0,1,0.2707851,0.16346,-0.19584,0.16346,0.16346,0.16346,0.3593,0.06446,13.1104,-0.12568,-0.13352,1,0.16346,0.16346,0,0.16346,1,13.24667,13.11228,0,13.24667,11.43,11.43,0,11.43,0,16,-0.284,0.018,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770474.904,0,1,0.270785,-0.27673,0.14653,-0.27673,-0.27673,-0.27673,-0.42326,0.04438,13.1104,-0.13921,-0.13368,1,-0.27673,-0.27673,0,-0.27673,1,13.25524,13.11159,0,13.25524,11.43,11.43,0,11.43,0,16,0.133,0.021,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770475.104,0,1,0.2707851,0.40802,0.29327,0.40802,0.40802,0.40802,0.11475,0.04999,13.1104,-0.16924,-0.13483,1,0.40802,0.40802,0,0.40802,1,13.23381,13.11159,0,13.23381,11.43,11.43,0,11.43,0,16,0.343,0.017,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770475.304,0,1,0.2707849,0.50584,-0.09802,0.50584,0.50584,0.50584,0.60386,0.06696,13.1104,-0.10785,-0.13381,1,0.50584,0.50584,0,0.50584,1,13.22952,13.11297,0,13.22952,11.43,11.43,0,11.43,0,16,0.311,0.033,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770475.504,0,1,0.2707848,0.31019,-0.0002,0.31019,0.31019,0.31019,0.3104,0.07271,13.1104,-0.13536,-0.13341,1,0.31019,0.31019,0,0.31019,1,13.2681,13.11117,0,13.2681,11.43,11.43,0,11.43,0,16,-0.262,0.038,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770475.704,0,1,0.2707845,0.21238,-0.14693,0.21238,0.21238,0.21238,0.35931,0.08775,13.1104,-0.16242,-0.13465,1,0.21238,0.21238,0,0.21238,1,13.28954,13.11412,0,13.28954,11.43,11.43,0,11.43,0,16,0.189,0.048,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770475.904,0,1,0.2709355,0.16346,0.34218,0.16346,0.16346,0.16346,-0.17871,0.08489,13.1104,-0.16467,-0.1364,1,0.16346,0.16346,0,0.16346,1,13.22952,13.11187,0,13.22952,11.43,11.43,0,11.43,0,16,0.085,0.048,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770476.104,0,1,0.2709354,0.40802,-0.04911,0.40802,0.40802,0.40802,0.45713,0.0881,13.1104,-0.13849,-0.13599,1,0.40802,0.40802,0,0.40802,1,13.22952,13.11233,0,13.22952,11.43,11.43,0,11.43,0,16,0.306,0.06,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770476.304,0,1,0.2709353,0.21238,0.04871,0.21238,0.21238,0.21238,0.16366,0.08726,13.11041,-0.12178,-0.13515,1,0.21238,0.21238,0,0.21238,1,13.24667,13.11189,0,13.24667,11.43,11.43,0,11.43,0,16,-0.095,0.068,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770476.504,0,1,0.2709352,0.21237,-0.34257,0.21237,0.21237,0.21237,0.55494,0.09611,13.11041,-0.15201,-0.13554,1,0.21237,0.21237,0,0.21237,1,13.23381,13.11167,0,13.23381,11.43,11.43,0,11.43,0,16,-0.567,0.061,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770476.704,0,1,0.2709351,0.01673,0.04871,0.01673,0.01673,0.01673,-0.03198,0.10153,13.11041,-0.09989,-0.13431,1,0.01673,0.01673,0,0.01673,1,13.24667,13.11234,0,13.24667,11.43,11.43,0,11.43,0,16,-0.302,0.035,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770476.904,0,1,0.2709352,0.16346,-0.04911,0.16346,0.16346,0.16346,0.21257,0.09924,13.11041,-0.13983,-0.13446,1,0.16346,0.16346,0,0.16346,1,13.27239,13.11099,0,13.27239,11.43,11.43,0,11.43,0,16,-0.119,0.009,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770477.104,0,1,0.2709351,0.16346,-0.09802,0.16346,0.16346,0.16346,0.26148,0.10275,13.11041,-0.12178,-0.13476,1,0.16346,0.16346,0,0.16346,1,13.25095,13.11189,0,13.25095,11.43,11.43,0,11.43,0,16,-0.019,-0.009,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770477.304,0,1,0.270935,0.16347,0.04871,0.16347,0.16347,0.16347,0.11476,0.10702,13.11041,-0.13058,-0.13475,1,0.16347,0.16347,0,0.16347,1,13.24238,13.11166,0,13.24238,11.43,11.43,0,11.43,0,16,-0.082,-0.027,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770477.504,0,1,0.270935,0.21237,0.04871,0.21237,0.21237,0.21237,0.16366,0.10259,13.11041,-0.13983,-0.13476,1,0.21237,0.21237,0,0.21237,1,13.3024,13.11098,0,13.3024,11.43,11.43,0,11.43,0,16,0.134,-0.037,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770477.704,0,1,0.2709349,0.06565,0.14654,0.06565,0.06565,0.06565,-0.08089,0.0897,13.11041,-0.14367,-0.1363,1,0.06565,0.06565,0,0.06565,1,13.27239,13.11143,0,13.27239,11.43,11.43,0,11.43,0,16,0.324,-0.031,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770477.904,0,1,0.270943,-0.13,0.34218,-0.13,-0.13,-0.13,-0.47218,0.08286,13.11041,-0.1166,-0.13639,1,-0.13,-0.13,0,-0.13,1,13.24238,13.11278,0,13.24238,11.43,11.43,0,11.43,0,16,0.147,-0.018,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770478.104,0,1,0.270943,0.21238,0.24435,0.21238,0.21238,0.21238,-0.03198,0.07836,13.11041,-0.11773,-0.13581,1,0.21238,0.21238,0,0.21238,1,13.23809,13.11165,0,13.23809,11.43,11.43,0,11.43,0,16,0.224,-0.007,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770478.304,0,1,0.270943,-0.37455,-0.14693,-0.37455,-0.37455,-0.37455,-0.22762,0.0749,13.11041,-0.1527,-0.13598,1,-0.37455,-0.37455,0,-0.37455,1,13.25524,13.11096,0,13.25524,11.43,11.43,0,11.43,0,16,-1.142,-0.011,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770478.504,0,1,0.270943,0.16346,0.14654,0.16346,0.16346,0.16346,0.01693,0.08497,13.11041,-0.15994,-0.13679,1,0.16346,0.16346,0,0.16346,1,13.21237,13.11231,0,13.21237,11.43,11.43,0,11.43,0,16,0.117,-0.039,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770478.704,0,1,0.270943,0.40802,-0.04911,0.40802,0.40802,0.40802,0.45713,0.09007,13.11041,-0.11391,-0.13534,1,0.40802,0.40802,0,0.40802,1,13.23381,13.11119,0,13.23381,11.43,11.43,0,11.43,0,16,0.269,-0.047,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770478.904,0,1,0.2709413,17.13555,17.31427,17.13555,17.13555,17.13555,-0.17872,0.08997,13.11041,-0.36673,-0.14069,1,17.13555,17.13555,0,17.13555,1,13.58534,13.13749,0,13.58534,11.43,11.43,0,11.43,0,16,5,0.079,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770479.104,0,1,0.2709291,27.84704,28.2214,27.84704,27.84704,27.84704,-0.37436,0.07462,13.11041,-0.39984,-0.15319,1,27.84704,27.84704,0,27.84704,1,13.61106,13.22471,0,13.61106,11.43,11.43,0,11.43,0,16,5,0.338,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770479.304,0,1,0.270912,30.87952,31.64516,30.87952,30.87952,30.87952,-0.76565,0.04736,13.11042,-0.38856,-0.16419,1,30.87952,30.87952,0,30.87952,1,13.62392,13.25321,0,13.62392,11.43,11.43,0,11.43,0,16,5,0.674,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770479.504,0,1,0.2708935,31.61319,31.69407,31.61319,31.61319,31.61319,-0.08088,0.04898,13.11043,-0.35968,-0.17386,1,31.61319,31.61319,0,31.61319,1,13.61106,13.26496,0,13.61106,11.43,11.43,0,11.43,0,16,5,1.052,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770479.704,0,1,0.2708747,32.20011,32.42773,32.20011,32.20011,32.20011,-0.22762,0.03434,13.11044,-0.40498,-0.18373,1,32.20011,32.20011,0,32.20011,1,13.63678,13.26683,0,13.63678,11.43,11.43,0,11.43,0,16,5,1.448,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770479.904,0,1,0.2717783,32.24902,31.88972,32.24902,32.24902,32.24902,0.3593,0.03758,13.11045,-0.36294,-0.19258,1,32.24902,32.24902,0,32.24902,1,13.61106,13.27027,0,13.61106,11.43,11.43,0,11.43,0,16,5,1.842,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770480.104,0,1,0.2717593,32.00447,31.93863,32.00447,32.00447,32.00447,0.06585,0.03679,13.11045,-0.37236,-0.20055,1,32.00447,32.00447,0,32.00447,1,13.64107,13.2737,0,13.64107,11.43,11.43,0,11.43,0,16,5,2.222,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770480.304,0,1,0.2717401,32.10229,32.13427,32.10229,32.10229,32.10229,-0.03197,0.04074,13.11046,-0.37186,-0.20882,1,32.10229,32.10229,0,32.10229,1,13.64535,13.27849,0,13.64535,11.43,11.43,0,11.43,0,16,5,2.581,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770480.504,0,1,0.2717209,32.1512,32.42774,32.1512,32.1512,32.1512,-0.27654,0.04444,13.11047,-0.38807,-0.21711,1,32.1512,32.1512,0,32.1512,1,13.65821,13.27943,0,13.65821,11.43,11.43,0,11.43,0,16,5,2.911,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770480.704,0,1,0.2717019,31.90664,32.03645,31.90664,31.90664,31.90664,-0.12981,0.04615,13.11048,-0.3788,-0.22503,1,31.90664,31.90664,0,31.90664,1,13.63678,13.28011,0,13.63678,11.43,11.43,0,11.43,0,16,5,3.212,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770480.904,0,1,0.271683,31.90665,32.47664,31.90665,31.90665,31.90665,-0.56999,0.02959,13.11049,-0.35511,-0.23142,1,31.90665,31.90665,0,31.90665,1,13.65821,13.28235,0,13.65821,11.43,11.43,0,11.43,0,16,5,3.481,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770481.104,0,1,0.271664,32.10229,32.47665,32.10229,32.10229,32.10229,-0.37436,0.02134,13.1105,-0.37455,-0.23845,1,32.10229,32.10229,0,32.10229,1,13.66679,13.28435,0,13.66679,11.43,11.43,0,11.43,0,16,5,3.72,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770481.304,0,1,0.2716449,32.39576,32.42774,32.39576,32.39576,32.39576,-0.03198,0.024,13.11051,-0.36758,-0.2451,1,32.39576,32.39576,0,32.39576,1,13.64964,13.28703,0,13.64964,11.43,11.43,0,11.43,0,16,5,3.929,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770481.504,0,1,0.2716258,32.24903,32.57446,32.24903,32.24903,32.24903,-0.32544,0.01789,13.11052,-0.36107,-0.25076,1,32.24903,32.24903,0,32.24903,1,13.64535,13.28925,0,13.64535,11.43,11.43,0,11.43,0,16,5,4.111,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770481.704,0,1,0.2716068,32.05337,32.13428,32.05337,32.05337,32.05337,-0.08091,0.01782,13.11053,-0.35525,-0.25586,1,32.05337,32.05337,0,32.05337,1,13.67536,13.29077,0,13.67536,11.43,11.43,0,11.43,0,16,5,4.268,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770481.904,0,1,0.2725182,31.61318,32.42774,31.61318,31.61318,31.61318,-0.81456,0.00132,13.11054,-0.36548,-0.26166,1,31.61318,31.61318,0,31.61318,1,13.68394,13.29338,0,13.68394,11.43,11.43,0,11.43,0,16,5,4.402,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770482.104,0,1,0.2724994,31.80883,31.98754,31.80883,31.80883,31.80883,-0.17871,-0.0029,13.11055,-0.38927,-0.26796,1,31.80883,31.80883,0,31.80883,1,13.63249,13.29531,0,13.63249,11.43,11.43,0,11.43,0,16,5,4.515,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770482.304,0,1,0.2724804,31.711,31.88971,31.711,31.711,31.711,-0.17871,-0.0003,13.11056,-0.3641,-0.27203,1,31.711,31.711,0,31.711,1,13.64964,13.29904,0,13.64964,11.43,11.43,0,11.43,0,16,5,4.61,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770482.504,0,1,0.2724615,32.00447,32.03644,32.00447,32.00447,32.00447,-0.03197,-0.00534,13.11057,-0.35655,-0.27608,1,32.00447,32.00447,0,32.00447,1,13.64535,13.29802,0,13.64535,11.43,11.43,0,11.43,0,16,5,4.69,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770482.704,0,1,0.2724427,31.80883,32.42773,31.80883,31.80883,31.80883,-0.61891,-0.02939,13.11058,-0.35872,-0.2798,1,31.80883,31.80883,0,31.80883,1,13.67536,13.30012,0,13.67536,11.43,11.43,0,11.43,0,16,5,4.756,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770482.904,0,1,0.2724239,32.1512,31.8408,32.1512,32.1512,32.1512,0.3104,-0.02746,13.11059,-0.35188,-0.28386,1,32.1512,32.1512,0,32.1512,1,13.66679,13.30268,0,13.66679,11.43,11.43,0,11.43,0,16,5,4.81,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770483.104,0,1,0.2724048,31.80883,32.37883,31.80883,31.80883,31.80883,-0.57,-0.04114,13.1106,-0.39219,-0.28842,1,31.80883,31.80883,0,31.80883,1,13.68394,13.30523,0,13.68394,11.43,11.43,0,11.43,0,16,5,4.854,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770483.304,0,1,0.272386,32.05338,32.08537,32.05338,32.05338,32.05338,-0.03199,-0.04458,13.11061,-0.37679,-0.29279,1,32.05338,32.05338,0,32.05338,1,13.6968,13.30777,0,13.6968,11.43,11.43,0,11.43,0,16,5,4.89,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770483.504,0,1,0.2723669,32.29793,32.37883,32.29793,32.29793,32.29793,-0.0809,-0.03461,13.11062,-0.36997,-0.297,1,32.29793,32.29793,0,32.29793,1,13.66679,13.31031,0,13.66679,11.43,11.43,0,11.43,0,16,5,4.919,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770483.704,0,1,0.272348,31.711,32.13427,31.711,31.711,31.711,-0.42326,-0.04985,13.11063,-0.36067,-0.29998,1,31.711,31.711,0,31.711,1,13.66679,13.31101,0,13.66679,11.43,11.43,0,11.43,0,16,5,4.941,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770483.904,0,1,0.2732499,31.66209,31.93863,31.66209,31.66209,31.66209,-0.27653,-0.06064,13.11063,-0.36291,-0.30288,1,31.66209,31.66209,0,31.66209,1,13.64535,13.31305,0,13.64535,11.43,11.43,0,11.43,0,16,5,4.959,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770484.104,0,1,0.2732311,32.05338,32.13427,32.05338,32.05338,32.05338,-0.08089,-0.06523,13.11064,-0.37848,-0.30547,1,32.05338,32.05338,0,32.05338,1,13.69251,13.31464,0,13.69251,11.43,11.43,0,11.43,0,16,5,4.973,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770484.304,0,1,0.2732122,31.711,32.08537,31.711,31.711,31.711,-0.37436,-0.07071,13.11065,-0.33809,-0.30797,1,31.711,31.711,0,31.711,1,13.70966,13.31643,0,13.70966,11.43,11.43,0,11.43,0,16,5,4.984,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770484.504,0,1,0.2731934,31.85774,31.44952,31.85774,31.85774,31.85774,0.40822,-0.05383,13.11066,-0.35324,-0.31113,1,31.85774,31.85774,0,31.85774,1,13.6968,13.31843,0,13.6968,11.43,11.43,0,11.43,0,16,5,4.992,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770484.704,0,1,0.2731745,31.75992,31.7919,31.75992,31.75992,31.75992,-0.03198,-0.04727,13.11067,-0.34987,-0.31368,1,31.75992,31.75992,0,31.75992,1,13.65393,13.32178,0,13.65393,11.43,11.43,0,11.43,0,16,5,4.997,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770484.904,0,1,0.2731557,31.75992,31.98753,31.75992,31.75992,31.75992,-0.22761,-0.04675,13.11068,-0.37451,-0.31565,1,31.75992,31.75992,0,31.75992,1,13.70108,13.32287,0,13.70108,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770485.104,0,1,0.2731369,31.95556,31.93863,31.95556,31.95556,31.95556,0.01693,-0.0471,13.11069,-0.33326,-0.31758,1,31.95556,31.95556,0,31.95556,1,13.6625,13.32553,0,13.6625,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770485.304,0,1,0.2731178,31.95555,31.54735,31.95555,31.95555,31.95555,0.40821,-0.0321,13.1107,-0.35135,-0.31888,1,31.95555,31.95555,0,31.95555,1,13.68822,13.32887,0,13.68822,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770485.504,0,1,0.2730989,32.44467,32.18318,32.44467,32.44467,32.44467,0.26149,-0.03008,13.11071,-0.35908,-0.32087,1,32.44467,32.44467,0,32.44467,1,13.6625,13.32973,0,13.6625,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770485.704,0,1,0.2730798,31.85773,32.13427,31.85773,31.85773,31.85773,-0.27654,-0.0236,13.11072,-0.35551,-0.32195,1,31.85773,31.85773,0,31.85773,1,13.70537,13.33328,0,13.70537,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770485.904,0,1,0.273963,31.90665,31.74298,31.90665,31.90665,31.90665,0.16367,-0.0248,13.11073,-0.35762,-0.32408,1,31.90665,31.90665,0,31.90665,1,13.66679,13.33116,0,13.66679,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770486.104,0,1,0.2739441,31.66209,32.08537,31.66209,31.66209,31.66209,-0.42327,-0.03093,13.11074,-0.37419,-0.32554,1,31.66209,31.66209,0,31.66209,1,13.70966,13.33602,0,13.70966,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770486.304,0,1,0.2739253,31.75992,31.98753,31.75992,31.75992,31.75992,-0.22761,-0.03675,13.11075,-0.36076,-0.3276,1,31.75992,31.75992,0,31.75992,1,13.66679,13.33659,0,13.66679,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770486.504,0,1,0.2739064,31.61319,31.7919,31.61319,31.61319,31.61319,-0.17872,-0.03757,13.11076,-0.36606,-0.32861,1,31.61319,31.61319,0,31.61319,1,13.68822,13.33985,0,13.68822,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770486.704,0,1,0.2738877,32.29793,31.7919,32.29793,32.29793,32.29793,0.50603,-0.03239,13.11077,-0.32783,-0.32911,1,32.29793,32.29793,0,32.29793,1,13.71395,13.33951,0,13.71395,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770486.904,0,1,0.2738688,31.85774,31.98754,31.85774,31.85774,31.85774,-0.1298,-0.04381,13.11078,-0.3521,-0.33069,1,31.85774,31.85774,0,31.85774,1,13.68394,13.34095,0,13.68394,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770487.104,0,1,0.27385,32.00447,32.32991,32.00447,32.00447,32.00447,-0.32544,-0.0615,13.11079,-0.32022,-0.33068,1,32.00447,32.00447,0,32.00447,1,13.67965,13.34282,0,13.67965,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770487.304,0,1,0.2738312,31.56427,31.69407,31.56427,31.56427,31.56427,-0.1298,-0.06892,13.1108,-0.33526,-0.33087,1,31.56427,31.56427,0,31.56427,1,13.71823,13.34491,0,13.71823,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770487.504,0,1,0.2738125,31.80883,31.84081,31.80883,31.80883,31.80883,-0.03198,-0.06652,13.1108,-0.35913,-0.33258,1,31.80883,31.80883,0,31.80883,1,13.64964,13.34676,0,13.64964,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770487.704,0,1,0.2737937,32.24902,32.18318,32.24902,32.24902,32.24902,0.06584,-0.06988,13.11081,-0.3302,-0.33177,1,32.24902,32.24902,0,32.24902,1,13.6625,13.34998,0,13.6625,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770487.904,0,1,0.2746778,32.39576,32.18318,32.39576,32.39576,32.39576,0.21258,-0.0607,13.11082,-0.35698,-0.33188,1,32.39576,32.39576,0,32.39576,1,13.70108,13.35321,0,13.70108,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770488.104,0,1,0.2746584,32.44467,32.03645,32.44467,32.44467,32.44467,0.40822,-0.03662,13.11083,-0.31832,-0.33189,1,32.44467,32.44467,0,32.44467,1,13.67536,13.35758,0,13.67536,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770488.304,0,1,0.2746394,32.1512,32.08536,32.1512,32.1512,32.1512,0.06584,-0.04779,13.11084,-0.32434,-0.33138,1,32.1512,32.1512,0,32.1512,1,13.68822,13.35583,0,13.68822,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770488.504,0,1,0.2746202,32.54249,32.13428,32.54249,32.54249,32.54249,0.40821,-0.02706,13.11085,-0.35745,-0.33201,1,32.54249,32.54249,0,32.54249,1,13.68394,13.36131,0,13.68394,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770488.704,0,1,0.274601,32.20011,31.93863,32.20011,32.20011,32.20011,0.26149,-0.01669,13.11086,-0.35288,-0.33231,1,32.20011,32.20011,0,32.20011,1,13.6968,13.36159,0,13.6968,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770488.904,0,1,0.274582,32.05338,31.93863,32.05338,32.05338,32.05338,0.11475,-0.01913,13.11087,-0.37405,-0.33342,1,32.05338,32.05338,0,32.05338,1,13.69251,13.36184,0,13.69251,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770489.104,0,1,0.2745631,32.10229,32.08536,32.10229,32.10229,32.10229,0.01693,-0.01867,13.11088,-0.35532,-0.33388,1,32.10229,32.10229,0,32.10229,1,13.72681,13.36342,0,13.72681,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
unit_sel,74770489.304,0,1,0.2745441,32.2001,32.18318,32.2001,32.2001,32.2001,0.01693,-0.02012,13.11089,-0.35328,-0.33504,1,32.2001,32.2001,0,32.2001,1,13.71823,13.36546,0,13.71823,11.43,11.43,0,11.43,0,16,5,5,1,0.2,0.394,-0.492,10,0.005,0
