unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel,Ib_h,Ib_s,mib,Ib, vb_sel,Vb_h,Vb_s,mvb,Vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr, preserving,
unit_sel, 63009779.674, 0, 1,   0.0000000,  0.33156,0.18561,0.33156,0.33156,0.33156,  0.14596,0.04111,   14.45881,-0.12371,-0.13130,  1, 0.33156,0.33156, 0, 0.33156,  1, 14.40357,14.26263, 0, 14.40357,  10.38,10.38, 0, 10.38, 0, 0,  -0.064,  -0.020, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63009779.773, 0, 1,   0.0000000,  0.26464,0.18561,0.26464,0.26464,0.26464,  0.07903,0.04185,   14.45881,-0.14091,-0.13176,  1, 0.26464,0.26464, 0, 0.26464,  1, 14.40788,14.26266, 0, 14.40788,  10.38,10.38, 0, 10.38, 0, 0,  -0.115,  -0.024, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63009779.873, 0, 1,   0.0000000,  0.26464,0.18561,0.26464,0.26464,0.26464,  0.07903,0.04259,   14.45881,-0.14540,-0.13243,  1, 0.26464,0.26464, 0, 0.26464,  1, 14.39496,14.26248, 0, 14.39496,  10.38,10.38, 0, 10.38, 0, 0,  -0.153,  -0.029, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63009779.973, 0, 1,   0.0000000,  0.26464,0.18561,0.26464,0.26464,0.26464,  0.07903,0.04331,   14.45881,-0.13253,-0.13243,  1, 0.26464,0.26464, 0, 0.26464,  1, 14.38635,14.26243, 0, 14.38635,  10.38,10.38, 0, 10.38, 0, 0,  -0.125,  -0.034, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63009780.074, 0, 1,   0.0000000,  0.26464,0.36341,0.26464,0.26464,0.26464,  -0.09877,0.04047,   14.45881,-0.12394,-0.13201,  1, 0.26464,0.26464, 0, 0.26464,  1, 14.37773,14.26241, 0, 14.37773,  10.38,10.38, 0, 10.38, 0, 0,   0.064,  -0.037, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63009780.173, 0, 1,   0.0000000,  0.26464,0.36341,0.26464,0.26464,0.26464,  -0.09877,0.03774,   14.45881,-0.11534,-0.13121,  1, 0.26464,0.26464, 0, 0.26464,  1, 14.37773,14.26240, 0, 14.37773,  10.38,10.38, 0, 10.38, 0, 0,   0.208,  -0.038, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63009780.274, 0, 1,   0.0000000,  0.19772,0.18561,0.19772,0.19772,0.19772,  0.01211,0.03723,   14.45881,-0.11534,-0.13043,  1, 0.19772,0.19772, 0, 0.19772,  1, 14.39496,14.26239, 0, 14.39496,  10.38,10.38, 0, 10.38, 0, 0,  -0.059,  -0.037, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63009780.374, 0, 1,   0.0000000,  0.19772,0.18561,0.19772,0.19772,0.19772,  0.01211,0.03673,   14.45881,-0.13277,-0.13054,  1, 0.19772,0.19772, 0, 0.19772,  1, 14.41218,14.26219, 0, 14.41218,  10.38,10.38, 0, 10.38, 0, 0,  -0.262,  -0.040, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63009780.473, 0, 1,   0.0000000,  0.26464,0.18561,0.26464,0.26464,0.26464,  0.07903,0.03756,   14.45881,-0.15005,-0.13148,  1, 0.26464,0.26464, 0, 0.26464,  1, 14.39926,14.26213, 0, 14.39926,  10.38,10.38, 0, 10.38, 0, 0,  -0.152,  -0.043, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
unit_sel, 63009780.573, 0, 1,   0.0000000,  0.26464,0.18561,0.26464,0.26464,0.26464,  0.07903,0.03838,   14.45881,-0.13696,-0.13175,  1, 0.26464,0.26464, 0, 0.26464,  1, 14.38635,14.26231, 0, 14.38635,  10.38,10.38, 0, 10.38, 0, 0,  -0.066,  -0.046, 1,   0.200,393.600,-393.600, 10.000,  0.005,0,
