t,"  vb, real","vb, im",  ib,b2:c4098
289.79999999702,12.805,0,-17.686,
290,12.745,0,-17.138,
290.20000000298,12.758,0,-17.504,
290.40000000596,12.835,0,-17.382,
290.600000008941,12.684,0,-17.382,
290.79999999702,12.753,0,-17.565,
291,12.775,0,-17.443,
291.20000000298,12.745,0,-17.016,
291.40000000596,12.659,0,-17.321,
291.600000008941,12.77,0,-17.504,
291.79999999702,12.697,0,-17.016,
292,12.745,0,-16.833,
292.20000000298,12.706,0,-17.199,
292.40000000596,12.715,0,-17.686,
292.600000008941,12.723,0,-17.26,
292.79999999702,12.74,0,-17.077,
293,12.693,0,-17.443,
293.20000000298,12.745,0,-17.016,
293.40000000596,12.706,0,-17.26,
293.600000008941,12.758,0,-17.747,
293.79999999702,12.702,0,-17.747,
294,12.77,0,-17.138,
294.20000000298,12.736,0,-17.626,
294.40000000596,12.745,0,-17.077,
294.600000008941,12.801,0,-17.26,
294.79999999702,12.826,0,-17.382,
295,12.796,0,-17.565,
295.20000000298,12.758,0,-17.138,
295.40000000596,12.779,0,-17.26,
295.600000008941,12.796,0,-17.626,
295.79999999702,12.65,0,-17.565,
296,12.77,0,-17.199,
296.20000000298,12.706,0,-17.321,
296.40000000596,12.792,0,-16.955,
296.600000008941,12.753,0,-17.382,
296.79999999702,12.723,0,-17.138,
297,12.697,0,-17.138,
297.20000000298,12.706,0,-17.138,
297.40000000596,12.671,0,-16.894,
297.600000008941,12.719,0,-17.626,
297.79999999702,12.753,0,-16.955,
298,12.753,0,-17.199,
298.20000000298,12.766,0,-17.199,
298.40000000596,12.719,0,-17.382,
298.600000008941,12.779,0,-16.894,
298.79999999702,12.74,0,-17.26,
299,12.719,0,-17.138,
299.20000000298,12.796,0,-17.382,
299.40000000596,12.77,0,-17.443,
299.600000008941,12.779,0,-17.138,
299.79999999702,12.779,0,-17.199,
300,12.779,0,-17.26,
300.20000000298,12.753,0,-17.382,
300.40000000596,12.775,0,-17.138,
300.600000008941,12.753,0,-17.565,
300.79999999702,12.779,0,-17.443,
301,12.71,0,-17.93,
301.20000000298,12.736,0,-17.138,
301.40000000596,12.745,0,-17.077,
301.600000008941,12.719,0,-16.833,
301.79999999702,12.723,0,-17.199,
302,12.766,0,-17.138,
302.20000000298,12.74,0,-17.626,
302.40000000596,12.775,0,-17.138,
302.600000008941,12.77,0,-17.382,
302.79999999702,12.749,0,-17.199,
303,12.749,0,-16.955,
303.20000000298,12.762,0,-17.199,
303.40000000596,12.779,0,-17.382,
303.600000008941,12.736,0,-17.26,
303.79999999702,12.749,0,-16.711,
304,12.74,0,-17.26,
304.20000000298,12.779,0,-17.321,
304.40000000596,12.814,0,-17.016,
304.600000008941,12.766,0,-17.26,
304.79999999702,12.753,0,-17.686,
305,12.788,0,-17.199,
305.20000000298,12.723,0,-17.686,
305.40000000596,12.736,0,-17.077,
305.600000008941,12.749,0,-17.26,
305.79999999702,12.745,0,-17.26,
306,12.723,0,-17.26,
306.20000000298,12.749,0,-17.382,
306.40000000596,12.745,0,-17.808,
306.600000008941,12.68,0,-17.016,
306.79999999702,12.775,0,-16.955,
307,12.745,0,-16.955,
307.20000000298,12.723,0,-17.321,
307.40000000596,12.758,0,-16.711,
307.600000008941,12.775,0,-17.382,
307.79999999702,12.792,0,-16.955,
308,12.74,0,-17.016,
308.20000000298,12.766,0,-17.199,
308.40000000596,12.706,0,-17.321,
308.600000008941,12.758,0,-17.504,
308.79999999702,12.792,0,-17.138,
309,12.779,0,-17.321,
309.20000000298,12.749,0,-17.443,
309.40000000596,12.766,0,-17.199,
309.600000008941,12.779,0,-17.321,
309.79999999702,12.762,0,-17.443,
310,12.753,0,-16.955,
310.20000000298,12.753,0,-17.077,
310.40000000596,12.736,0,-17.321,
310.600000008941,12.697,0,-17.382,
310.79999999702,12.727,0,-16.894,
311,12.736,0,-17.138,
311.20000000298,12.684,0,-17.626,
311.40000000596,12.77,0,-17.565,
311.600000008941,12.749,0,-16.894,
311.79999999702,12.702,0,-17.26,
312,12.693,0,-17.199,
312.20000000298,12.783,0,-17.382,
312.40000000596,12.762,0,-17.443,
312.600000008941,12.766,0,-17.382,
312.79999999702,12.805,0,-17.504,
313,12.727,0,-17.138,
313.20000000298,12.762,0,-17.26,
313.40000000596,12.74,0,-17.565,
313.600000008941,12.762,0,-16.772,
313.79999999702,12.762,0,-17.626,
314,12.762,0,-16.955,
314.20000000298,12.801,0,-17.199,
314.40000000596,12.749,0,-17.077,
314.600000008941,12.762,0,-17.443,
314.79999999702,12.719,0,-17.077,
315,12.732,0,-17.138,
315.20000000298,12.779,0,-17.26,
315.40000000596,12.753,0,-17.626,
315.600000008941,12.697,0,-16.894,
315.79999999702,12.753,0,-17.321,
316,12.727,0,-17.077,
316.20000000298,12.732,0,-17.199,
316.40000000596,12.745,0,-16.833,
316.600000008941,12.779,0,-17.321,
316.79999999702,12.719,0,-16.894,
317,12.775,0,-17.016,
317.20000000298,12.762,0,-17.199,
317.40000000596,12.758,0,-17.504,
317.600000008941,12.719,0,-17.26,
317.79999999702,12.775,0,-16.772,
318,12.758,0,-17.686,
318.20000000298,12.775,0,-17.077,
318.40000000596,12.766,0,-17.747,
318.600000008941,12.65,0,-17.321,
318.79999999702,12.77,0,-16.833,
319,12.702,0,-17.321,
319.20000000298,12.753,0,-17.077,
319.40000000596,12.766,0,-17.138,
319.600000008941,12.723,0,-17.626,
319.79999999702,12.745,0,-17.504,
320,12.736,0,-17.747,
320.20000000298,12.762,0,-17.321,
320.40000000596,12.749,0,-17.016,
320.600000008941,12.702,0,-17.199,
320.79999999702,12.745,0,-17.077,
321,12.723,0,-17.321,
321.20000000298,12.766,0,-17.321,
321.40000000596,12.783,0,-17.199,
321.600000008941,12.805,0,-17.686,
321.79999999702,12.719,0,-17.199,
322,12.779,0,-17.138,
322.20000000298,12.71,0,-17.199,
322.40000000596,12.796,0,-17.565,
322.600000008941,12.736,0,-17.443,
322.79999999702,12.762,0,-16.833,
323,12.702,0,-17.138,
323.20000000298,12.758,0,-17.138,
323.40000000596,12.77,0,-17.626,
323.600000008941,12.766,0,-17.077,
323.79999999702,12.814,0,-17.626,
324,12.779,0,-17.626,
324.20000000298,12.74,0,-17.26,
324.40000000596,12.723,0,-17.26,
324.600000008941,12.719,0,-17.199,
324.79999999702,12.745,0,-16.894,
325,12.715,0,-17.016,
325.20000000298,12.766,0,-17.016,
325.40000000596,12.727,0,-17.26,
325.600000008941,12.749,0,-17.565,
325.79999999702,12.689,0,-17.504,
326,12.74,0,-17.321,
326.20000000298,12.762,0,-17.016,
326.40000000596,12.723,0,-16.955,
326.600000008941,12.779,0,-17.321,
326.79999999702,12.732,0,-17.077,
327,12.818,0,-17.199,
327.20000000298,12.74,0,-16.955,
327.40000000596,12.766,0,-16.65,
327.600000008941,12.801,0,-16.955,
327.79999999702,12.77,0,-16.833,
328,12.762,0,-17.626,
328.20000000298,12.796,0,-17.26,
328.40000000596,12.779,0,-17.565,
328.600000008941,12.745,0,-17.26,
328.79999999702,12.727,0,-17.565,
329,12.74,0,-17.26,
329.20000000298,12.723,0,-17.077,
329.40000000596,12.671,0,-17.747,
329.600000008941,12.71,0,-17.443,
329.79999999702,12.624,0,-16.833,
330,12.758,0,-17.016,
330.20000000298,12.641,0,-17.138,
330.40000000596,12.766,0,-17.626,
330.600000008941,12.727,0,-17.26,
330.79999999702,12.77,0,-17.199,
331,12.796,0,-17.199,
331.20000000298,12.792,0,-16.955,
331.40000000596,12.762,0,-17.321,
331.600000008941,12.758,0,-17.26,
331.79999999702,12.749,0,-16.955,
332,12.775,0,-17.199,
332.20000000298,12.762,0,-17.382,
332.40000000596,12.779,0,-17.016,
332.600000008941,12.71,0,-17.991,
332.79999999702,12.758,0,-17.26,
333,12.779,0,-17.504,
333.20000000298,12.749,0,-17.382,
333.40000000596,12.783,0,-17.138,
333.600000008941,12.749,0,-17.321,
333.79999999702,12.74,0,-17.504,
334,12.736,0,-17.382,
334.20000000298,12.676,0,-17.077,
334.40000000596,12.68,0,-17.382,
334.600000008941,12.715,0,-17.321,
334.79999999702,12.736,0,-17.26,
335,12.749,0,-17.016,
335.20000000298,12.736,0,-17.26,
335.40000000596,12.736,0,-17.504,
335.600000008941,12.732,0,-17.016,
335.79999999702,12.775,0,-17.199,
336,12.766,0,-17.26,
336.20000000298,12.715,0,-17.077,
336.40000000596,12.796,0,-16.894,
336.600000008941,12.727,0,-17.138,
336.79999999702,12.758,0,-17.504,
337,12.727,0,-17.016,
337.20000000298,12.783,0,-17.016,
337.40000000596,12.727,0,-17.626,
337.600000008941,12.766,0,-17.321,
337.79999999702,12.727,0,-17.382,
338,12.801,0,-16.955,
338.20000000298,12.74,0,-17.199,
338.40000000596,12.684,0,-17.382,
338.600000008941,12.71,0,-17.382,
338.79999999702,12.706,0,-16.955,
339,12.727,0,-16.772,
339.20000000298,12.71,0,-17.016,
339.40000000596,12.697,0,-17.321,
339.600000008941,12.702,0,-17.504,
339.79999999702,12.71,0,-17.382,
340,12.736,0,-17.199,
340.20000000298,12.758,0,-17.565,
340.40000000596,12.792,0,-17.26,
340.600000008941,12.749,0,-16.894,
340.79999999702,12.727,0,-17.26,
341,12.766,0,-17.138,
341.20000000298,12.762,0,-17.382,
341.40000000596,12.758,0,-17.382,
341.600000008941,12.814,0,-17.991,
341.79999999702,12.745,0,-16.955,
342,12.783,0,-17.321,
342.20000000298,12.719,0,-17.321,
342.40000000596,12.659,0,-16.955,
342.600000008941,12.715,0,-17.747,
342.79999999702,12.758,0,-17.382,
343,12.684,0,-17.747,
343.20000000298,12.702,0,-17.138,
343.40000000596,12.775,0,-17.382,
343.600000008941,12.77,0,-16.894,
343.79999999702,12.71,0,-16.955,
344,12.676,0,-17.199,
344.20000000298,12.715,0,-17.016,
344.40000000596,12.745,0,-17.321,
344.600000008941,12.753,0,-17.138,
344.79999999702,12.775,0,-17.443,
345,12.783,0,-17.504,
345.20000000298,12.723,0,-17.077,
345.40000000596,12.783,0,-17.199,
345.600000008941,12.77,0,-17.016,
345.79999999702,12.766,0,-17.199,
346,12.749,0,-17.382,
346.20000000298,12.779,0,-17.565,
346.40000000596,12.745,0,-16.955,
346.600000008941,12.758,0,-17.26,
346.79999999702,12.753,0,-17.504,
347,12.723,0,-17.26,
347.20000000298,12.775,0,-17.443,
347.40000000596,12.732,0,-17.26,
347.600000008941,12.745,0,-17.138,
347.79999999702,12.723,0,-17.26,
348,12.758,0,-16.955,
348.20000000298,12.697,0,-17.26,
348.40000000596,12.697,0,-17.321,
348.600000008941,12.753,0,-16.894,
348.79999999702,12.779,0,-17.504,
349,12.706,0,-17.016,
349.20000000298,12.766,0,-17.138,
349.40000000596,12.749,0,-17.626,
349.600000008941,12.74,0,-17.565,
349.79999999702,12.719,0,-17.077,
350,12.749,0,-17.016,
350.20000000298,12.796,0,-17.016,
350.40000000596,12.814,0,-17.199,
350.600000008941,12.766,0,-17.26,
350.79999999702,12.758,0,-17.504,
351,12.796,0,-17.382,
351.20000000298,12.732,0,-17.443,
351.40000000596,12.702,0,-17.138,
351.600000008941,12.727,0,-16.772,
351.79999999702,12.715,0,-17.016,
352,12.706,0,-17.016,
352.20000000298,12.775,0,-17.138,
352.40000000596,12.71,0,-16.955,
352.600000008941,12.732,0,-17.016,
352.79999999702,12.736,0,-17.199,
353,12.74,0,-16.955,
353.20000000298,12.762,0,-17.077,
353.40000000596,12.727,0,-17.321,
353.600000008941,12.71,0,-17.26,
353.79999999702,12.732,0,-17.26,
354,12.74,0,-17.504,
354.20000000298,12.732,0,-16.955,
354.40000000596,12.792,0,-17.382,
354.600000008941,12.792,0,-17.382,
354.79999999702,12.783,0,-17.504,
355,12.749,0,-17.443,
355.20000000298,12.723,0,-16.894,
355.40000000596,12.753,0,-17.443,
355.600000008941,12.831,0,-17.443,
355.79999999702,12.71,0,-17.321,
356,12.762,0,-17.565,
356.20000000298,12.762,0,-16.955,
356.40000000596,12.762,0,-17.321,
356.600000008941,12.71,0,-17.686,
356.79999999702,12.693,0,-17.626,
357,12.706,0,-17.565,
357.20000000298,12.758,0,-17.869,
357.40000000596,12.732,0,-17.443,
357.600000008941,12.697,0,-17.504,
357.79999999702,12.775,0,-17.382,
358,12.762,0,-17.138,
358.20000000298,12.736,0,-17.016,
358.40000000596,12.663,0,-17.077,
358.600000008941,12.758,0,-17.686,
358.79999999702,12.745,0,-17.504,
359,12.801,0,-17.443,
359.20000000298,12.745,0,-17.138,
359.40000000596,12.775,0,-17.321,
359.600000008941,12.814,0,-17.26,
359.79999999702,12.758,0,-17.26,
360,12.831,0,-17.199,
360.20000000298,12.796,0,-17.138,
360.40000000596,12.71,0,-17.016,
360.600000008941,12.788,0,-17.382,
360.79999999702,12.745,0,-17.504,
361,12.68,0,-17.26,
361.20000000298,12.719,0,-17.686,
361.40000000596,12.715,0,-17.382,
361.600000008941,12.753,0,-17.016,
361.79999999702,12.779,0,-17.565,
362,12.77,0,-16.833,
362.20000000298,12.71,0,-17.138,
362.40000000596,12.693,0,-17.26,
362.600000008941,12.762,0,-17.382,
362.79999999702,12.766,0,-17.199,
363,12.792,0,-17.382,
363.20000000298,12.732,0,-17.504,
363.40000000596,12.788,0,-17.077,
363.600000008941,12.753,0,-17.443,
363.79999999702,12.723,0,-17.321,
364,12.749,0,-17.26,
364.20000000298,12.775,0,-17.382,
364.40000000596,12.74,0,-17.747,
364.600000008941,12.745,0,-17.321,
364.79999999702,12.74,0,-17.382,
365,12.667,0,-17.077,
365.20000000298,12.783,0,-17.016,
365.40000000596,12.68,0,-17.382,
365.600000008941,12.783,0,-17.382,
365.79999999702,12.745,0,-17.26,
366,12.745,0,-17.199,
366.20000000298,12.727,0,-17.626,
366.40000000596,12.775,0,-17.199,
366.600000008941,12.727,0,-17.199,
366.79999999702,12.77,0,-17.199,
367,12.77,0,-16.772,
367.20000000298,12.783,0,-17.016,
367.40000000596,12.783,0,-17.321,
367.600000008941,12.766,0,-17.016,
367.79999999702,12.762,0,-17.565,
368,12.762,0,-17.382,
368.20000000298,12.775,0,-16.955,
368.40000000596,12.779,0,-16.833,
368.600000008941,12.792,0,-16.955,
368.79999999702,12.689,0,-17.382,
369,12.749,0,-17.443,
369.20000000298,12.749,0,-17.199,
369.40000000596,12.745,0,-17.504,
369.600000008941,12.732,0,-17.077,
369.79999999702,12.745,0,-17.321,
370,12.74,0,-17.443,
370.20000000298,12.736,0,-17.565,
370.40000000596,12.762,0,-17.747,
370.600000008941,12.702,0,-17.077,
370.79999999702,12.689,0,-17.504,
371,12.753,0,-17.199,
371.20000000298,12.68,0,-17.565,
371.40000000596,12.801,0,-17.686,
371.600000008941,12.826,0,-17.26,
371.79999999702,12.749,0,-17.199,
372,12.727,0,-17.321,
372.20000000298,12.775,0,-17.26,
372.40000000596,12.74,0,-17.199,
372.600000008941,12.74,0,-17.565,
372.79999999702,12.74,0,-16.955,
373,12.732,0,-17.199,
373.20000000298,12.749,0,-17.626,
373.40000000596,12.689,0,-16.772,
373.600000008941,12.745,0,-17.382,
373.79999999702,12.667,0,-17.26,
374,12.702,0,-17.321,
374.20000000298,12.77,0,-16.711,
374.40000000596,12.659,0,-17.382,
374.600000008941,12.732,0,-17.504,
374.79999999702,12.805,0,-17.443,
375,12.779,0,-16.894,
375.20000000298,12.796,0,-16.955,
375.40000000596,12.77,0,-17.138,
375.600000008941,12.809,0,-17.808,
375.79999999702,12.766,0,-17.016,
376,12.758,0,-17.138,
376.20000000298,12.779,0,-17.016,
376.40000000596,12.689,0,-17.382,
376.600000008941,12.758,0,-17.686,
376.79999999702,12.779,0,-17.626,
377,12.749,0,-17.504,
377.20000000298,12.736,0,-17.199,
377.40000000596,12.71,0,-17.138,
377.600000008941,12.71,0,-16.894,
377.79999999702,12.745,0,-17.26,
378,12.736,0,-17.26,
378.20000000298,12.749,0,-17.138,
378.40000000596,12.706,0,-16.955,
378.600000008941,12.727,0,-17.26,
378.79999999702,12.745,0,-17.199,
379,12.727,0,-17.199,
379.20000000298,12.727,0,-17.26,
379.40000000596,12.814,0,-17.382,
379.600000008941,12.749,0,-17.626,
379.79999999702,12.758,0,-17.321,
380,12.74,0,-17.26,
380.20000000298,12.814,0,-17.016,
380.40000000596,12.783,0,-17.077,
380.600000008941,12.783,0,-17.077,
380.79999999702,12.758,0,-17.199,
381,12.762,0,-17.382,
381.20000000298,12.775,0,-17.747,
381.40000000596,12.753,0,-17.321,
381.600000008941,12.758,0,-17.138,
381.79999999702,12.758,0,-16.711,
382,12.697,0,-17.443,
382.20000000298,12.732,0,-17.016,
382.40000000596,12.68,0,-17.26,
382.600000008941,12.745,0,-17.26,
382.79999999702,12.693,0,-16.894,
383,12.74,0,-17.93,
383.20000000298,12.77,0,-17.321,
383.40000000596,12.766,0,-17.686,
383.600000008941,12.745,0,-17.26,
383.79999999702,12.766,0,-17.443,
384,12.775,0,-16.833,
384.20000000298,12.74,0,-17.626,
384.40000000596,12.775,0,-16.711,
384.600000008941,12.801,0,-17.199,
384.79999999702,12.77,0,-17.138,
385,12.779,0,-17.382,
385.20000000298,12.637,0,-17.565,
385.40000000596,12.74,0,-17.016,
385.600000008941,12.796,0,-17.686,
385.79999999702,12.71,0,-17.443,
386,12.663,0,-17.504,
386.20000000298,12.684,0,-17.443,
386.40000000596,12.723,0,-17.016,
386.600000008941,12.77,0,-17.138,
386.79999999702,12.783,0,-17.26,
387,12.727,0,-17.26,
387.20000000298,12.727,0,-16.772,
387.40000000596,12.71,0,-17.138,
387.600000008941,12.77,0,-17.443,
387.79999999702,12.766,0,-17.808,
388,12.74,0,-17.199,
388.20000000298,12.766,0,-17.321,
388.40000000596,12.809,0,-17.138,
388.600000008941,12.792,0,-17.382,
388.79999999702,12.801,0,-17.321,
389,12.775,0,-17.565,
389.20000000298,12.758,0,-17.077,
389.40000000596,12.775,0,-17.565,
389.600000008941,12.758,0,-16.955,
389.79999999702,12.676,0,-17.077,
390,12.723,0,-17.504,
390.20000000298,12.762,0,-17.199,
390.40000000596,12.792,0,-16.772,
390.600000008941,12.715,0,-17.565,
390.79999999702,12.723,0,-17.016,
391,12.702,0,-17.504,
391.20000000298,12.801,0,-17.016,
391.40000000596,12.74,0,-17.199,
391.600000008941,12.697,0,-17.686,
391.79999999702,12.77,0,-17.016,
392,12.77,0,-17.443,
392.20000000298,12.779,0,-17.443,
392.40000000596,12.727,0,-17.443,
392.600000008941,12.809,0,-17.138,
392.79999999702,12.779,0,-17.077,
393,12.762,0,-17.808,
393.20000000298,12.749,0,-17.199,
393.40000000596,12.779,0,-17.565,
393.600000008941,12.697,0,-17.443,
393.79999999702,12.727,0,-17.443,
394,12.745,0,-17.26,
394.20000000298,12.71,0,-17.808,
394.40000000596,12.736,0,-17.138,
394.600000008941,12.77,0,-17.443,
394.79999999702,12.697,0,-16.955,
395,12.706,0,-17.321,
395.20000000298,12.74,0,-17.26,
395.40000000596,12.745,0,-17.199,
395.600000008941,12.732,0,-17.382,
395.79999999702,12.749,0,-16.894,
396,12.723,0,-16.955,
396.20000000298,12.732,0,-17.321,
396.40000000596,12.762,0,-16.894,
396.600000008941,12.745,0,-17.199,
396.79999999702,12.779,0,-17.565,
397,12.77,0,-16.955,
397.20000000298,12.809,0,-16.772,
397.40000000596,12.684,0,-17.321,
397.600000008941,12.783,0,-17.443,
397.79999999702,12.796,0,-17.504,
398,12.65,0,-17.747,
398.20000000298,12.809,0,-17.26,
398.40000000596,12.736,0,-16.955,
398.600000008941,12.758,0,-17.321,
398.79999999702,12.693,0,-17.747,
399,12.779,0,-17.26,
399.20000000298,12.715,0,-17.382,
399.40000000596,12.74,0,-17.199,
399.600000008941,12.702,0,-17.199,
399.79999999702,12.74,0,-16.955,
400,12.775,0,-17.443,
400.20000000298,12.758,0,-16.833,
400.40000000596,12.758,0,-17.016,
400.600000008941,12.796,0,-17.26,
400.79999999702,12.783,0,-17.199,
401,12.801,0,-17.077,
401.20000000298,12.788,0,-17.382,
401.40000000596,12.745,0,-17.26,
401.600000008941,12.74,0,-17.199,
401.79999999702,12.758,0,-17.016,
402,12.758,0,-17.077,
402.20000000298,12.762,0,-17.565,
402.40000000596,12.736,0,-17.016,
402.600000008941,12.689,0,-17.565,
402.79999999702,12.736,0,-17.138,
403,12.723,0,-17.443,
403.20000000298,12.732,0,-17.626,
403.40000000596,12.68,0,-17.199,
403.600000008941,12.762,0,-17.321,
403.79999999702,12.762,0,-17.077,
404,12.762,0,-17.321,
404.20000000298,12.74,0,-17.443,
404.40000000596,12.715,0,-17.138,
404.600000008941,12.693,0,-16.955,
404.79999999702,12.745,0,-16.894,
405,12.753,0,-17.077,
405.20000000298,12.77,0,-17.199,
405.40000000596,12.732,0,-17.138,
405.600000008941,12.74,0,-16.955,
405.79999999702,12.775,0,-17.016,
406,12.775,0,-17.26,
406.20000000298,12.792,0,-17.26,
406.40000000596,12.775,0,-17.443,
406.600000008941,12.762,0,-16.833,
406.79999999702,12.779,0,-17.382,
407,12.775,0,-17.26,
407.20000000298,12.749,0,-17.138,
407.40000000596,12.74,0,-17.382,
407.600000008941,12.727,0,-17.26,
407.79999999702,12.719,0,-17.321,
408,12.659,0,-17.077,
408.20000000298,12.74,0,-17.26,
408.40000000596,12.77,0,-17.321,
408.600000008941,12.723,0,-17.565,
408.79999999702,12.736,0,-17.504,
409,12.762,0,-17.077,
409.20000000298,12.736,0,-17.199,
409.40000000596,12.753,0,-17.016,
409.600000008941,12.758,0,-17.26,
409.79999999702,12.766,0,-17.199,
410,12.835,0,-17.382,
410.20000000298,12.762,0,-17.077,
410.40000000596,12.723,0,-17.443,
410.600000008941,12.727,0,-17.382,
410.79999999702,12.796,0,-16.894,
411,12.736,0,-17.26,
411.20000000298,12.792,0,-17.016,
411.40000000596,12.762,0,-17.199,
411.600000008941,12.758,0,-17.077,
411.79999999702,12.749,0,-17.626,
412,12.745,0,-16.711,
412.20000000298,12.74,0,-17.565,
412.40000000596,12.732,0,-17.138,
412.600000008941,12.727,0,-17.016,
412.79999999702,12.706,0,-17.504,
413,12.758,0,-17.138,
413.20000000298,12.762,0,-17.565,
413.40000000596,12.775,0,-17.686,
413.600000008941,12.706,0,-17.199,
413.79999999702,12.74,0,-17.565,
414,12.77,0,-17.565,
414.20000000298,12.758,0,-17.26,
414.40000000596,12.758,0,-16.955,
414.600000008941,12.783,0,-17.199,
414.79999999702,12.762,0,-16.955,
415,12.796,0,-17.382,
415.20000000298,12.801,0,-17.504,
415.40000000596,12.74,0,-17.686,
415.600000008941,12.762,0,-17.443,
415.79999999702,12.762,0,-17.199,
416,12.758,0,-17.382,
416.20000000298,12.715,0,-17.26,
416.40000000596,12.766,0,-17.504,
416.600000008941,12.77,0,-17.504,
416.79999999702,12.676,0,-17.382,
417,12.71,0,-17.382,
417.20000000298,12.689,0,-17.565,
417.40000000596,12.723,0,-16.955,
417.600000008941,12.753,0,-16.955,
417.79999999702,12.758,0,-17.504,
418,12.758,0,-17.321,
418.20000000298,12.663,0,-17.26,
418.40000000596,12.758,0,-17.077,
418.600000008941,12.74,0,-17.321,
418.79999999702,12.796,0,-17.504,
419,12.779,0,-16.894,
419.20000000298,12.775,0,-17.443,
419.40000000596,12.753,0,-17.686,
419.600000008941,12.775,0,-17.382,
419.79999999702,12.77,0,-17.26,
420,12.745,0,-17.26,
420.20000000298,12.74,0,-17.138,
420.40000000596,12.758,0,-17.26,
420.600000008941,12.715,0,-17.26,
420.79999999702,12.727,0,-17.443,
421,12.749,0,-17.382,
421.20000000298,12.758,0,-17.138,
421.40000000596,12.758,0,-17.016,
421.600000008941,12.71,0,-17.26,
421.79999999702,12.723,0,-17.138,
422,12.749,0,-17.199,
422.20000000298,12.792,0,-17.504,
422.40000000596,12.779,0,-16.772,
422.600000008941,12.749,0,-17.686,
422.79999999702,12.796,0,-17.565,
423,12.775,0,-17.321,
423.20000000298,12.732,0,-17.626,
423.40000000596,12.719,0,-17.26,
423.600000008941,12.779,0,-17.138,
423.79999999702,12.736,0,-17.626,
424,12.77,0,-17.443,
424.20000000298,12.753,0,-17.077,
424.40000000596,12.796,0,-17.199,
424.600000008941,12.745,0,-17.016,
424.79999999702,12.745,0,-17.808,
425,12.723,0,-17.504,
425.20000000298,12.736,0,-17.443,
425.40000000596,12.684,0,-17.321,
425.600000008941,12.62,0,-17.26,
425.79999999702,12.715,0,-17.016,
426,12.697,0,-17.443,
426.20000000298,12.753,0,-17.565,
426.40000000596,12.758,0,-17.504,
426.600000008941,12.758,0,-17.26,
426.79999999702,12.77,0,-17.321,
427,12.796,0,-17.26,
427.20000000298,12.697,0,-17.504,
427.40000000596,12.788,0,-17.26,
427.600000008941,12.715,0,-17.382,
427.79999999702,12.779,0,-17.077,
428,12.719,0,-17.565,
428.20000000298,12.762,0,-17.016,
428.40000000596,12.628,0,-17.199,
428.600000008941,12.762,0,-17.26,
428.79999999702,12.723,0,-17.321,
429,12.745,0,-17.504,
429.20000000298,12.753,0,-17.199,
429.40000000596,12.727,0,-17.504,
429.600000008941,12.74,0,-17.686,
429.79999999702,12.77,0,-17.382,
430,12.775,0,-17.077,
430.20000000298,12.71,0,-17.26,
430.40000000596,12.758,0,-17.26,
430.600000008941,12.753,0,-17.016,
430.79999999702,12.783,0,-17.26,
431,12.792,0,-17.138,
431.20000000298,12.792,0,-17.504,
431.40000000596,12.783,0,-17.321,
431.600000008941,12.706,0,-17.321,
431.79999999702,12.783,0,-17.382,
432,12.74,0,-17.321,
432.20000000298,12.775,0,-17.443,
432.40000000596,12.758,0,-17.504,
432.600000008941,12.779,0,-17.138,
432.79999999702,12.706,0,-17.26,
433,12.758,0,-16.894,
433.20000000298,12.736,0,-17.504,
433.40000000596,12.736,0,-17.626,
433.600000008941,12.697,0,-17.321,
433.79999999702,12.766,0,-17.382,
434,12.637,0,-17.077,
434.20000000298,12.775,0,-17.321,
434.40000000596,12.745,0,-17.26,
434.600000008941,12.758,0,-17.565,
434.79999999702,12.753,0,-17.199,
435,12.775,0,-16.833,
435.20000000298,12.775,0,-17.443,
435.40000000596,12.814,0,-17.26,
435.600000008941,12.839,0,-17.443,
435.79999999702,12.788,0,-16.894,
436,12.732,0,-17.321,
436.20000000298,12.727,0,-17.747,
436.40000000596,12.766,0,-17.382,
436.600000008941,12.74,0,-17.443,
436.79999999702,12.749,0,-17.321,
437,12.719,0,-17.443,
437.20000000298,12.745,0,-17.565,
437.40000000596,12.693,0,-16.894,
437.600000008941,12.732,0,-17.321,
437.79999999702,12.745,0,-17.016,
438,12.745,0,-17.26,
438.20000000298,12.775,0,-17.443,
438.40000000596,12.762,0,-17.747,
438.600000008941,12.736,0,-17.077,
438.79999999702,12.749,0,-17.504,
439,12.762,0,-16.955,
439.20000000298,12.762,0,-17.747,
439.40000000596,12.715,0,-17.686,
439.600000008941,12.749,0,-17.565,
439.79999999702,12.788,0,-17.077,
440,12.788,0,-17.26,
440.20000000298,12.779,0,-16.833,
440.40000000596,12.77,0,-17.321,
440.600000008941,12.74,0,-17.199,
440.79999999702,12.693,0,-17.443,
441,12.689,0,-17.138,
441.20000000298,12.667,0,-17.382,
441.40000000596,12.71,0,-17.138,
441.600000008941,12.719,0,-17.443,
441.79999999702,12.727,0,-17.26,
442,12.753,0,-17.199,
442.20000000298,12.74,0,-17.199,
442.40000000596,12.766,0,-17.138,
442.600000008941,12.775,0,-16.772,
442.79999999702,12.779,0,-17.686,
443,12.77,0,-17.26,
443.20000000298,12.77,0,-17.382,
443.40000000596,12.766,0,-17.443,
443.600000008941,12.77,0,-17.626,
443.79999999702,12.753,0,-17.199,
444,12.758,0,-17.626,
444.20000000298,12.779,0,-17.016,
444.40000000596,12.74,0,-17.565,
444.600000008941,12.745,0,-17.382,
444.79999999702,12.706,0,-17.504,
