fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-06T19:36:48, 1678131408,   0.000,  14.637,   0.000,   0.000,  25.000,  14.637,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:36:58, 1678131418,   0.000,  14.636,   0.000,   0.000,  25.000,  14.636,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:37:08, 1678131428,   0.000,  14.635,   0.000,   0.000,  25.000,  14.635,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:37:19, 1678131439,   0.000,  14.634,   0.000,   0.000,  25.000,  14.634,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:37:29, 1678131449,   0.000,  14.633,   0.000,   0.000,  25.000,  14.633,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:37:39, 1678131459,   0.000,  14.633,   0.000,   0.000,  25.000,  14.633,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:37:49, 1678131469,   0.000,  14.633,   0.000,   0.000,  25.000,  14.633,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:36:48, 1678131408,   0.000,  14.637,   0.000,   0.000,  25.000,  14.637,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:36:58, 1678131418,   0.000,  14.636,   0.000,   0.000,  25.000,  14.636,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:37:08, 1678131428,   0.000,  14.635,   0.000,   0.000,  25.000,  14.635,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:37:19, 1678131439,   0.000,  14.634,   0.000,   0.000,  25.000,  14.634,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:37:29, 1678131449,   0.000,  14.633,   0.000,   0.000,  25.000,  14.633,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:37:39, 1678131459,   0.000,  14.633,   0.000,   0.000,  25.000,  14.633,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
unit_f, 2023-03-06T19:37:49, 1678131469,   0.000,  14.633,   0.000,   0.000,  25.000,  14.633,   0.000,  1.0000,  0.9999,  14.633,  14.693,   0.007, 0, 0,
