fltb,  date,                time,    Tb_h, vb_h, ibah, ibnh, Tb, vb, ib, soc, soc_ekf, voc, voc_stat, e_w_f, fltw, falw,
unit_f, 2023-03-06T10:51:40, 1678099900,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152, -50.000,  0.4993,  0.4992,  13.904,  13.910,  -0.570, 512, 0,
unit_f, 2023-03-06T10:51:50, 1678099910,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152, -50.000,  0.4980,  0.4977,  13.981,  14.041,  -0.835, 704, 512,
unit_f, 2023-03-06T10:51:50, 1678099910,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.4979,  0.4977,  13.983,  14.043,  -0.840, 704, 576,
unit_f, 2023-03-06T10:52:01, 1678099921,   0.000,  14.639,   0.000,   0.000,  25.000,  14.639,   0.000,  1.0000,  0.9999,  14.639,  14.699,  -0.016, 640, 512,
unit_f, 2023-03-06T10:51:40, 1678099900,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152, -50.000,  0.4993,  0.4992,  13.904,  13.910,  -0.570, 512, 0,
unit_f, 2023-03-06T10:51:50, 1678099910,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152, -50.000,  0.4980,  0.4977,  13.981,  14.041,  -0.835, 704, 512,
unit_f, 2023-03-06T10:51:50, 1678099910,   0.000,  13.152,   0.000,   0.000,  25.000,  13.152,   0.000,  0.4979,  0.4977,  13.983,  14.043,  -0.840, 704, 576,
unit_f, 2023-03-06T10:52:01, 1678099921,   0.000,  14.639,   0.000,   0.000,  25.000,  14.639,   0.000,  1.0000,  0.9999,  14.639,  14.699,  -0.016, 640, 512,
unit_f, 2023-03-06T10:52:33, 1678099953,   0.000,  14.639,   0.000,   0.000,  25.000,  14.639,   0.000,  1.0000,  0.9999,  14.639,  14.699,   0.000, 0, 0,
unit_f, 2023-03-06T10:52:43, 1678099963,   0.000,  14.639,   0.000,   0.000,  25.000,  14.639,   0.000,  1.0000,  0.9999,  14.639,  14.699,   0.000, 0, 0,
