unit_s,c_time,res,user_sel,   cc_dif,  ibmh,ibnh,ibmm,ibnm,ibm,   ib_diff, ib_diff_f,    voc_soc,e_w,e_w_f,  ib_sel,Ib_h,Ib_s,mib,Ib, vb_sel,Vb_h,Vb_s,mvb,Vb,  Tb_h,Tb_s,mtb,Tb_f,   fltw, falw, ib_rate, ib_quiet, tb_sel, ccd_thr, ewh_thr, ewl_thr, ibd_thr, ibq_thr,
unit_sel, 58171196.337, 0, 0,  -0.0000000,  0.00000,0.00000,-0.07440,0.29600,0.00000,  0.00000,0.00000,   11.03861,0.06040,0.04971,  1, 0.00000,-0.07440, 1, -0.07440,  1, 13.42620,11.00115, 1, 11.00962,   0.00,24.98, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171196.438, 0, 0,  -0.0000000,  0.00000,0.00000,-0.04880,-0.44000,0.00000,  0.00000,0.00000,   11.03753,0.02699,0.04860,  1, 0.00000,-0.04880, 1, -0.04880,  1, 13.42620,10.97670, 1, 10.96862,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171196.537, 0, 0,  -0.0000000,  0.00000,0.00000,0.00400,0.13600,0.00000,  0.00000,0.00000,   11.03671,0.06749,0.04952,  1, 0.00000,0.00400, 1, 0.00400,  1, 13.42620,10.98664, 1, 10.99590,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171196.638, 0, 0,   0.0000000,  0.00000,0.00000,-0.09520,-0.76000,0.00000,  0.00000,0.00000,   11.03636,0.04051,0.04908,  1, 0.00000,-0.09520, 1, -0.09520,  1, 13.42190,11.00164, 1, 10.99514,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171196.738, 0, 0,  -0.0000000,  0.00000,0.00000,-0.09040,-0.52000,0.00000,  0.00000,0.00000,   11.03546,0.03915,0.04860,  1, 0.00000,-0.09040, 1, -0.09040,  1, 13.42190,10.98088, 1, 10.99329,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171196.837, 0, 0,  -0.0000000,  0.00000,0.00000,-0.08080,-0.04000,0.00000,  0.00000,0.00000,   11.03494,0.04055,0.04820,  1, 0.00000,-0.08080, 1, -0.08080,  1, 13.42620,10.99502, 1, 10.99483,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171196.937, 0, 0,  -0.0000000,  0.00000,0.00000,-0.06160,0.93600,0.00000,  0.00000,0.00000,   11.03444,0.03862,0.04773,  1, 0.00000,-0.06160, 1, -0.06160,  1, 13.42190,11.00553, 1, 11.03053,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171197.037, 0, 0,   0.0000000,  0.00000,0.00000,-0.02320,0.82400,0.00000,  0.00000,0.00000,   11.03393,0.00264,0.04554,  1, 0.00000,-0.02320, 1, -0.02320,  1, 13.42190,11.00322, 1, 11.02783,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171197.137, 0, 0,   0.0000000,  0.00000,0.00000,0.05520,0.60000,0.00000,  0.00000,0.00000,   11.03345,0.00533,0.04357,  1, 0.00000,0.05520, 1, 0.05520,  1, 13.42190,10.99450, 1, 11.01832,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171197.237, 0, 0,   0.0000000,  0.00000,0.00000,0.00560,0.15200,0.00000,  0.00000,0.00000,   11.03342,0.01578,0.04222,  1, 0.00000,0.00560, 1, 0.00560,  1, 13.41759,11.00529, 1, 11.02753,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171197.337, 0, 0,   0.0000000,  0.00000,0.00000,-0.09200,-0.72800,0.00000,  0.00000,0.00000,   11.03335,0.00589,0.04045,  1, 0.00000,-0.09200, 1, -0.09200,  1, 13.42190,11.00274, 1, 11.02183,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171197.437, 0, 0,   0.0000000,  0.00000,0.00000,-0.08400,-0.45600,0.00000,  0.00000,0.00000,   11.03316,0.01020,0.03897,  1, 0.00000,-0.08400, 1, -0.08400,  1, 13.42620,10.99031, 1, 11.00311,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171197.537, 0, 0,  -0.0000000,  0.00000,0.00000,-0.06800,0.10400,0.00000,  0.00000,0.00000,   11.03309,0.02895,0.03848,  1, 0.00000,-0.06800, 1, -0.06800,  1, 13.41759,11.00334, 1, 11.00354,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171197.637, 0, 0,   0.0000000,  0.00000,0.00000,-0.03600,-0.82400,0.00000,  0.00000,0.00000,   11.03297,0.02860,0.03800,  1, 0.00000,-0.03600, 1, -0.03600,  1, 13.42620,10.99555, 1, 10.97094,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171197.737, 0, 0,  -0.0000000,  0.00000,0.00000,0.02960,-0.64800,0.00000,  0.00000,0.00000,   11.03263,0.06125,0.03913,  1, 0.00000,0.02960, 1, 0.02960,  1, 13.41759,11.00577, 1, 10.98156,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171197.837, 0, 0,   0.0000000,  0.00000,0.00000,-0.04400,-0.29600,0.00000,  0.00000,0.00000,   11.03230,0.05111,0.03972,  1, 0.00000,-0.04400, 1, -0.04400,  1, 13.43051,11.00371, 1, 10.98028,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171197.937, 0, 0,   0.0000000,  0.00000,0.00000,0.01360,0.42400,0.00000,  0.00000,0.00000,   11.03160,0.05078,0.04026,  1, 0.00000,0.01360, 1, 0.01360,  1, 13.42190,10.99869, 1, 10.97684,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171198.037, 0, 0,  -0.0000000,  0.00000,0.00000,-0.07600,-0.18400,0.00000,  0.00000,0.00000,   11.03103,0.05436,0.04095,  1, 0.00000,-0.07600, 1, -0.07600,  1, 13.42620,11.00723, 1, 10.98853,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171198.137, 0, 0,  -0.0000000,  0.00000,0.00000,-0.05200,0.64800,0.00000,  0.00000,0.00000,   11.03047,0.04100,0.04095,  1, 0.00000,-0.05200, 1, -0.05200,  1, 13.43051,11.00662, 1, 10.99422,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171198.237, 0, 0,  -0.0000000,  0.00000,0.00000,-0.00400,0.24800,0.00000,  0.00000,0.00000,   11.02987,0.03501,0.04066,  1, 0.00000,-0.00400, 1, -0.00400,  1, 13.42190,11.00541, 1, 11.00600,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171198.337, 0, 0,   0.0000000,  0.00000,0.00000,0.09360,-0.53600,0.00000,  0.00000,0.00000,   11.02943,0.02338,0.03982,  1, 0.00000,0.09360, 1, 0.09360,  1, 13.42190,11.00298, 1, 10.97916,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171198.437, 0, 0,  -0.0000000,  0.00000,0.00000,0.08240,-0.07200,0.00000,  0.00000,0.00000,   11.02905,0.05104,0.04036,  1, 0.00000,0.08240, 1, 0.08240,  1, 13.42190,10.99241, 1, 10.96977,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171198.537, 0, 0,   0.0000000,  0.00000,0.00000,0.06000,0.87200,0.00000,  0.00000,0.00000,   11.02880,0.06005,0.04132,  1, 0.00000,0.06000, 1, 0.06000,  1, 13.42620,11.00431, 1, 10.98404,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171198.637, 0, 0,   0.0000000,  0.00000,0.00000,0.01520,0.69600,0.00000,  0.00000,0.00000,   11.02826,0.04496,0.04150,  1, 0.00000,0.01520, 1, 0.01520,  1, 13.43051,11.00079, 1, 10.98524,   0.00,24.98, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171198.737, 0, 0,   0.0000000,  0.00000,0.00000,-0.07280,0.34400,0.00000,  0.00000,0.00000,   11.02764,0.04258,0.04155,  1, 0.00000,-0.07280, 1, -0.07280,  1, 13.42620,10.97355, 1, 10.96745,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171198.837, 0, 0,   0.0000000,  0.00000,0.00000,-0.04560,-0.34400,0.00000,  0.00000,0.00000,   11.02717,0.05883,0.04240,  1, 0.00000,-0.04560, 1, -0.04560,  1, 13.42190,10.98036, 1, 10.99355,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171198.937, 0, 0,   0.0000000,  0.00000,0.00000,0.01040,0.32800,0.00000,  0.00000,0.00000,   11.02674,0.03263,0.04192,  1, 0.00000,0.01040, 1, 0.01040,  1, 13.41759,10.99398, 1, 10.99496,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171199.037, 0, 0,   0.0000000,  0.00000,0.00000,-0.08240,-0.37600,0.00000,  0.00000,0.00000,   11.02614,0.03131,0.04140,  1, 0.00000,-0.08240, 1, -0.08240,  1, 13.42620,11.00504, 1, 10.98201,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171199.137, 0, 0,   0.0000000,  0.00000,0.00000,-0.06480,0.26400,0.00000,  0.00000,0.00000,   11.02582,0.04279,0.04147,  1, 0.00000,-0.06480, 1, -0.06480,  1, 13.42190,11.00225, 1, 10.98119,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171199.237, 0, 0,   0.0000000,  0.00000,0.00000,-0.02960,-0.50400,0.00000,  0.00000,0.00000,   11.02551,0.04353,0.04157,  1, 0.00000,-0.02960, 1, -0.02960,  1, 13.42190,10.98612, 1, 10.96900,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171199.337, 0, 0,   0.0000000,  0.00000,0.00000,0.04240,-0.00800,0.00000,  0.00000,0.00000,   11.02509,0.05573,0.04226,  1, 0.00000,0.04240, 1, 0.04240,  1, 13.43051,11.00140, 1, 10.99215,   0.00,24.98, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171199.437, 0, 0,  -0.0000000,  0.00000,0.00000,-0.01840,1.00000,0.00000,  0.00000,0.00000,   11.02467,0.03304,0.04181,  1, 0.00000,-0.01840, 1, -0.01840,  1, 13.42190,10.97879, 1, 10.98568,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171199.537, 0, 0,   0.0000000,  0.00000,0.00000,0.06480,0.95200,0.00000,  0.00000,0.00000,   11.02413,0.03822,0.04164,  1, 0.00000,0.06480, 1, 0.06480,  1, 13.41759,10.99084, 1, 10.97962,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171199.637, 0, 0,  -0.0000000,  0.00000,0.00000,0.02480,0.85600,0.00000,  0.00000,0.00000,   11.02382,0.04500,0.04180,  1, 0.00000,0.02480, 1, 0.02480,  1, 13.42190,11.00359, 1, 11.00654,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171199.737, 0, 0,  -0.0000000,  0.00000,0.00000,-0.05360,0.66400,0.00000,  0.00000,0.00000,   11.02346,0.01722,0.04060,  1, 0.00000,-0.05360, 1, -0.05360,  1, 13.42620,10.99764, 1, 10.97855,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171199.837, 0, 0,   0.0000000,  0.00000,0.00000,-0.00720,0.28000,0.00000,  0.00000,0.00000,   11.02304,0.04383,0.04076,  1, 0.00000,-0.00720, 1, -0.00720,  1, 13.42620,11.00674, 1, 10.99356,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171199.937, 0, 0,   0.0000000,  0.00000,0.00000,0.08720,-0.47200,0.00000,  0.00000,0.00000,   11.02288,0.02924,0.04020,  1, 0.00000,0.08720, 1, 0.08720,  1, 13.43051,11.00565, 1, 11.00427,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171200.037, 0, 0,  -0.0000000,  0.00000,0.00000,0.06960,0.07200,0.00000,  0.00000,0.00000,   11.02247,0.01927,0.03918,  1, 0.00000,0.06960, 1, 0.06960,  1, 13.42620,11.00346, 1, 11.02610,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171200.137, 0, 0,   0.0000000,  0.00000,0.00000,0.03440,-0.88800,0.00000,  0.00000,0.00000,   11.02221,-0.00304,0.03712,  1, 0.00000,0.03440, 1, 0.03440,  1, 13.43051,10.99660, 1, 11.01648,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171200.237, 0, 0,  -0.0000000,  0.00000,0.00000,-0.03440,-0.77600,0.00000,  0.00000,0.00000,   11.02204,0.00631,0.03561,  1, 0.00000,-0.03440, 1, -0.03440,  1, 13.42620,10.99648, 1, 11.01085,   0.00,25.02, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171200.337, 0, 0,  -0.0000000,  0.00000,0.00000,0.03280,-0.55200,0.00000,  0.00000,0.00000,   11.02207,0.01174,0.03445,  1, 0.00000,0.03280, 1, 0.03280,  1, 13.42190,10.99636, 1, 10.99970,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171200.437, 0, 0,  -0.0000000,  0.00000,0.00000,-0.03760,-0.10400,0.00000,  0.00000,0.00000,   11.02207,0.02301,0.03389,  1, 0.00000,-0.03760, 1, -0.03760,  1, 13.42190,10.99624, 1, 10.97793,   0.00,24.98, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171200.537, 0, 0,  -0.0000001,  0.00000,0.00000,0.02640,0.80800,0.00000,  0.00000,0.00000,   11.02207,0.04459,0.03441,  1, 0.00000,0.02640, 1, 0.02640,  1, 13.42620,10.99636, 1, 10.98474,   0.00,24.99, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171200.637, 0, 0,  -0.0000002,  0.00000,0.00000,-0.05040,0.56800,0.00000,  0.00000,0.00000,   11.02207,0.03793,0.03458,  1, 0.00000,-0.05040, 1, -0.05040,  1, 13.42620,10.99648, 1, 10.99864,   0.00,25.01, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
unit_sel, 58171200.737, 0, 0,  -0.0000002,  0.00000,0.00000,-0.00080,0.08800,0.00000,  0.00000,0.00000,   11.02207,0.02382,0.03406,  1, 0.00000,-0.00080, 1, -0.00080,  1, 13.42620,10.99636, 1, 10.97569,   0.00,25.00, 1, 25.00, 0, 0,   0.000,   0.000, 1,   0.800, 23.616,-23.616, 10.000,  0.005,
